"","d","theta","rho","offsets","logsdcounty","logsdyears","gridlikelihood"
"3248",160,1.5,0.25,0.01,1,-2.5,1335.59873719909
"3249",10,1.75,0.25,0.01,1,-2.5,1335.59873719909
"3250",35,1.75,0.25,0.01,1,-2.5,1335.59873719909
"3251",60,1.75,0.25,0.01,1,-2.5,1335.59873719909
"3252",85,1.75,0.25,0.01,1,-2.5,1335.59873719909
"3253",110,1.75,0.25,0.01,1,-2.5,1335.59873719909
"3254",135,1.75,0.25,0.01,1,-2.5,1335.59873719909
"3255",160,1.75,0.25,0.01,1,-2.5,1335.59873719909
"3256",10,2,0.25,0.01,1,-2.5,1335.59873719909
"3257",35,2,0.25,0.01,1,-2.5,1335.59873719909
"3258",60,2,0.25,0.01,1,-2.5,1335.59873719909
"3259",85,2,0.25,0.01,1,-2.5,1335.59873719909
"3260",110,2,0.25,0.01,1,-2.5,1335.59873719909
"3261",135,2,0.25,0.01,1,-2.5,1335.59873719909
"3262",160,2,0.25,0.01,1,-2.5,1335.59873719909
"3263",10,2.25,0.25,0.01,1,-2.5,1335.59873719909
"3264",35,2.25,0.25,0.01,1,-2.5,1335.59873719909
"3265",60,2.25,0.25,0.01,1,-2.5,1335.59873719909
"3266",85,2.25,0.25,0.01,1,-2.5,1335.59873719909
"3267",110,2.25,0.25,0.01,1,-2.5,1335.59873719909
"3268",135,2.25,0.25,0.01,1,-2.5,1335.59873719909
"3269",160,2.25,0.25,0.01,1,-2.5,1335.59873719909
"3270",10,2.5,0.25,0.01,1,-2.5,1335.59873719909
"3271",35,2.5,0.25,0.01,1,-2.5,1335.59873719909
"3272",60,2.5,0.25,0.01,1,-2.5,1335.59873719909
"3273",85,2.5,0.25,0.01,1,-2.5,1335.59873719909
"3274",110,2.5,0.25,0.01,1,-2.5,1335.59873719909
"3275",135,2.5,0.25,0.01,1,-2.5,1335.59873719909
"3276",160,2.5,0.25,0.01,1,-2.5,1335.59873719909
"3277",10,0.5,0.5,0.01,1,-2.5,1335.37024037363
"3278",35,0.5,0.5,0.01,1,-2.5,1335.37121467364
"3279",60,0.5,0.5,0.01,1,-2.5,1335.37121467726
"3280",85,0.5,0.5,0.01,1,-2.5,1335.37121467726
"3281",110,0.5,0.5,0.01,1,-2.5,1335.37121467726
"3282",135,0.5,0.5,0.01,1,-2.5,1335.37121467726
"3283",160,0.5,0.5,0.01,1,-2.5,1335.37121467726
"3284",10,0.75,0.5,0.01,1,-2.5,1335.3711915335
"3285",35,0.75,0.5,0.01,1,-2.5,1335.37121467726
"3286",60,0.75,0.5,0.01,1,-2.5,1335.37121467726
"3287",85,0.75,0.5,0.01,1,-2.5,1335.37121467726
"3288",110,0.75,0.5,0.01,1,-2.5,1335.37121467726
"3289",135,0.75,0.5,0.01,1,-2.5,1335.37121467726
"3290",160,0.75,0.5,0.01,1,-2.5,1335.37121467726
"3291",10,1,0.5,0.01,1,-2.5,1335.37121418033
"3292",35,1,0.5,0.01,1,-2.5,1335.37121467726
"3293",60,1,0.5,0.01,1,-2.5,1335.37121467726
"3294",85,1,0.5,0.01,1,-2.5,1335.37121467726
"3295",110,1,0.5,0.01,1,-2.5,1335.37121467726
"3296",135,1,0.5,0.01,1,-2.5,1335.37121467726
"3297",160,1,0.5,0.01,1,-2.5,1335.37121467726
"3298",10,1.25,0.5,0.01,1,-2.5,1335.37121466712
"3299",35,1.25,0.5,0.01,1,-2.5,1335.37121467726
"3300",60,1.25,0.5,0.01,1,-2.5,1335.37121467726
"3301",85,1.25,0.5,0.01,1,-2.5,1335.37121467726
"3302",110,1.25,0.5,0.01,1,-2.5,1335.37121467726
"3303",135,1.25,0.5,0.01,1,-2.5,1335.37121467726
"3304",160,1.25,0.5,0.01,1,-2.5,1335.37121467726
"3305",10,1.5,0.5,0.01,1,-2.5,1335.37121467706
"3306",35,1.5,0.5,0.01,1,-2.5,1335.37121467726
"3307",60,1.5,0.5,0.01,1,-2.5,1335.37121467726
"3308",85,1.5,0.5,0.01,1,-2.5,1335.37121467726
"3309",110,1.5,0.5,0.01,1,-2.5,1335.37121467726
"3310",135,1.5,0.5,0.01,1,-2.5,1335.37121467726
"3311",160,1.5,0.5,0.01,1,-2.5,1335.37121467726
"3312",10,1.75,0.5,0.01,1,-2.5,1335.37121467726
"3313",35,1.75,0.5,0.01,1,-2.5,1335.37121467726
"3314",60,1.75,0.5,0.01,1,-2.5,1335.37121467726
"3315",85,1.75,0.5,0.01,1,-2.5,1335.37121467726
"3316",110,1.75,0.5,0.01,1,-2.5,1335.37121467726
"3317",135,1.75,0.5,0.01,1,-2.5,1335.37121467726
"3318",160,1.75,0.5,0.01,1,-2.5,1335.37121467726
"3319",10,2,0.5,0.01,1,-2.5,1335.37121467726
"3320",35,2,0.5,0.01,1,-2.5,1335.37121467726
"3321",60,2,0.5,0.01,1,-2.5,1335.37121467726
"3322",85,2,0.5,0.01,1,-2.5,1335.37121467726
"3323",110,2,0.5,0.01,1,-2.5,1335.37121467726
"3324",135,2,0.5,0.01,1,-2.5,1335.37121467726
"3325",160,2,0.5,0.01,1,-2.5,1335.37121467726
"3326",10,2.25,0.5,0.01,1,-2.5,1335.37121467726
"3327",35,2.25,0.5,0.01,1,-2.5,1335.37121467726
"3328",60,2.25,0.5,0.01,1,-2.5,1335.37121467726
"3329",85,2.25,0.5,0.01,1,-2.5,1335.37121467726
"3330",110,2.25,0.5,0.01,1,-2.5,1335.37121467726
"3331",135,2.25,0.5,0.01,1,-2.5,1335.37121467726
"3332",160,2.25,0.5,0.01,1,-2.5,1335.37121467726
"3333",10,2.5,0.5,0.01,1,-2.5,1335.37121467726
"3334",35,2.5,0.5,0.01,1,-2.5,1335.37121467726
"3335",60,2.5,0.5,0.01,1,-2.5,1335.37121467726
"3336",85,2.5,0.5,0.01,1,-2.5,1335.37121467726
"3337",110,2.5,0.5,0.01,1,-2.5,1335.37121467726
"3338",135,2.5,0.5,0.01,1,-2.5,1335.37121467726
"3339",160,2.5,0.5,0.01,1,-2.5,1335.37121467726
"3340",10,0.5,0.75,0.01,1,-2.5,1335.16016269078
"3341",35,0.5,0.75,0.01,1,-2.5,1335.1610028285
"3342",60,0.5,0.75,0.01,1,-2.5,1335.16100283164
"3343",85,0.5,0.75,0.01,1,-2.5,1335.16100283164
"3344",110,0.5,0.75,0.01,1,-2.5,1335.16100283164
"3345",135,0.5,0.75,0.01,1,-2.5,1335.16100283164
"3346",160,0.5,0.75,0.01,1,-2.5,1335.16100283164
"3347",10,0.75,0.75,0.01,1,-2.5,1335.16098287645
"3348",35,0.75,0.75,0.01,1,-2.5,1335.16100283164
"3349",60,0.75,0.75,0.01,1,-2.5,1335.16100283164
"3350",85,0.75,0.75,0.01,1,-2.5,1335.16100283164
"3351",110,0.75,0.75,0.01,1,-2.5,1335.16100283164
"3352",135,0.75,0.75,0.01,1,-2.5,1335.16100283164
"3353",160,0.75,0.75,0.01,1,-2.5,1335.16100283164
"3354",10,1,0.75,0.01,1,-2.5,1335.1610024032
"3355",35,1,0.75,0.01,1,-2.5,1335.16100283164
"3356",60,1,0.75,0.01,1,-2.5,1335.16100283164
"3357",85,1,0.75,0.01,1,-2.5,1335.16100283164
"3358",110,1,0.75,0.01,1,-2.5,1335.16100283164
"3359",135,1,0.75,0.01,1,-2.5,1335.16100283164
"3360",160,1,0.75,0.01,1,-2.5,1335.16100283164
"3361",10,1.25,0.75,0.01,1,-2.5,1335.16100282289
"3362",35,1.25,0.75,0.01,1,-2.5,1335.16100283164
"3363",60,1.25,0.75,0.01,1,-2.5,1335.16100283164
"3364",85,1.25,0.75,0.01,1,-2.5,1335.16100283164
"3365",110,1.25,0.75,0.01,1,-2.5,1335.16100283164
"3366",135,1.25,0.75,0.01,1,-2.5,1335.16100283164
"3367",160,1.25,0.75,0.01,1,-2.5,1335.16100283164
"3368",10,1.5,0.75,0.01,1,-2.5,1335.16100283147
"3369",35,1.5,0.75,0.01,1,-2.5,1335.16100283164
"3370",60,1.5,0.75,0.01,1,-2.5,1335.16100283164
"3371",85,1.5,0.75,0.01,1,-2.5,1335.16100283164
"3372",110,1.5,0.75,0.01,1,-2.5,1335.16100283164
"3373",135,1.5,0.75,0.01,1,-2.5,1335.16100283164
"3374",160,1.5,0.75,0.01,1,-2.5,1335.16100283164
"3375",10,1.75,0.75,0.01,1,-2.5,1335.16100283164
"3376",35,1.75,0.75,0.01,1,-2.5,1335.16100283164
"3377",60,1.75,0.75,0.01,1,-2.5,1335.16100283164
"3378",85,1.75,0.75,0.01,1,-2.5,1335.16100283164
"3379",110,1.75,0.75,0.01,1,-2.5,1335.16100283164
"3380",135,1.75,0.75,0.01,1,-2.5,1335.16100283164
"3381",160,1.75,0.75,0.01,1,-2.5,1335.16100283164
"3382",10,2,0.75,0.01,1,-2.5,1335.16100283164
"3383",35,2,0.75,0.01,1,-2.5,1335.16100283164
"3384",60,2,0.75,0.01,1,-2.5,1335.16100283164
"3385",85,2,0.75,0.01,1,-2.5,1335.16100283164
"3386",110,2,0.75,0.01,1,-2.5,1335.16100283164
"3387",135,2,0.75,0.01,1,-2.5,1335.16100283164
"3388",160,2,0.75,0.01,1,-2.5,1335.16100283164
"3389",10,2.25,0.75,0.01,1,-2.5,1335.16100283164
"3390",35,2.25,0.75,0.01,1,-2.5,1335.16100283164
"3391",60,2.25,0.75,0.01,1,-2.5,1335.16100283164
"3392",85,2.25,0.75,0.01,1,-2.5,1335.16100283164
"3393",110,2.25,0.75,0.01,1,-2.5,1335.16100283164
"3394",135,2.25,0.75,0.01,1,-2.5,1335.16100283164
"3395",160,2.25,0.75,0.01,1,-2.5,1335.16100283164
"3396",10,2.5,0.75,0.01,1,-2.5,1335.16100283164
"3397",35,2.5,0.75,0.01,1,-2.5,1335.16100283164
"3398",60,2.5,0.75,0.01,1,-2.5,1335.16100283164
"3399",85,2.5,0.75,0.01,1,-2.5,1335.16100283164
"3400",110,2.5,0.75,0.01,1,-2.5,1335.16100283164
"3401",135,2.5,0.75,0.01,1,-2.5,1335.16100283164
"3402",160,2.5,0.75,0.01,1,-2.5,1335.16100283164
"3403",10,0.5,1,0.01,1,-2.5,1334.97150612907
"3404",35,0.5,1,0.01,1,-2.5,1334.97222013443
"3405",60,0.5,1,0.01,1,-2.5,1334.97222013708
"3406",85,0.5,1,0.01,1,-2.5,1334.97222013708
"3407",110,0.5,1,0.01,1,-2.5,1334.97222013708
"3408",135,0.5,1,0.01,1,-2.5,1334.97222013708
"3409",160,0.5,1,0.01,1,-2.5,1334.97222013708
"3410",10,0.75,1,0.01,1,-2.5,1334.97220317922
"3411",35,0.75,1,0.01,1,-2.5,1334.97222013708
"3412",60,0.75,1,0.01,1,-2.5,1334.97222013708
"3413",85,0.75,1,0.01,1,-2.5,1334.97222013708
"3414",110,0.75,1,0.01,1,-2.5,1334.97222013708
"3415",135,0.75,1,0.01,1,-2.5,1334.97222013708
"3416",160,0.75,1,0.01,1,-2.5,1334.97222013708
"3417",10,1,1,0.01,1,-2.5,1334.97221977304
"3418",35,1,1,0.01,1,-2.5,1334.97222013708
"3419",60,1,1,0.01,1,-2.5,1334.97222013708
"3420",85,1,1,0.01,1,-2.5,1334.97222013708
"3421",110,1,1,0.01,1,-2.5,1334.97222013708
"3422",135,1,1,0.01,1,-2.5,1334.97222013708
"3423",160,1,1,0.01,1,-2.5,1334.97222013708
"3424",10,1.25,1,0.01,1,-2.5,1334.97222012966
"3425",35,1.25,1,0.01,1,-2.5,1334.97222013708
"3426",60,1.25,1,0.01,1,-2.5,1334.97222013708
"3427",85,1.25,1,0.01,1,-2.5,1334.97222013708
"3428",110,1.25,1,0.01,1,-2.5,1334.97222013708
"3429",135,1.25,1,0.01,1,-2.5,1334.97222013708
"3430",160,1.25,1,0.01,1,-2.5,1334.97222013708
"3431",10,1.5,1,0.01,1,-2.5,1334.97222013694
"3432",35,1.5,1,0.01,1,-2.5,1334.97222013708
"3433",60,1.5,1,0.01,1,-2.5,1334.97222013708
"3434",85,1.5,1,0.01,1,-2.5,1334.97222013708
"3435",110,1.5,1,0.01,1,-2.5,1334.97222013708
"3436",135,1.5,1,0.01,1,-2.5,1334.97222013708
"3437",160,1.5,1,0.01,1,-2.5,1334.97222013708
"3438",10,1.75,1,0.01,1,-2.5,1334.97222013708
"3439",35,1.75,1,0.01,1,-2.5,1334.97222013708
"3440",60,1.75,1,0.01,1,-2.5,1334.97222013708
"3441",85,1.75,1,0.01,1,-2.5,1334.97222013708
"3442",110,1.75,1,0.01,1,-2.5,1334.97222013708
"3443",135,1.75,1,0.01,1,-2.5,1334.97222013708
"3444",160,1.75,1,0.01,1,-2.5,1334.97222013708
"3445",10,2,1,0.01,1,-2.5,1334.97222013708
"3446",35,2,1,0.01,1,-2.5,1334.97222013708
"3447",60,2,1,0.01,1,-2.5,1334.97222013708
"3448",85,2,1,0.01,1,-2.5,1334.97222013708
"3449",110,2,1,0.01,1,-2.5,1334.97222013708
"3450",135,2,1,0.01,1,-2.5,1334.97222013708
"3451",160,2,1,0.01,1,-2.5,1334.97222013708
"3452",10,2.25,1,0.01,1,-2.5,1334.97222013708
"3453",35,2.25,1,0.01,1,-2.5,1334.97222013708
"3454",60,2.25,1,0.01,1,-2.5,1334.97222013708
"3455",85,2.25,1,0.01,1,-2.5,1334.97222013708
"3456",110,2.25,1,0.01,1,-2.5,1334.97222013708
"3457",135,2.25,1,0.01,1,-2.5,1334.97222013708
"3458",160,2.25,1,0.01,1,-2.5,1334.97222013708
"3459",10,2.5,1,0.01,1,-2.5,1334.97222013708
"3460",35,2.5,1,0.01,1,-2.5,1334.97222013708
"3461",60,2.5,1,0.01,1,-2.5,1334.97222013708
"3462",85,2.5,1,0.01,1,-2.5,1334.97222013708
"3463",110,2.5,1,0.01,1,-2.5,1334.97222013708
"3464",135,2.5,1,0.01,1,-2.5,1334.97222013708
"3465",160,2.5,1,0.01,1,-2.5,1334.97222013708
"3466",10,0.5,0,1.01,1,-2.5,1339.65394268836
"3467",35,0.5,0,1.01,1,-2.5,1339.65444538655
"3468",60,0.5,0,1.01,1,-2.5,1339.65444538843
"3469",85,0.5,0,1.01,1,-2.5,1339.65444538843
"3470",110,0.5,0,1.01,1,-2.5,1339.65444538843
"3471",135,0.5,0,1.01,1,-2.5,1339.65444538843
"3472",160,0.5,0,1.01,1,-2.5,1339.65444538843
"3473",10,0.75,0,1.01,1,-2.5,1339.65443344958
"3474",35,0.75,0,1.01,1,-2.5,1339.65444538843
"3475",60,0.75,0,1.01,1,-2.5,1339.65444538843
"3476",85,0.75,0,1.01,1,-2.5,1339.65444538843
"3477",110,0.75,0,1.01,1,-2.5,1339.65444538843
"3478",135,0.75,0,1.01,1,-2.5,1339.65444538843
"3479",160,0.75,0,1.01,1,-2.5,1339.65444538843
"3480",10,1,0,1.01,1,-2.5,1339.65444513214
"3481",35,1,0,1.01,1,-2.5,1339.65444538843
"3482",60,1,0,1.01,1,-2.5,1339.65444538843
"3483",85,1,0,1.01,1,-2.5,1339.65444538843
"3484",110,1,0,1.01,1,-2.5,1339.65444538843
"3485",135,1,0,1.01,1,-2.5,1339.65444538843
"3486",160,1,0,1.01,1,-2.5,1339.65444538843
"3487",10,1.25,0,1.01,1,-2.5,1339.6544453832
"3488",35,1.25,0,1.01,1,-2.5,1339.65444538843
"3489",60,1.25,0,1.01,1,-2.5,1339.65444538843
"3490",85,1.25,0,1.01,1,-2.5,1339.65444538843
"3491",110,1.25,0,1.01,1,-2.5,1339.65444538843
"3492",135,1.25,0,1.01,1,-2.5,1339.65444538843
"3493",160,1.25,0,1.01,1,-2.5,1339.65444538843
"3494",10,1.5,0,1.01,1,-2.5,1339.65444538832
"3495",35,1.5,0,1.01,1,-2.5,1339.65444538843
"3496",60,1.5,0,1.01,1,-2.5,1339.65444538843
"3497",85,1.5,0,1.01,1,-2.5,1339.65444538843
"3498",110,1.5,0,1.01,1,-2.5,1339.65444538843
"3499",135,1.5,0,1.01,1,-2.5,1339.65444538843
"3500",160,1.5,0,1.01,1,-2.5,1339.65444538843
"3501",10,1.75,0,1.01,1,-2.5,1339.65444538843
"3502",35,1.75,0,1.01,1,-2.5,1339.65444538843
"3503",60,1.75,0,1.01,1,-2.5,1339.65444538843
"3504",85,1.75,0,1.01,1,-2.5,1339.65444538843
"3505",110,1.75,0,1.01,1,-2.5,1339.65444538843
"3506",135,1.75,0,1.01,1,-2.5,1339.65444538843
"3507",160,1.75,0,1.01,1,-2.5,1339.65444538843
"3508",10,2,0,1.01,1,-2.5,1339.65444538843
"3509",35,2,0,1.01,1,-2.5,1339.65444538843
"3510",60,2,0,1.01,1,-2.5,1339.65444538843
"3511",85,2,0,1.01,1,-2.5,1339.65444538843
"3512",110,2,0,1.01,1,-2.5,1339.65444538843
"3513",135,2,0,1.01,1,-2.5,1339.65444538843
"3514",160,2,0,1.01,1,-2.5,1339.65444538843
"3515",10,2.25,0,1.01,1,-2.5,1339.65444538843
"3516",35,2.25,0,1.01,1,-2.5,1339.65444538843
"3517",60,2.25,0,1.01,1,-2.5,1339.65444538843
"3518",85,2.25,0,1.01,1,-2.5,1339.65444538843
"3519",110,2.25,0,1.01,1,-2.5,1339.65444538843
"3520",135,2.25,0,1.01,1,-2.5,1339.65444538843
"3521",160,2.25,0,1.01,1,-2.5,1339.65444538843
"3522",10,2.5,0,1.01,1,-2.5,1339.65444538843
"3523",35,2.5,0,1.01,1,-2.5,1339.65444538843
"3524",60,2.5,0,1.01,1,-2.5,1339.65444538843
"3525",85,2.5,0,1.01,1,-2.5,1339.65444538843
"3526",110,2.5,0,1.01,1,-2.5,1339.65444538843
"3527",135,2.5,0,1.01,1,-2.5,1339.65444538843
"3528",160,2.5,0,1.01,1,-2.5,1339.65444538843
"3529",10,0.5,0.25,1.01,1,-2.5,1339.52785704915
"3530",35,0.5,0.25,1.01,1,-2.5,1339.52830006121
"3531",60,0.5,0.25,1.01,1,-2.5,1339.52830006285
"3532",85,0.5,0.25,1.01,1,-2.5,1339.52830006285
"3533",110,0.5,0.25,1.01,1,-2.5,1339.52830006285
"3534",135,0.5,0.25,1.01,1,-2.5,1339.52830006285
"3535",160,0.5,0.25,1.01,1,-2.5,1339.52830006285
"3536",10,0.75,0.25,1.01,1,-2.5,1339.52828954203
"3537",35,0.75,0.25,1.01,1,-2.5,1339.52830006285
"3538",60,0.75,0.25,1.01,1,-2.5,1339.52830006285
"3539",85,0.75,0.25,1.01,1,-2.5,1339.52830006285
"3540",110,0.75,0.25,1.01,1,-2.5,1339.52830006285
"3541",135,0.75,0.25,1.01,1,-2.5,1339.52830006285
"3542",160,0.75,0.25,1.01,1,-2.5,1339.52830006285
"3543",10,1,0.25,1.01,1,-2.5,1339.52829983701
"3544",35,1,0.25,1.01,1,-2.5,1339.52830006285
"3545",60,1,0.25,1.01,1,-2.5,1339.52830006285
"3546",85,1,0.25,1.01,1,-2.5,1339.52830006285
"3547",110,1,0.25,1.01,1,-2.5,1339.52830006285
"3548",135,1,0.25,1.01,1,-2.5,1339.52830006285
"3549",160,1,0.25,1.01,1,-2.5,1339.52830006285
"3550",10,1.25,0.25,1.01,1,-2.5,1339.52830005825
"3551",35,1.25,0.25,1.01,1,-2.5,1339.52830006285
"3552",60,1.25,0.25,1.01,1,-2.5,1339.52830006285
"3553",85,1.25,0.25,1.01,1,-2.5,1339.52830006285
"3554",110,1.25,0.25,1.01,1,-2.5,1339.52830006285
"3555",135,1.25,0.25,1.01,1,-2.5,1339.52830006285
"3556",160,1.25,0.25,1.01,1,-2.5,1339.52830006285
"3557",10,1.5,0.25,1.01,1,-2.5,1339.52830006276
"3558",35,1.5,0.25,1.01,1,-2.5,1339.52830006285
"3559",60,1.5,0.25,1.01,1,-2.5,1339.52830006285
"3560",85,1.5,0.25,1.01,1,-2.5,1339.52830006285
"3561",110,1.5,0.25,1.01,1,-2.5,1339.52830006285
"3562",135,1.5,0.25,1.01,1,-2.5,1339.52830006285
"3563",160,1.5,0.25,1.01,1,-2.5,1339.52830006285
"3564",10,1.75,0.25,1.01,1,-2.5,1339.52830006285
"3565",35,1.75,0.25,1.01,1,-2.5,1339.52830006285
"3566",60,1.75,0.25,1.01,1,-2.5,1339.52830006285
"3567",85,1.75,0.25,1.01,1,-2.5,1339.52830006285
"3568",110,1.75,0.25,1.01,1,-2.5,1339.52830006285
"3569",135,1.75,0.25,1.01,1,-2.5,1339.52830006285
"3570",160,1.75,0.25,1.01,1,-2.5,1339.52830006285
"3571",10,2,0.25,1.01,1,-2.5,1339.52830006285
"3572",35,2,0.25,1.01,1,-2.5,1339.52830006285
"3573",60,2,0.25,1.01,1,-2.5,1339.52830006285
"3574",85,2,0.25,1.01,1,-2.5,1339.52830006285
"3575",110,2,0.25,1.01,1,-2.5,1339.52830006285
"3576",135,2,0.25,1.01,1,-2.5,1339.52830006285
"3577",160,2,0.25,1.01,1,-2.5,1339.52830006285
"3578",10,2.25,0.25,1.01,1,-2.5,1339.52830006285
"3579",35,2.25,0.25,1.01,1,-2.5,1339.52830006285
"3580",60,2.25,0.25,1.01,1,-2.5,1339.52830006285
"3581",85,2.25,0.25,1.01,1,-2.5,1339.52830006285
"3582",110,2.25,0.25,1.01,1,-2.5,1339.52830006285
"3583",135,2.25,0.25,1.01,1,-2.5,1339.52830006285
"3584",160,2.25,0.25,1.01,1,-2.5,1339.52830006285
"3585",10,2.5,0.25,1.01,1,-2.5,1339.52830006285
"3586",35,2.5,0.25,1.01,1,-2.5,1339.52830006285
"3587",60,2.5,0.25,1.01,1,-2.5,1339.52830006285
"3588",85,2.5,0.25,1.01,1,-2.5,1339.52830006285
"3589",110,2.5,0.25,1.01,1,-2.5,1339.52830006285
"3590",135,2.5,0.25,1.01,1,-2.5,1339.52830006285
"3591",160,2.5,0.25,1.01,1,-2.5,1339.52830006285
"3592",10,0.5,0.5,1.01,1,-2.5,1339.40613838511
"3593",35,0.5,0.5,1.01,1,-2.5,1339.4065228048
"3594",60,0.5,0.5,1.01,1,-2.5,1339.40652280622
"3595",85,0.5,0.5,1.01,1,-2.5,1339.40652280622
"3596",110,0.5,0.5,1.01,1,-2.5,1339.40652280622
"3597",135,0.5,0.5,1.01,1,-2.5,1339.40652280622
"3598",160,0.5,0.5,1.01,1,-2.5,1339.40652280622
"3599",10,0.75,0.5,1.01,1,-2.5,1339.40651367731
"3600",35,0.75,0.5,1.01,1,-2.5,1339.40652280622
"3601",60,0.75,0.5,1.01,1,-2.5,1339.40652280622
"3602",85,0.75,0.5,1.01,1,-2.5,1339.40652280622
"3603",110,0.75,0.5,1.01,1,-2.5,1339.40652280622
"3604",135,0.75,0.5,1.01,1,-2.5,1339.40652280622
"3605",160,0.75,0.5,1.01,1,-2.5,1339.40652280622
"3606",10,1,0.5,1.01,1,-2.5,1339.40652261026
"3607",35,1,0.5,1.01,1,-2.5,1339.40652280622
"3608",60,1,0.5,1.01,1,-2.5,1339.40652280622
"3609",85,1,0.5,1.01,1,-2.5,1339.40652280622
"3610",110,1,0.5,1.01,1,-2.5,1339.40652280622
"3611",135,1,0.5,1.01,1,-2.5,1339.40652280622
"3612",160,1,0.5,1.01,1,-2.5,1339.40652280622
"3613",10,1.25,0.5,1.01,1,-2.5,1339.40652280222
"3614",35,1.25,0.5,1.01,1,-2.5,1339.40652280622
"3615",60,1.25,0.5,1.01,1,-2.5,1339.40652280622
"3616",85,1.25,0.5,1.01,1,-2.5,1339.40652280622
"3617",110,1.25,0.5,1.01,1,-2.5,1339.40652280622
"3618",135,1.25,0.5,1.01,1,-2.5,1339.40652280622
"3619",160,1.25,0.5,1.01,1,-2.5,1339.40652280622
"3620",10,1.5,0.5,1.01,1,-2.5,1339.40652280615
"3621",35,1.5,0.5,1.01,1,-2.5,1339.40652280622
"3622",60,1.5,0.5,1.01,1,-2.5,1339.40652280622
"3623",85,1.5,0.5,1.01,1,-2.5,1339.40652280622
"3624",110,1.5,0.5,1.01,1,-2.5,1339.40652280622
"3625",135,1.5,0.5,1.01,1,-2.5,1339.40652280622
"3626",160,1.5,0.5,1.01,1,-2.5,1339.40652280622
"3627",10,1.75,0.5,1.01,1,-2.5,1339.40652280622
"3628",35,1.75,0.5,1.01,1,-2.5,1339.40652280622
"3629",60,1.75,0.5,1.01,1,-2.5,1339.40652280622
"3630",85,1.75,0.5,1.01,1,-2.5,1339.40652280622
"3631",110,1.75,0.5,1.01,1,-2.5,1339.40652280622
"3632",135,1.75,0.5,1.01,1,-2.5,1339.40652280622
"3633",160,1.75,0.5,1.01,1,-2.5,1339.40652280622
"3634",10,2,0.5,1.01,1,-2.5,1339.40652280622
"3635",35,2,0.5,1.01,1,-2.5,1339.40652280622
"3636",60,2,0.5,1.01,1,-2.5,1339.40652280622
"3637",85,2,0.5,1.01,1,-2.5,1339.40652280622
"3638",110,2,0.5,1.01,1,-2.5,1339.40652280622
"3639",135,2,0.5,1.01,1,-2.5,1339.40652280622
"3640",160,2,0.5,1.01,1,-2.5,1339.40652280622
"3641",10,2.25,0.5,1.01,1,-2.5,1339.40652280622
"3642",35,2.25,0.5,1.01,1,-2.5,1339.40652280622
"3643",60,2.25,0.5,1.01,1,-2.5,1339.40652280622
"3644",85,2.25,0.5,1.01,1,-2.5,1339.40652280622
"3645",110,2.25,0.5,1.01,1,-2.5,1339.40652280622
"3646",135,2.25,0.5,1.01,1,-2.5,1339.40652280622
"3647",160,2.25,0.5,1.01,1,-2.5,1339.40652280622
"3648",10,2.5,0.5,1.01,1,-2.5,1339.40652280622
"3649",35,2.5,0.5,1.01,1,-2.5,1339.40652280622
"3650",60,2.5,0.5,1.01,1,-2.5,1339.40652280622
"3651",85,2.5,0.5,1.01,1,-2.5,1339.40652280622
"3652",110,2.5,0.5,1.01,1,-2.5,1339.40652280622
"3653",135,2.5,0.5,1.01,1,-2.5,1339.40652280622
"3654",160,2.5,0.5,1.01,1,-2.5,1339.40652280622
"3655",10,0.5,0.75,1.01,1,-2.5,1339.29209368549
"3656",35,0.5,0.75,1.01,1,-2.5,1339.29242230836
"3657",60,0.5,0.75,1.01,1,-2.5,1339.29242230959
"3658",85,0.5,0.75,1.01,1,-2.5,1339.29242230959
"3659",110,0.5,0.75,1.01,1,-2.5,1339.29242230959
"3660",135,0.5,0.75,1.01,1,-2.5,1339.29242230959
"3661",160,0.5,0.75,1.01,1,-2.5,1339.29242230959
"3662",10,0.75,0.75,1.01,1,-2.5,1339.29241450605
"3663",35,0.75,0.75,1.01,1,-2.5,1339.29242230959
"3664",60,0.75,0.75,1.01,1,-2.5,1339.29242230959
"3665",85,0.75,0.75,1.01,1,-2.5,1339.29242230959
"3666",110,0.75,0.75,1.01,1,-2.5,1339.29242230959
"3667",135,0.75,0.75,1.01,1,-2.5,1339.29242230959
"3668",160,0.75,0.75,1.01,1,-2.5,1339.29242230959
"3669",10,1,0.75,1.01,1,-2.5,1339.29242214208
"3670",35,1,0.75,1.01,1,-2.5,1339.29242230959
"3671",60,1,0.75,1.01,1,-2.5,1339.29242230959
"3672",85,1,0.75,1.01,1,-2.5,1339.29242230959
"3673",110,1,0.75,1.01,1,-2.5,1339.29242230959
"3674",135,1,0.75,1.01,1,-2.5,1339.29242230959
"3675",160,1,0.75,1.01,1,-2.5,1339.29242230959
"3676",10,1.25,0.75,1.01,1,-2.5,1339.29242230617
"3677",35,1.25,0.75,1.01,1,-2.5,1339.29242230959
"3678",60,1.25,0.75,1.01,1,-2.5,1339.29242230959
"3679",85,1.25,0.75,1.01,1,-2.5,1339.29242230959
"3680",110,1.25,0.75,1.01,1,-2.5,1339.29242230959
"3681",135,1.25,0.75,1.01,1,-2.5,1339.29242230959
"3682",160,1.25,0.75,1.01,1,-2.5,1339.29242230959
"3683",10,1.5,0.75,1.01,1,-2.5,1339.29242230952
