"","d","theta","rho","offsets","logsdcounty","logsdyears","gridlikelihood2"
"3994",85,1.25,0.75,0.01,-1,-1,1452.36632075449
"3995",110,1.25,0.75,0.01,-1,-1,1452.36632075449
"3996",135,1.25,0.75,0.01,-1,-1,1452.36632075449
"3997",160,1.25,0.75,0.01,-1,-1,1452.36632075449
"3998",10,1.5,0.75,0.01,-1,-1,1452.3663207543
"3999",35,1.5,0.75,0.01,-1,-1,1452.36632075449
"4000",60,1.5,0.75,0.01,-1,-1,1452.36632075449
"4001",85,1.5,0.75,0.01,-1,-1,1452.36632075449
"4002",110,1.5,0.75,0.01,-1,-1,1452.36632075449
"4003",135,1.5,0.75,0.01,-1,-1,1452.36632075449
"4004",160,1.5,0.75,0.01,-1,-1,1452.36632075449
"4005",10,1.75,0.75,0.01,-1,-1,1452.36632075448
"4006",35,1.75,0.75,0.01,-1,-1,1452.36632075449
"4007",60,1.75,0.75,0.01,-1,-1,1452.36632075449
"4008",85,1.75,0.75,0.01,-1,-1,1452.36632075449
"4009",110,1.75,0.75,0.01,-1,-1,1452.36632075449
"4010",135,1.75,0.75,0.01,-1,-1,1452.36632075449
"4011",160,1.75,0.75,0.01,-1,-1,1452.36632075449
"4012",10,2,0.75,0.01,-1,-1,1452.36632075449
"4013",35,2,0.75,0.01,-1,-1,1452.36632075449
"4014",60,2,0.75,0.01,-1,-1,1452.36632075449
"4015",85,2,0.75,0.01,-1,-1,1452.36632075449
"4016",110,2,0.75,0.01,-1,-1,1452.36632075449
"4017",135,2,0.75,0.01,-1,-1,1452.36632075449
"4018",160,2,0.75,0.01,-1,-1,1452.36632075449
"4019",10,2.25,0.75,0.01,-1,-1,1452.36632075449
"4020",35,2.25,0.75,0.01,-1,-1,1452.36632075449
"4021",60,2.25,0.75,0.01,-1,-1,1452.36632075449
"4022",85,2.25,0.75,0.01,-1,-1,1452.36632075449
"4023",110,2.25,0.75,0.01,-1,-1,1452.36632075449
"4024",135,2.25,0.75,0.01,-1,-1,1452.36632075449
"4025",160,2.25,0.75,0.01,-1,-1,1452.36632075449
"4026",10,2.5,0.75,0.01,-1,-1,1452.36632075449
"4027",35,2.5,0.75,0.01,-1,-1,1452.36632075449
"4028",60,2.5,0.75,0.01,-1,-1,1452.36632075449
"4029",85,2.5,0.75,0.01,-1,-1,1452.36632075449
"4030",110,2.5,0.75,0.01,-1,-1,1452.36632075449
"4031",135,2.5,0.75,0.01,-1,-1,1452.36632075449
"4032",160,2.5,0.75,0.01,-1,-1,1452.36632075449
"4033",10,0.5,1,0.01,-1,-1,1451.24564254797
"4034",35,0.5,1,0.01,-1,-1,1451.2464415662
"4035",60,0.5,1,0.01,-1,-1,1451.24644156917
"4036",85,0.5,1,0.01,-1,-1,1451.24644156917
"4037",110,0.5,1,0.01,-1,-1,1451.24644156917
"4038",135,0.5,1,0.01,-1,-1,1451.24644156917
"4039",160,0.5,1,0.01,-1,-1,1451.24644156917
"4040",10,0.75,1,0.01,-1,-1,1451.24642227197
"4041",35,0.75,1,0.01,-1,-1,1451.24644156917
"4042",60,0.75,1,0.01,-1,-1,1451.24644156917
"4043",85,0.75,1,0.01,-1,-1,1451.24644156917
"4044",110,0.75,1,0.01,-1,-1,1451.24644156917
"4045",135,0.75,1,0.01,-1,-1,1451.24644156917
"4046",160,0.75,1,0.01,-1,-1,1451.24644156917
"4047",10,1,1,0.01,-1,-1,1451.2464411467
"4048",35,1,1,0.01,-1,-1,1451.24644156917
"4049",60,1,1,0.01,-1,-1,1451.24644156917
"4050",85,1,1,0.01,-1,-1,1451.24644156917
"4051",110,1,1,0.01,-1,-1,1451.24644156917
"4052",135,1,1,0.01,-1,-1,1451.24644156917
"4053",160,1,1,0.01,-1,-1,1451.24644156917
"4054",10,1.25,1,0.01,-1,-1,1451.24644156036
"4055",35,1.25,1,0.01,-1,-1,1451.24644156917
"4056",60,1.25,1,0.01,-1,-1,1451.24644156917
"4057",85,1.25,1,0.01,-1,-1,1451.24644156917
"4058",110,1.25,1,0.01,-1,-1,1451.24644156917
"4059",135,1.25,1,0.01,-1,-1,1451.24644156917
"4060",160,1.25,1,0.01,-1,-1,1451.24644156917
"4061",10,1.5,1,0.01,-1,-1,1451.24644156899
"4062",35,1.5,1,0.01,-1,-1,1451.24644156917
"4063",60,1.5,1,0.01,-1,-1,1451.24644156917
"4064",85,1.5,1,0.01,-1,-1,1451.24644156917
"4065",110,1.5,1,0.01,-1,-1,1451.24644156917
"4066",135,1.5,1,0.01,-1,-1,1451.24644156917
"4067",160,1.5,1,0.01,-1,-1,1451.24644156917
"4068",10,1.75,1,0.01,-1,-1,1451.24644156917
"4069",35,1.75,1,0.01,-1,-1,1451.24644156917
"4070",60,1.75,1,0.01,-1,-1,1451.24644156917
"4071",85,1.75,1,0.01,-1,-1,1451.24644156917
"4072",110,1.75,1,0.01,-1,-1,1451.24644156917
"4073",135,1.75,1,0.01,-1,-1,1451.24644156917
"4074",160,1.75,1,0.01,-1,-1,1451.24644156917
"4075",10,2,1,0.01,-1,-1,1451.24644156917
"4076",35,2,1,0.01,-1,-1,1451.24644156917
"4077",60,2,1,0.01,-1,-1,1451.24644156917
"4078",85,2,1,0.01,-1,-1,1451.24644156917
"4079",110,2,1,0.01,-1,-1,1451.24644156917
"4080",135,2,1,0.01,-1,-1,1451.24644156917
"4081",160,2,1,0.01,-1,-1,1451.24644156917
"4082",10,2.25,1,0.01,-1,-1,1451.24644156917
"4083",35,2.25,1,0.01,-1,-1,1451.24644156917
"4084",60,2.25,1,0.01,-1,-1,1451.24644156917
"4085",85,2.25,1,0.01,-1,-1,1451.24644156917
"4086",110,2.25,1,0.01,-1,-1,1451.24644156917
"4087",135,2.25,1,0.01,-1,-1,1451.24644156917
"4088",160,2.25,1,0.01,-1,-1,1451.24644156917
"4089",10,2.5,1,0.01,-1,-1,1451.24644156917
"4090",35,2.5,1,0.01,-1,-1,1451.24644156917
"4091",60,2.5,1,0.01,-1,-1,1451.24644156917
"4092",85,2.5,1,0.01,-1,-1,1451.24644156917
"4093",110,2.5,1,0.01,-1,-1,1451.24644156917
"4094",135,2.5,1,0.01,-1,-1,1451.24644156917
"4095",160,2.5,1,0.01,-1,-1,1451.24644156917
"4096",10,0.5,0,1.01,-1,-1,1596.16408970334
"4097",35,0.5,0,1.01,-1,-1,1596.16470145861
"4098",60,0.5,0,1.01,-1,-1,1596.16470146089
"4099",85,0.5,0,1.01,-1,-1,1596.16470146089
"4100",110,0.5,0,1.01,-1,-1,1596.16470146089
"4101",135,0.5,0,1.01,-1,-1,1596.16470146089
"4102",160,0.5,0,1.01,-1,-1,1596.16470146089
"4103",10,0.75,0,1.01,-1,-1,1596.16468671353
"4104",35,0.75,0,1.01,-1,-1,1596.16470146089
"4105",60,0.75,0,1.01,-1,-1,1596.16470146089
"4106",85,0.75,0,1.01,-1,-1,1596.16470146089
"4107",110,0.75,0,1.01,-1,-1,1596.16470146089
"4108",135,0.75,0,1.01,-1,-1,1596.16470146089
"4109",160,0.75,0,1.01,-1,-1,1596.16470146089
"4110",10,1,0,1.01,-1,-1,1596.16470113854
"4111",35,1,0,1.01,-1,-1,1596.16470146089
"4112",60,1,0,1.01,-1,-1,1596.16470146089
"4113",85,1,0,1.01,-1,-1,1596.16470146089
"4114",110,1,0,1.01,-1,-1,1596.16470146089
"4115",135,1,0,1.01,-1,-1,1596.16470146089
"4116",160,1,0,1.01,-1,-1,1596.16470146089
"4117",10,1.25,0,1.01,-1,-1,1596.16470145417
"4118",35,1.25,0,1.01,-1,-1,1596.16470146089
"4119",60,1.25,0,1.01,-1,-1,1596.16470146089
"4120",85,1.25,0,1.01,-1,-1,1596.16470146089
"4121",110,1.25,0,1.01,-1,-1,1596.16470146089
"4122",135,1.25,0,1.01,-1,-1,1596.16470146089
"4123",160,1.25,0,1.01,-1,-1,1596.16470146089
"4124",10,1.5,0,1.01,-1,-1,1596.16470146075
"4125",35,1.5,0,1.01,-1,-1,1596.16470146089
"4126",60,1.5,0,1.01,-1,-1,1596.16470146089
"4127",85,1.5,0,1.01,-1,-1,1596.16470146089
"4128",110,1.5,0,1.01,-1,-1,1596.16470146089
"4129",135,1.5,0,1.01,-1,-1,1596.16470146089
"4130",160,1.5,0,1.01,-1,-1,1596.16470146089
"4131",10,1.75,0,1.01,-1,-1,1596.16470146089
"4132",35,1.75,0,1.01,-1,-1,1596.16470146089
"4133",60,1.75,0,1.01,-1,-1,1596.16470146089
"4134",85,1.75,0,1.01,-1,-1,1596.16470146089
"4135",110,1.75,0,1.01,-1,-1,1596.16470146089
"4136",135,1.75,0,1.01,-1,-1,1596.16470146089
"4137",160,1.75,0,1.01,-1,-1,1596.16470146089
"4138",10,2,0,1.01,-1,-1,1596.16470146089
"4139",35,2,0,1.01,-1,-1,1596.16470146089
"4140",60,2,0,1.01,-1,-1,1596.16470146089
"4141",85,2,0,1.01,-1,-1,1596.16470146089
"4142",110,2,0,1.01,-1,-1,1596.16470146089
"4143",135,2,0,1.01,-1,-1,1596.16470146089
"4144",160,2,0,1.01,-1,-1,1596.16470146089
"4145",10,2.25,0,1.01,-1,-1,1596.16470146089
"4146",35,2.25,0,1.01,-1,-1,1596.16470146089
"4147",60,2.25,0,1.01,-1,-1,1596.16470146089
"4148",85,2.25,0,1.01,-1,-1,1596.16470146089
"4149",110,2.25,0,1.01,-1,-1,1596.16470146089
"4150",135,2.25,0,1.01,-1,-1,1596.16470146089
"4151",160,2.25,0,1.01,-1,-1,1596.16470146089
"4152",10,2.5,0,1.01,-1,-1,1596.16470146089
"4153",35,2.5,0,1.01,-1,-1,1596.16470146089
"4154",60,2.5,0,1.01,-1,-1,1596.16470146089
"4155",85,2.5,0,1.01,-1,-1,1596.16470146089
"4156",110,2.5,0,1.01,-1,-1,1596.16470146089
"4157",135,2.5,0,1.01,-1,-1,1596.16470146089
"4158",160,2.5,0,1.01,-1,-1,1596.16470146089
"4159",10,0.5,0.25,1.01,-1,-1,1595.04672439846
"4160",35,0.5,0.25,1.01,-1,-1,1595.04726343661
"4161",60,0.5,0.25,1.01,-1,-1,1595.04726343865
"4162",85,0.5,0.25,1.01,-1,-1,1595.04726343865
"4163",110,0.5,0.25,1.01,-1,-1,1595.04726343865
"4164",135,0.5,0.25,1.01,-1,-1,1595.04726343865
"4165",160,0.5,0.25,1.01,-1,-1,1595.04726343865
"4166",10,0.75,0.25,1.01,-1,-1,1595.04725044319
"4167",35,0.75,0.25,1.01,-1,-1,1595.04726343865
"4168",60,0.75,0.25,1.01,-1,-1,1595.04726343865
"4169",85,0.75,0.25,1.01,-1,-1,1595.04726343865
"4170",110,0.75,0.25,1.01,-1,-1,1595.04726343865
"4171",135,0.75,0.25,1.01,-1,-1,1595.04726343865
"4172",160,0.75,0.25,1.01,-1,-1,1595.04726343865
"4173",10,1,0.25,1.01,-1,-1,1595.04726315454
"4174",35,1,0.25,1.01,-1,-1,1595.04726343865
"4175",60,1,0.25,1.01,-1,-1,1595.04726343865
"4176",85,1,0.25,1.01,-1,-1,1595.04726343865
"4177",110,1,0.25,1.01,-1,-1,1595.04726343865
"4178",135,1,0.25,1.01,-1,-1,1595.04726343865
"4179",160,1,0.25,1.01,-1,-1,1595.04726343865
"4180",10,1.25,0.25,1.01,-1,-1,1595.0472634327
"4181",35,1.25,0.25,1.01,-1,-1,1595.04726343865
"4182",60,1.25,0.25,1.01,-1,-1,1595.04726343865
"4183",85,1.25,0.25,1.01,-1,-1,1595.04726343865
"4184",110,1.25,0.25,1.01,-1,-1,1595.04726343865
"4185",135,1.25,0.25,1.01,-1,-1,1595.04726343865
"4186",160,1.25,0.25,1.01,-1,-1,1595.04726343865
"4187",10,1.5,0.25,1.01,-1,-1,1595.04726343849
"4188",35,1.5,0.25,1.01,-1,-1,1595.04726343865
"4189",60,1.5,0.25,1.01,-1,-1,1595.04726343865
"4190",85,1.5,0.25,1.01,-1,-1,1595.04726343865
"4191",110,1.5,0.25,1.01,-1,-1,1595.04726343865
"4192",135,1.5,0.25,1.01,-1,-1,1595.04726343865
"4193",160,1.5,0.25,1.01,-1,-1,1595.04726343865
"4194",10,1.75,0.25,1.01,-1,-1,1595.04726343864
"4195",35,1.75,0.25,1.01,-1,-1,1595.04726343865
"4196",60,1.75,0.25,1.01,-1,-1,1595.04726343865
"4197",85,1.75,0.25,1.01,-1,-1,1595.04726343865
"4198",110,1.75,0.25,1.01,-1,-1,1595.04726343865
"4199",135,1.75,0.25,1.01,-1,-1,1595.04726343865
"4200",160,1.75,0.25,1.01,-1,-1,1595.04726343865
"4201",10,2,0.25,1.01,-1,-1,1595.04726343865
"4202",35,2,0.25,1.01,-1,-1,1595.04726343865
"4203",60,2,0.25,1.01,-1,-1,1595.04726343865
"4204",85,2,0.25,1.01,-1,-1,1595.04726343865
"4205",110,2,0.25,1.01,-1,-1,1595.04726343865
"4206",135,2,0.25,1.01,-1,-1,1595.04726343865
"4207",160,2,0.25,1.01,-1,-1,1595.04726343865
"4208",10,2.25,0.25,1.01,-1,-1,1595.04726343865
"4209",35,2.25,0.25,1.01,-1,-1,1595.04726343865
"4210",60,2.25,0.25,1.01,-1,-1,1595.04726343865
"4211",85,2.25,0.25,1.01,-1,-1,1595.04726343865
"4212",110,2.25,0.25,1.01,-1,-1,1595.04726343865
"4213",135,2.25,0.25,1.01,-1,-1,1595.04726343865
"4214",160,2.25,0.25,1.01,-1,-1,1595.04726343865
"4215",10,2.5,0.25,1.01,-1,-1,1595.04726343865
"4216",35,2.5,0.25,1.01,-1,-1,1595.04726343865
"4217",60,2.5,0.25,1.01,-1,-1,1595.04726343865
"4218",85,2.5,0.25,1.01,-1,-1,1595.04726343865
"4219",110,2.5,0.25,1.01,-1,-1,1595.04726343865
"4220",135,2.5,0.25,1.01,-1,-1,1595.04726343865
"4221",160,2.5,0.25,1.01,-1,-1,1595.04726343865
"4222",10,0.5,0.5,1.01,-1,-1,1593.96145590171
"4223",35,0.5,0.5,1.01,-1,-1,1593.96192357397
"4224",60,0.5,0.5,1.01,-1,-1,1593.96192357572
"4225",85,0.5,0.5,1.01,-1,-1,1593.96192357572
"4226",110,0.5,0.5,1.01,-1,-1,1593.96192357572
"4227",135,0.5,0.5,1.01,-1,-1,1593.96192357572
"4228",160,0.5,0.5,1.01,-1,-1,1593.96192357572
"4229",10,0.75,0.5,1.01,-1,-1,1593.9619122999
"4230",35,0.75,0.5,1.01,-1,-1,1593.96192357572
"4231",60,0.75,0.5,1.01,-1,-1,1593.96192357572
"4232",85,0.75,0.5,1.01,-1,-1,1593.96192357572
"4233",110,0.75,0.5,1.01,-1,-1,1593.96192357572
"4234",135,0.75,0.5,1.01,-1,-1,1593.96192357572
"4235",160,0.75,0.5,1.01,-1,-1,1593.96192357572
"4236",10,1,0.5,1.01,-1,-1,1593.9619233292
"4237",35,1,0.5,1.01,-1,-1,1593.96192357572
"4238",60,1,0.5,1.01,-1,-1,1593.96192357572
"4239",85,1,0.5,1.01,-1,-1,1593.96192357572
"4240",110,1,0.5,1.01,-1,-1,1593.96192357572
"4241",135,1,0.5,1.01,-1,-1,1593.96192357572
"4242",160,1,0.5,1.01,-1,-1,1593.96192357572
"4243",10,1.25,0.5,1.01,-1,-1,1593.96192357057
"4244",35,1.25,0.5,1.01,-1,-1,1593.96192357572
"4245",60,1.25,0.5,1.01,-1,-1,1593.96192357572
"4246",85,1.25,0.5,1.01,-1,-1,1593.96192357572
"4247",110,1.25,0.5,1.01,-1,-1,1593.96192357572
"4248",135,1.25,0.5,1.01,-1,-1,1593.96192357572
"4249",160,1.25,0.5,1.01,-1,-1,1593.96192357572
"4250",10,1.5,0.5,1.01,-1,-1,1593.96192357561
"4251",35,1.5,0.5,1.01,-1,-1,1593.96192357572
"4252",60,1.5,0.5,1.01,-1,-1,1593.96192357572
"4253",85,1.5,0.5,1.01,-1,-1,1593.96192357572
"4254",110,1.5,0.5,1.01,-1,-1,1593.96192357572
"4255",135,1.5,0.5,1.01,-1,-1,1593.96192357572
"4256",160,1.5,0.5,1.01,-1,-1,1593.96192357572
"4257",10,1.75,0.5,1.01,-1,-1,1593.96192357572
"4258",35,1.75,0.5,1.01,-1,-1,1593.96192357572
"4259",60,1.75,0.5,1.01,-1,-1,1593.96192357572
"4260",85,1.75,0.5,1.01,-1,-1,1593.96192357572
"4261",110,1.75,0.5,1.01,-1,-1,1593.96192357572
"4262",135,1.75,0.5,1.01,-1,-1,1593.96192357572
"4263",160,1.75,0.5,1.01,-1,-1,1593.96192357572
"4264",10,2,0.5,1.01,-1,-1,1593.96192357572
"4265",35,2,0.5,1.01,-1,-1,1593.96192357572
"4266",60,2,0.5,1.01,-1,-1,1593.96192357572
"4267",85,2,0.5,1.01,-1,-1,1593.96192357572
"4268",110,2,0.5,1.01,-1,-1,1593.96192357572
"4269",135,2,0.5,1.01,-1,-1,1593.96192357572
"4270",160,2,0.5,1.01,-1,-1,1593.96192357572
"4271",10,2.25,0.5,1.01,-1,-1,1593.96192357572
"4272",35,2.25,0.5,1.01,-1,-1,1593.96192357572
"4273",60,2.25,0.5,1.01,-1,-1,1593.96192357572
"4274",85,2.25,0.5,1.01,-1,-1,1593.96192357572
"4275",110,2.25,0.5,1.01,-1,-1,1593.96192357572
"4276",135,2.25,0.5,1.01,-1,-1,1593.96192357572
"4277",160,2.25,0.5,1.01,-1,-1,1593.96192357572
"4278",10,2.5,0.5,1.01,-1,-1,1593.96192357572
"4279",35,2.5,0.5,1.01,-1,-1,1593.96192357572
"4280",60,2.5,0.5,1.01,-1,-1,1593.96192357572
"4281",85,2.5,0.5,1.01,-1,-1,1593.96192357572
"4282",110,2.5,0.5,1.01,-1,-1,1593.96192357572
"4283",135,2.5,0.5,1.01,-1,-1,1593.96192357572
"4284",160,2.5,0.5,1.01,-1,-1,1593.96192357572
"4285",10,0.5,0.75,1.01,-1,-1,1592.9386887562
"4286",35,0.5,0.75,1.01,-1,-1,1592.93908848592
"4287",60,0.5,0.75,1.01,-1,-1,1592.93908848742
"4288",85,0.5,0.75,1.01,-1,-1,1592.93908848742
"4289",110,0.5,0.75,1.01,-1,-1,1592.93908848742
"4290",135,0.5,0.75,1.01,-1,-1,1592.93908848742
"4291",160,0.5,0.75,1.01,-1,-1,1592.93908848742
"4292",10,0.75,0.75,1.01,-1,-1,1592.93907884899
"4293",35,0.75,0.75,1.01,-1,-1,1592.93908848742
"4294",60,0.75,0.75,1.01,-1,-1,1592.93908848742
"4295",85,0.75,0.75,1.01,-1,-1,1592.93908848742
"4296",110,0.75,0.75,1.01,-1,-1,1592.93908848742
"4297",135,0.75,0.75,1.01,-1,-1,1592.93908848742
"4298",160,0.75,0.75,1.01,-1,-1,1592.93908848742
"4299",10,1,0.75,1.01,-1,-1,1592.93908827668
"4300",35,1,0.75,1.01,-1,-1,1592.93908848742
"4301",60,1,0.75,1.01,-1,-1,1592.93908848742
"4302",85,1,0.75,1.01,-1,-1,1592.93908848742
"4303",110,1,0.75,1.01,-1,-1,1592.93908848742
"4304",135,1,0.75,1.01,-1,-1,1592.93908848742
"4305",160,1,0.75,1.01,-1,-1,1592.93908848742
"4306",10,1.25,0.75,1.01,-1,-1,1592.93908848301
"4307",35,1.25,0.75,1.01,-1,-1,1592.93908848742
"4308",60,1.25,0.75,1.01,-1,-1,1592.93908848742
"4309",85,1.25,0.75,1.01,-1,-1,1592.93908848742
"4310",110,1.25,0.75,1.01,-1,-1,1592.93908848742
"4311",135,1.25,0.75,1.01,-1,-1,1592.93908848742
"4312",160,1.25,0.75,1.01,-1,-1,1592.93908848742
"4313",10,1.5,0.75,1.01,-1,-1,1592.93908848733
"4314",35,1.5,0.75,1.01,-1,-1,1592.93908848742
"4315",60,1.5,0.75,1.01,-1,-1,1592.93908848742
"4316",85,1.5,0.75,1.01,-1,-1,1592.93908848742
"4317",110,1.5,0.75,1.01,-1,-1,1592.93908848742
"4318",135,1.5,0.75,1.01,-1,-1,1592.93908848742
"4319",160,1.5,0.75,1.01,-1,-1,1592.93908848742
"4320",10,1.75,0.75,1.01,-1,-1,1592.93908848742
"4321",35,1.75,0.75,1.01,-1,-1,1592.93908848742
"4322",60,1.75,0.75,1.01,-1,-1,1592.93908848742
"4323",85,1.75,0.75,1.01,-1,-1,1592.93908848742
"4324",110,1.75,0.75,1.01,-1,-1,1592.93908848742
"4325",135,1.75,0.75,1.01,-1,-1,1592.93908848742
"4326",160,1.75,0.75,1.01,-1,-1,1592.93908848742
"4327",10,2,0.75,1.01,-1,-1,1592.93908848742
"4328",35,2,0.75,1.01,-1,-1,1592.93908848742
"4329",60,2,0.75,1.01,-1,-1,1592.93908848742
"4330",85,2,0.75,1.01,-1,-1,1592.93908848742
"4331",110,2,0.75,1.01,-1,-1,1592.93908848742
"4332",135,2,0.75,1.01,-1,-1,1592.93908848742
"4333",160,2,0.75,1.01,-1,-1,1592.93908848742
"4334",10,2.25,0.75,1.01,-1,-1,1592.93908848742
"4335",35,2.25,0.75,1.01,-1,-1,1592.93908848742
"4336",60,2.25,0.75,1.01,-1,-1,1592.93908848742
"4337",85,2.25,0.75,1.01,-1,-1,1592.93908848742
"4338",110,2.25,0.75,1.01,-1,-1,1592.93908848742
"4339",135,2.25,0.75,1.01,-1,-1,1592.93908848742
"4340",160,2.25,0.75,1.01,-1,-1,1592.93908848742
"4341",10,2.5,0.75,1.01,-1,-1,1592.93908848742
"4342",35,2.5,0.75,1.01,-1,-1,1592.93908848742
"4343",60,2.5,0.75,1.01,-1,-1,1592.93908848742
"4344",85,2.5,0.75,1.01,-1,-1,1592.93908848742
"4345",110,2.5,0.75,1.01,-1,-1,1592.93908848742
"4346",135,2.5,0.75,1.01,-1,-1,1592.93908848742
"4347",160,2.5,0.75,1.01,-1,-1,1592.93908848742
"4348",10,0.5,1,1.01,-1,-1,1592.0018630686
"4349",35,0.5,1,1.01,-1,-1,1592.002199962
"4350",60,0.5,1,1.01,-1,-1,1592.00219996327
"4351",85,0.5,1,1.01,-1,-1,1592.00219996327
"4352",110,0.5,1,1.01,-1,-1,1592.00219996327
"4353",135,0.5,1,1.01,-1,-1,1592.00219996327
"4354",160,0.5,1,1.01,-1,-1,1592.00219996327
"4355",10,0.75,1,1.01,-1,-1,1592.00219183938
"4356",35,0.75,1,1.01,-1,-1,1592.00219996327
"4357",60,0.75,1,1.01,-1,-1,1592.00219996327
"4358",85,0.75,1,1.01,-1,-1,1592.00219996327
"4359",110,0.75,1,1.01,-1,-1,1592.00219996327
"4360",135,0.75,1,1.01,-1,-1,1592.00219996327
"4361",160,0.75,1,1.01,-1,-1,1592.00219996327
"4362",10,1,1,1.01,-1,-1,1592.00219978562
"4363",35,1,1,1.01,-1,-1,1592.00219996327
"4364",60,1,1,1.01,-1,-1,1592.00219996327
"4365",85,1,1,1.01,-1,-1,1592.00219996327
"4366",110,1,1,1.01,-1,-1,1592.00219996327
"4367",135,1,1,1.01,-1,-1,1592.00219996327
"4368",160,1,1,1.01,-1,-1,1592.00219996327
"4369",10,1.25,1,1.01,-1,-1,1592.00219995955
"4370",35,1.25,1,1.01,-1,-1,1592.00219996327
"4371",60,1.25,1,1.01,-1,-1,1592.00219996327
"4372",85,1.25,1,1.01,-1,-1,1592.00219996327
"4373",110,1.25,1,1.01,-1,-1,1592.00219996327
"4374",135,1.25,1,1.01,-1,-1,1592.00219996327
"4375",160,1.25,1,1.01,-1,-1,1592.00219996327
"4376",10,1.5,1,1.01,-1,-1,1592.00219996319
"4377",35,1.5,1,1.01,-1,-1,1592.00219996327
"4378",60,1.5,1,1.01,-1,-1,1592.00219996327
"4379",85,1.5,1,1.01,-1,-1,1592.00219996327
"4380",110,1.5,1,1.01,-1,-1,1592.00219996327
"4381",135,1.5,1,1.01,-1,-1,1592.00219996327
"4382",160,1.5,1,1.01,-1,-1,1592.00219996327
"4383",10,1.75,1,1.01,-1,-1,1592.00219996326
"4384",35,1.75,1,1.01,-1,-1,1592.00219996327
"4385",60,1.75,1,1.01,-1,-1,1592.00219996327
"4386",85,1.75,1,1.01,-1,-1,1592.00219996327
"4387",110,1.75,1,1.01,-1,-1,1592.00219996327
"4388",135,1.75,1,1.01,-1,-1,1592.00219996327
"4389",160,1.75,1,1.01,-1,-1,1592.00219996327
"4390",10,2,1,1.01,-1,-1,1592.00219996327
"4391",35,2,1,1.01,-1,-1,1592.00219996327
"4392",60,2,1,1.01,-1,-1,1592.00219996327
"4393",85,2,1,1.01,-1,-1,1592.00219996327
"4394",110,2,1,1.01,-1,-1,1592.00219996327
"4395",135,2,1,1.01,-1,-1,1592.00219996327
"4396",160,2,1,1.01,-1,-1,1592.00219996327
"4397",10,2.25,1,1.01,-1,-1,1592.00219996327
"4398",35,2.25,1,1.01,-1,-1,1592.00219996327
"4399",60,2.25,1,1.01,-1,-1,1592.00219996327
"4400",85,2.25,1,1.01,-1,-1,1592.00219996327
"4401",110,2.25,1,1.01,-1,-1,1592.00219996327
"4402",135,2.25,1,1.01,-1,-1,1592.00219996327
"4403",160,2.25,1,1.01,-1,-1,1592.00219996327
"4404",10,2.5,1,1.01,-1,-1,1592.00219996327
"4405",35,2.5,1,1.01,-1,-1,1592.00219996327
"4406",60,2.5,1,1.01,-1,-1,1592.00219996327
"4407",85,2.5,1,1.01,-1,-1,1592.00219996327
"4408",110,2.5,1,1.01,-1,-1,1592.00219996327
"4409",135,2.5,1,1.01,-1,-1,1592.00219996327
"4410",160,2.5,1,1.01,-1,-1,1592.00219996327
"4411",10,0.5,0,0.01,0,-1,1345.58027099315
"4412",35,0.5,0,0.01,0,-1,1345.58153916148
"4413",60,0.5,0,0.01,0,-1,1345.58153916621
"4414",85,0.5,0,0.01,0,-1,1345.58153916621
"4415",110,0.5,0,0.01,0,-1,1345.58153916621
"4416",135,0.5,0,0.01,0,-1,1345.58153916621
"4417",160,0.5,0,0.01,0,-1,1345.58153916621
"4418",10,0.75,0,0.01,0,-1,1345.58150847988
"4419",35,0.75,0,0.01,0,-1,1345.58153916621
"4420",60,0.75,0,0.01,0,-1,1345.58153916621
"4421",85,0.75,0,0.01,0,-1,1345.58153916621
"4422",110,0.75,0,0.01,0,-1,1345.58153916621
"4423",135,0.75,0,0.01,0,-1,1345.58153916621
"4424",160,0.75,0,0.01,0,-1,1345.58153916621
"4425",10,1,0,0.01,0,-1,1345.58153849306
"4426",35,1,0,0.01,0,-1,1345.58153916621
"4427",60,1,0,0.01,0,-1,1345.58153916621
"4428",85,1,0,0.01,0,-1,1345.58153916621
"4429",110,1,0,0.01,0,-1,1345.58153916621
"4430",135,1,0,0.01,0,-1,1345.58153916621
"4431",160,1,0,0.01,0,-1,1345.58153916621
"4432",10,1.25,0,0.01,0,-1,1345.58153915212
"4433",35,1.25,0,0.01,0,-1,1345.58153916621
"4434",60,1.25,0,0.01,0,-1,1345.58153916621
"4435",85,1.25,0,0.01,0,-1,1345.58153916621
"4436",110,1.25,0,0.01,0,-1,1345.58153916621
"4437",135,1.25,0,0.01,0,-1,1345.58153916621
"4438",160,1.25,0,0.01,0,-1,1345.58153916621
"4439",10,1.5,0,0.01,0,-1,1345.58153916592
"4440",35,1.5,0,0.01,0,-1,1345.58153916621
"4441",60,1.5,0,0.01,0,-1,1345.58153916621
"4442",85,1.5,0,0.01,0,-1,1345.58153916621
"4443",110,1.5,0,0.01,0,-1,1345.58153916621
"4444",135,1.5,0,0.01,0,-1,1345.58153916621
"4445",160,1.5,0,0.01,0,-1,1345.58153916621
"4446",10,1.75,0,0.01,0,-1,1345.5815391662
"4447",35,1.75,0,0.01,0,-1,1345.58153916621
"4448",60,1.75,0,0.01,0,-1,1345.58153916621
"4449",85,1.75,0,0.01,0,-1,1345.58153916621
"4450",110,1.75,0,0.01,0,-1,1345.58153916621
"4451",135,1.75,0,0.01,0,-1,1345.58153916621
