"","county","year","foi","incidence","previousyear","previnf"
"3859","Marion-Arkansas","2013",0.2547126,1,0,0.1376009
"3865","Marion-Missouri","2007",2.420188e-05,0,0,1
"3866","Marion-Missouri","2008",0.0001892228,0,0,2.420188e-05
"3867","Marion-Missouri","2009",0.07926615,0,0,0.0001892228
"3868","Marion-Missouri","2010",0.08307708,0,0,0.07926615
"3869","Marion-Missouri","2011",0.1332178,0,0,0.08307708
"3870","Marion-Missouri","2012",0.2025775,0,0,0.1332178
"3871","Marion-Missouri","2013",0.3077234,1,0,0.2025775
"3877","Marion-Tennessee","2007",2.155422e-05,0,0,1
"3878","Marion-Tennessee","2008",0.001056587,0,0,2.155422e-05
"3879","Marion-Tennessee","2009",0.004073715,0,0,0.001056587
"3880","Marion-Tennessee","2010",0.01622691,0,0,0.004073715
"3881","Marion-Tennessee","2011",0.201338,0,0,0.01622691
"3882","Marion-Tennessee","2012",0.5953087,1,0,0.201338
"3889","Marquette-Michigan","2007",0.0002246941,0,0,1
"3890","Marquette-Michigan","2008",0.0006482554,0,0,0.0002246941
"3891","Marquette-Michigan","2009",0.002835594,0,0,0.0006482554
"3892","Marquette-Michigan","2010",0.01232316,0,0,0.002835594
"3893","Marquette-Michigan","2011",0.01702595,0,0,0.01232316
"3894","Marquette-Michigan","2012",0.02144956,0,0,0.01702595
"3895","Marquette-Michigan","2013",0.4121619,0,0,0.02144956
"3896","Marquette-Michigan","2014",0.7509807,1,0,0.4121619
"3901","Marshall-Alabama","2007",2.093267e-05,0,0,1
"3902","Marshall-Alabama","2008",0.0008116445,0,0,2.093267e-05
"3903","Marshall-Alabama","2009",0.003160941,0,0,0.0008116445
"3904","Marshall-Alabama","2010",0.01359601,0,0,0.003160941
"3905","Marshall-Alabama","2011",0.1425602,0,0,0.01359601
"3906","Marshall-Alabama","2012",0.3508566,0,0,0.1425602
"3907","Marshall-Alabama","2013",0.5726672,0,0,0.3508566
"3908","Marshall-Alabama","2014",0.6906159,1,0,0.5726672
"3913","Marshall-Tennessee","2007",1.978909e-05,0,0,1
"3914","Marshall-Tennessee","2008",0.0007136452,0,0,1.978909e-05
"3915","Marshall-Tennessee","2009",0.002963949,0,0,0.0007136452
"3916","Marshall-Tennessee","2010",0.02454268,0,0,0.002963949
"3917","Marshall-Tennessee","2011",0.1300735,0,0,0.02454268
"3918","Marshall-Tennessee","2012",0.4533657,0,0,0.1300735
"3919","Marshall-Tennessee","2013",0.7570498,0,0,0.4533657
"3920","Marshall-Tennessee","2014",0.9232863,1,0,0.7570498
"3925","Martin-Indiana","2007",8.719092e-05,0,0,1
"3926","Martin-Indiana","2008",0.00156302,0,0,8.719092e-05
"3927","Martin-Indiana","2009",0.006811996,0,0,0.00156302
"3928","Martin-Indiana","2010",0.2051439,0,0,0.006811996
"3929","Martin-Indiana","2011",0.643897,1,0,0.2051439
"3937","Matane-Quebec","2007",0.007309657,0,0,1
"3938","Matane-Quebec","2008",0.01810617,0,0,0.007309657
"3939","Matane-Quebec","2009",0.02793851,0,0,0.01810617
"3940","Matane-Quebec","2010",0.1052176,0,0,0.02793851
"3941","Matane-Quebec","2011",0.2132449,0,0,0.1052176
"3942","Matane-Quebec","2012",0.4339959,0,0,0.2132449
"3943","Matane-Quebec","2013",0.5986069,1,0,0.4339959
"3949","Maury-Tennessee","2007",1.970327e-05,0,0,1
"3950","Maury-Tennessee","2008",0.0006520295,0,0,1.970327e-05
"3951","Maury-Tennessee","2009",0.002877822,0,0,0.0006520295
"3952","Maury-Tennessee","2010",0.03316883,0,0,0.002877822
"3953","Maury-Tennessee","2011",0.1231812,0,0,0.03316883
"3954","Maury-Tennessee","2012",0.5167501,0,0,0.1231812
"3955","Maury-Tennessee","2013",0.7199682,1,0,0.5167501
"3961","McDonald-Missouri","2007",3.272933e-06,0,0,1
"3962","McDonald-Missouri","2008",3.164618e-05,0,0,3.272933e-06
"3963","McDonald-Missouri","2009",0.003488704,0,0,3.164618e-05
"3964","McDonald-Missouri","2010",0.004108464,0,0,0.003488704
"3965","McDonald-Missouri","2011",0.01372685,0,0,0.004108464
"3966","McDonald-Missouri","2012",0.02321123,0,0,0.01372685
"3967","McDonald-Missouri","2013",0.09804724,0,0,0.02321123
"3968","McDonald-Missouri","2014",0.2824768,0,0,0.09804724
"3969","McDonald-Missouri","2015",0.6230163,1,0,0.2824768
"3973","McDowell-North Carolina","2007",0.0001219803,0,0,1
"3974","McDowell-North Carolina","2008",0.02276042,0,0,0.0001219803
"3975","McDowell-North Carolina","2009",0.09956167,0,0,0.02276042
"3976","McDowell-North Carolina","2010",0.3028937,1,0,0.09956167
"3985","Meade-Kentucky","2007",6.939352e-05,0,0,1
"3986","Meade-Kentucky","2008",0.001850374,0,0,6.939352e-05
"3987","Meade-Kentucky","2009",0.007031796,0,0,0.001850374
"3988","Meade-Kentucky","2010",0.1456145,0,0,0.007031796
"3989","Meade-Kentucky","2011",0.5001049,0,0,0.1456145
"3990","Meade-Kentucky","2012",0.715351,1,0,0.5001049
"3997","Medina-Ohio","2007",0.001802725,0,0,1
"3998","Medina-Ohio","2008",0.01354246,0,0,0.001802725
"3999","Medina-Ohio","2009",0.06775319,0,0,0.01354246
"4000","Medina-Ohio","2010",0.1133326,0,0,0.06775319
"4001","Medina-Ohio","2011",0.5957233,0,0,0.1133326
"4002","Medina-Ohio","2012",0.9477772,1,0,0.5957233
"4009","Meigs-Tennessee","2007",3.713939e-05,0,0,1
"4010","Meigs-Tennessee","2008",0.002437144,0,0,3.713939e-05
"4011","Meigs-Tennessee","2009",0.009621146,0,0,0.002437144
"4012","Meigs-Tennessee","2010",0.03183185,0,0,0.009621146
"4013","Meigs-Tennessee","2011",0.2215225,0,0,0.03183185
"4014","Meigs-Tennessee","2012",0.5709614,1,0,0.2215225
"4021","Mekinac (Part 1 Of)-Quebec","2007",0.04140169,0,0,1
"4022","Mekinac (Part 1 Of)-Quebec","2008",0.1092241,0,0,0.04140169
"4023","Mekinac (Part 1 Of)-Quebec","2009",0.1898216,0,0,0.1092241
"4024","Mekinac (Part 1 Of)-Quebec","2010",0.4851625,1,0,0.1898216
"4033","Memphr̩magog-Quebec","2007",0.1336709,0,0,1
"4034","Memphr̩magog-Quebec","2008",0.3648405,0,0,0.1336709
"4035","Memphr̩magog-Quebec","2009",0.5582109,1,0,0.3648405
"4045","Mercer-North Dakota","2007",0.0001496226,0,0,1
"4046","Mercer-North Dakota","2008",0.0004846806,0,0,0.0001496226
"4047","Mercer-North Dakota","2009",0.002452652,0,0,0.0004846806
"4048","Mercer-North Dakota","2010",0.004944652,0,0,0.002452652
"4049","Mercer-North Dakota","2011",0.008813134,0,0,0.004944652
"4050","Mercer-North Dakota","2012",0.01542555,0,0,0.008813134
"4051","Mercer-North Dakota","2013",0.0366139,0,0,0.01542555
"4052","Mercer-North Dakota","2014",0.09039167,0,0,0.0366139
"4053","Mercer-North Dakota","2015",0.2654095,0,0,0.09039167
"4054","Mercer-North Dakota","2016",0.4762759,0,0,0.2654095
"4055","Mercer-North Dakota","2017",0.8320363,0,0,0.4762759
"4056","Mercer-North Dakota","2018",1,1,0,0.8320363
"4057","Mercer-West Virginia","2007",0.000445183,0,0,1
"4058","Mercer-West Virginia","2008",0.2464833,0,0,0.000445183
"4059","Mercer-West Virginia","2009",0.4787679,1,0,0.2464833
"4069","Merrimack-New Hampshire","2007",0.295988,0,0,1
"4070","Merrimack-New Hampshire","2008",0.6936313,1,0,0.295988
"4081","Middlesex-Massachusetts","2007",0.2520592,0,0,1
"4082","Middlesex-Massachusetts","2008",0.6491001,1,0,0.2520592
"4093","Mifflin-Pennsylvania","2007",0.01459288,0,0,1
"4094","Mifflin-Pennsylvania","2008",0.1556255,1,0,0.01459288
"4105","Miller-Missouri","2007",7.913992e-06,0,0,1
"4106","Miller-Missouri","2008",7.565833e-05,0,0,7.913992e-06
"4107","Miller-Missouri","2009",0.01908279,0,0,7.565833e-05
"4108","Miller-Missouri","2010",0.02095811,0,0,0.01908279
"4109","Miller-Missouri","2011",0.04150601,0,0,0.02095811
"4110","Miller-Missouri","2012",0.1182178,0,0,0.04150601
"4111","Miller-Missouri","2013",0.5358786,0,0,0.1182178
"4112","Miller-Missouri","2014",0.8619259,1,0,0.5358786
"4117","Mineral-West Virginia","2007",0.002829003,0,0,1
"4118","Mineral-West Virginia","2008",0.07807204,0,0,0.002829003
"4119","Mineral-West Virginia","2009",0.3685633,0,0,0.07807204
"4120","Mineral-West Virginia","2010",0.772328,0,0,0.3685633
"4121","Mineral-West Virginia","2011",0.9403474,1,0,0.772328
"4129","Moniteau-Missouri","2007",9.174896e-06,0,0,1
"4130","Moniteau-Missouri","2008",8.130148e-05,0,0,9.174896e-06
"4131","Moniteau-Missouri","2009",0.01919892,0,0,8.130148e-05
"4132","Moniteau-Missouri","2010",0.02102688,0,0,0.01919892
"4133","Moniteau-Missouri","2011",0.04220914,0,0,0.02102688
"4134","Moniteau-Missouri","2012",0.1055411,0,0,0.04220914
"4135","Moniteau-Missouri","2013",0.4741283,0,0,0.1055411
"4136","Moniteau-Missouri","2014",0.8728451,1,0,0.4741283
"4141","Monongalia-West Virginia","2007",0.002338898,0,0,1
"4142","Monongalia-West Virginia","2008",0.05936558,0,0,0.002338898
"4143","Monongalia-West Virginia","2009",0.2729651,0,0,0.05936558
"4144","Monongalia-West Virginia","2010",0.5552267,0,0,0.2729651
"4145","Monongalia-West Virginia","2011",0.8192605,1,0,0.5552267
"4153","Monroe-Illinois","2007",2.044671e-05,0,0,1
"4154","Monroe-Illinois","2008",0.0002461229,0,0,2.044671e-05
"4155","Monroe-Illinois","2009",0.02263975,0,0,0.0002461229
"4156","Monroe-Illinois","2010",0.03260902,0,0,0.02263975
"4157","Monroe-Illinois","2011",0.1172315,0,0,0.03260902
"4158","Monroe-Illinois","2012",0.4556978,1,0,0.1172315
"4165","Monroe-Indiana","2007",0.0001396911,0,0,1
"4166","Monroe-Indiana","2008",0.002206593,0,0,0.0001396911
"4167","Monroe-Indiana","2009",0.009020315,0,0,0.002206593
"4168","Monroe-Indiana","2010",0.1176897,1,0,0.009020315
"4177","Monroe-Pennsylvania","2007",0.117449,0,0,1
"4178","Monroe-Pennsylvania","2008",0.5041087,0,0,0.117449
"4179","Monroe-Pennsylvania","2009",0.8791854,1,0,0.5041087
"4189","Monroe-West Virginia","2007",0.0005415753,0,0,1
"4190","Monroe-West Virginia","2008",0.187776,0,0,0.0005415753
"4191","Monroe-West Virginia","2009",0.4790434,1,0,0.187776
"4201","Monroe-Wisconsin","2007",4.237963e-05,0,0,1
"4202","Monroe-Wisconsin","2008",0.0001673771,0,0,4.237963e-05
"4203","Monroe-Wisconsin","2009",0.00104315,0,0,0.0001673771
"4204","Monroe-Wisconsin","2010",0.00222648,0,0,0.00104315
"4205","Monroe-Wisconsin","2011",0.00445598,0,0,0.00222648
"4206","Monroe-Wisconsin","2012",0.00932681,0,0,0.00445598
"4207","Monroe-Wisconsin","2013",0.04143739,0,0,0.00932681
"4208","Monroe-Wisconsin","2014",0.2027641,0,0,0.04143739
"4209","Monroe-Wisconsin","2015",0.3271997,0,0,0.2027641
"4210","Monroe-Wisconsin","2016",0.9263133,1,0,0.3271997
"4213","Montgomery-New York","2007",0.558235,1,0,1
"4225","Montgomery-North Carolina","2007",0.0005400298,0,0,1
"4226","Montgomery-North Carolina","2008",0.03835028,0,0,0.0005400298
"4227","Montgomery-North Carolina","2009",0.1051239,0,0,0.03835028
"4228","Montgomery-North Carolina","2010",0.2231695,0,0,0.1051239
"4229","Montgomery-North Carolina","2011",0.2572348,0,0,0.2231695
"4230","Montgomery-North Carolina","2012",0.3372888,0,0,0.2572348
"4231","Montgomery-North Carolina","2013",0.3964724,0,0,0.3372888
"4232","Montgomery-North Carolina","2014",0.6384459,0,0,0.3964724
"4233","Montgomery-North Carolina","2015",0.6430718,0,0,0.6384459
"4234","Montgomery-North Carolina","2016",0.7775023,0,0,0.6430718
"4235","Montgomery-North Carolina","2017",0.849791,0,0,0.7775023
"4236","Montgomery-North Carolina","2018",1,1,0,0.849791
"4237","Montgomery-Tennessee","2007",2.697377e-05,0,0,1
"4238","Montgomery-Tennessee","2008",0.0007566834,0,0,2.697377e-05
"4239","Montgomery-Tennessee","2009",0.003799129,0,0,0.0007566834
"4240","Montgomery-Tennessee","2010",0.06038666,1,0,0.003799129
"4249","Montgomery-Virginia","2007",0.0004968718,0,0,1
"4250","Montgomery-Virginia","2008",0.1852403,0,0,0.0004968718
"4251","Montgomery-Virginia","2009",0.4684579,0,0,0.1852403
"4252","Montgomery-Virginia","2010",0.8201365,1,0,0.4684579
"4261","Morgan-Alabama","2007",1.891693e-05,0,0,1
"4262","Morgan-Alabama","2008",0.0006547451,0,0,1.891693e-05
"4263","Morgan-Alabama","2009",0.002687713,0,0,0.0006547451
"4264","Morgan-Alabama","2010",0.01360797,0,0,0.002687713
"4265","Morgan-Alabama","2011",0.1206401,0,0,0.01360797
"4266","Morgan-Alabama","2012",0.3087157,0,0,0.1206401
"4267","Morgan-Alabama","2013",0.5094747,1,0,0.3087157
"4273","Morris-New Jersey","2007",0.1725794,0,0,1
"4274","Morris-New Jersey","2008",0.4852852,1,0,0.1725794
"4285","Neshoba-Mississippi","2007",2.186071e-05,0,0,1
"4286","Neshoba-Mississippi","2008",0.0004711096,0,0,2.186071e-05
"4287","Neshoba-Mississippi","2009",0.002761867,0,0,0.0004711096
"4288","Neshoba-Mississippi","2010",0.009554368,0,0,0.002761867
"4289","Neshoba-Mississippi","2011",0.04049592,0,0,0.009554368
"4290","Neshoba-Mississippi","2012",0.1057547,0,0,0.04049592
"4291","Neshoba-Mississippi","2013",0.7453364,1,0,0.1057547
"4297","New Castle-Delaware","2007",0.05464996,0,0,1
"4298","New Castle-Delaware","2008",0.2397315,0,0,0.05464996
"4299","New Castle-Delaware","2009",0.6450711,0,0,0.2397315
"4300","New Castle-Delaware","2010",0.7691736,0,0,0.6450711
"4301","New Castle-Delaware","2011",0.8531328,1,0,0.7691736
"4309","New London-Connecticut","2007",0.3271918,0,0,1
"4310","New London-Connecticut","2008",0.6694731,0,0,0.3271918
"4311","New London-Connecticut","2009",0.7285868,0,0,0.6694731
"4312","New London-Connecticut","2010",0.8732716,1,0,0.7285868
"4321","Newport-Rhode Island","2007",0.1032584,0,0,1
"4322","Newport-Rhode Island","2008",0.3319211,0,0,0.1032584
"4323","Newport-Rhode Island","2009",0.355697,0,0,0.3319211
"4324","Newport-Rhode Island","2010",0.4509735,0,0,0.355697
"4325","Newport-Rhode Island","2011",0.4617599,0,0,0.4509735
"4326","Newport-Rhode Island","2012",0.7738124,0,0,0.4617599
"4327","Newport-Rhode Island","2013",0.7773629,0,0,0.7738124
"4328","Newport-Rhode Island","2014",0.7779114,0,0,0.7773629
"4329","Newport-Rhode Island","2015",0.7780444,1,0,0.7779114
"4333","Newton-Arkansas","2007",4.583423e-06,0,0,1
"4334","Newton-Arkansas","2008",5.276825e-05,0,0,4.583423e-06
"4335","Newton-Arkansas","2009",0.006672357,0,0,5.276825e-05
"4336","Newton-Arkansas","2010",0.007909862,0,0,0.006672357
"4337","Newton-Arkansas","2011",0.04591601,0,0,0.007909862
"4338","Newton-Arkansas","2012",0.06199725,0,0,0.04591601
"4339","Newton-Arkansas","2013",0.2065,0,0,0.06199725
"4340","Newton-Arkansas","2014",0.6423918,1,0,0.2065
"4345","Newton-Missouri","2007",3.772048e-06,0,0,1
"4346","Newton-Missouri","2008",3.552311e-05,0,0,3.772048e-06
"4347","Newton-Missouri","2009",0.004156209,0,0,3.552311e-05
"4348","Newton-Missouri","2010",0.004849379,0,0,0.004156209
"4349","Newton-Missouri","2011",0.01480518,0,0,0.004849379
"4350","Newton-Missouri","2012",0.02619861,0,0,0.01480518
"4351","Newton-Missouri","2013",0.1231016,0,0,0.02619861
"4352","Newton-Missouri","2014",0.3051501,0,0,0.1231016
"4353","Newton-Missouri","2015",0.7327386,0,0,0.3051501
"4354","Newton-Missouri","2016",0.9028902,0,0,0.7327386
"4355","Newton-Missouri","2017",0.9984824,1,0,0.9028902
"4357","Niagara Regional Municipality-Ontario","2007",0.02011547,0,0,1
"4358","Niagara Regional Municipality-Ontario","2008",0.06140742,0,0,0.02011547
"4359","Niagara Regional Municipality-Ontario","2009",0.3359088,0,0,0.06140742
"4360","Niagara Regional Municipality-Ontario","2010",0.605599,0,0,0.3359088
"4361","Niagara Regional Municipality-Ontario","2011",0.8974159,1,0,0.605599
"4369","Niobrara-Wyoming","2007",6.770955e-06,0,0,1
"4370","Niobrara-Wyoming","2008",2.683833e-05,0,0,6.770955e-06
"4371","Niobrara-Wyoming","2009",0.0002375021,0,0,2.683833e-05
"4372","Niobrara-Wyoming","2010",0.0003904377,0,0,0.0002375021
"4373","Niobrara-Wyoming","2011",0.0008122591,0,0,0.0003904377
"4374","Niobrara-Wyoming","2012",0.001613093,0,0,0.0008122591
"4375","Niobrara-Wyoming","2013",0.00382557,0,0,0.001613093
"4376","Niobrara-Wyoming","2014",0.007966197,0,0,0.00382557
"4377","Niobrara-Wyoming","2015",0.01534071,0,0,0.007966197
"4378","Niobrara-Wyoming","2016",0.02766327,0,0,0.01534071
"4379","Niobrara-Wyoming","2017",0.9891349,0,0,0.02766327
"4380","Niobrara-Wyoming","2018",1,1,0,0.9891349
"4381","Nipissing District (Part 1 Of)-Ontario","2007",0.03310985,0,0,1
"4382","Nipissing District (Part 1 Of)-Ontario","2008",0.0760653,0,0,0.03310985
"4383","Nipissing District (Part 1 Of)-Ontario","2009",0.4126708,0,0,0.0760653
"4384","Nipissing District (Part 1 Of)-Ontario","2010",0.7650325,1,0,0.4126708
"4393","Nord-Du-Quebec (Part 1 Of)-Quebec","2007",0.0272745,0,0,1
"4394","Nord-Du-Quebec (Part 1 Of)-Quebec","2008",0.06538956,0,0,0.0272745
"4395","Nord-Du-Quebec (Part 1 Of)-Quebec","2009",0.1835669,0,0,0.06538956
"4396","Nord-Du-Quebec (Part 1 Of)-Quebec","2010",0.5689875,1,0,0.1835669
"4405","Nord-Du-Quebec (Part 2 Of)-Quebec","2007",0.02948442,0,0,1
"4406","Nord-Du-Quebec (Part 2 Of)-Quebec","2008",0.07174755,0,0,0.02948442
"4407","Nord-Du-Quebec (Part 2 Of)-Quebec","2009",0.1455195,0,0,0.07174755
"4408","Nord-Du-Quebec (Part 2 Of)-Quebec","2010",0.659254,0,0,0.1455195
"4409","Nord-Du-Quebec (Part 2 Of)-Quebec","2011",0.8636488,0,0,0.659254
"4410","Nord-Du-Quebec (Part 2 Of)-Quebec","2012",0.8926326,1,0,0.8636488
"4417","Norfolk-Massachusetts","2007",0.2144604,0,0,1
"4418","Norfolk-Massachusetts","2008",0.5761309,1,0,0.2144604
"4429","Northumberland-New Brunswick","2007",0.003747237,0,0,1
"4430","Northumberland-New Brunswick","2008",0.009421029,0,0,0.003747237
"4431","Northumberland-New Brunswick","2009",0.01383896,0,0,0.009421029
"4432","Northumberland-New Brunswick","2010",0.1237035,0,0,0.01383896
"4433","Northumberland-New Brunswick","2011",0.2848547,0,0,0.1237035
"4434","Northumberland-New Brunswick","2012",0.4090853,1,0,0.2848547
"4441","Northumberland-Pennsylvania","2007",0.0340698,0,0,1
"4442","Northumberland-Pennsylvania","2008",0.2266006,0,0,0.0340698
"4443","Northumberland-Pennsylvania","2009",0.7284636,1,0,0.2266006
"4453","Oconee-South Carolina","2007",6.560664e-05,0,0,1
"4454","Oconee-South Carolina","2008",0.005794672,0,0,6.560664e-05
"4455","Oconee-South Carolina","2009",0.02285439,0,0,0.005794672
"4456","Oconee-South Carolina","2010",0.1168667,0,0,0.02285439
"4457","Oconee-South Carolina","2011",0.1949228,0,0,0.1168667
"4458","Oconee-South Carolina","2012",0.4504433,0,0,0.1949228
"4459","Oconee-South Carolina","2013",0.7034623,1,0,0.4504433
"4465","Olmsted-Minnesota","2007",2.486808e-05,0,0,1
"4466","Olmsted-Minnesota","2008",9.874543e-05,0,0,2.486808e-05
"4467","Olmsted-Minnesota","2009",0.0008126299,0,0,9.874543e-05
"4468","Olmsted-Minnesota","2010",0.001516304,0,0,0.0008126299
"4469","Olmsted-Minnesota","2011",0.003028435,0,0,0.001516304
"4470","Olmsted-Minnesota","2012",0.006183864,0,0,0.003028435
"4471","Olmsted-Minnesota","2013",0.02289838,0,0,0.006183864
"4472","Olmsted-Minnesota","2014",0.07925717,0,0,0.02289838
"4473","Olmsted-Minnesota","2015",0.2260325,0,0,0.07925717
"4474","Olmsted-Minnesota","2016",0.6927902,1,0,0.2260325
"4477","Onondaga-New York","2007",0.2787528,0,0,1
"4478","Onondaga-New York","2008",0.5232917,1,0,0.2787528
"4489","Ontonagon-Michigan","2007",0.0001160242,0,0,1
"4490","Ontonagon-Michigan","2008",0.0003428717,0,0,0.0001160242
"4491","Ontonagon-Michigan","2009",0.001442518,0,0,0.0003428717
"4492","Ontonagon-Michigan","2010",0.0053868,0,0,0.001442518
"4493","Ontonagon-Michigan","2011",0.007680935,0,0,0.0053868
"4494","Ontonagon-Michigan","2012",0.01032485,0,0,0.007680935
"4495","Ontonagon-Michigan","2013",0.07826183,1,0,0.01032485
"4501","Orange-Indiana","2007",7.927888e-05,0,0,1
"4502","Orange-Indiana","2008",0.001608747,0,0,7.927888e-05
"4503","Orange-Indiana","2009",0.006449384,0,0,0.001608747
"4504","Orange-Indiana","2010",0.2657556,0,0,0.006449384
"4505","Orange-Indiana","2011",0.6375643,1,0,0.2657556
"4513","Orange-New York","2007",0.3624946,0,0,1
"4514","Orange-New York","2008",0.704823,0,0,0.3624946
"4515","Orange-New York","2009",0.8546274,1,0,0.704823
"4525","Orange-Vermont","2007",0.2156705,1,0,1
"4537","Oregon-Missouri","2007",1.049469e-05,0,0,1
"4538","Oregon-Missouri","2008",0.0001384968,0,0,1.049469e-05
"4539","Oregon-Missouri","2009",0.07683602,0,0,0.0001384968
"4540","Oregon-Missouri","2010",0.08190296,0,0,0.07683602
"4541","Oregon-Missouri","2011",0.1348053,0,0,0.08190296
"4542","Oregon-Missouri","2012",0.2177895,0,0,0.1348053
"4543","Oregon-Missouri","2013",0.4716996,0,0,0.2177895
"4544","Oregon-Missouri","2014",0.7468962,1,0,0.4716996
"4549","Ottawa-Oklahoma","2007",3.922261e-06,0,0,1
"4550","Ottawa-Oklahoma","2008",3.572332e-05,0,0,3.922261e-06
"4551","Ottawa-Oklahoma","2009",0.003421709,0,0,3.572332e-05
"4552","Ottawa-Oklahoma","2010",0.004070637,0,0,0.003421709
"4553","Ottawa-Oklahoma","2011",0.01224458,0,0,0.004070637
"4554","Ottawa-Oklahoma","2012",0.02210847,0,0,0.01224458
"4555","Ottawa-Oklahoma","2013",0.09533479,0,0,0.02210847
"4556","Ottawa-Oklahoma","2014",0.2423553,0,0,0.09533479
"4557","Ottawa-Oklahoma","2015",0.5878781,0,0,0.2423553
"4558","Ottawa-Oklahoma","2016",0.7241085,1,0,0.5878781
"4561","Overton-Tennessee","2007",3.652168e-05,0,0,1
"4562","Overton-Tennessee","2008",0.0019986,0,0,3.652168e-05
"4563","Overton-Tennessee","2009",0.007603634,0,0,0.0019986
"4564","Overton-Tennessee","2010",0.02860646,0,0,0.007603634
"4565","Overton-Tennessee","2011",0.1637812,0,0,0.02860646
"4566","Overton-Tennessee","2012",0.5992291,1,0,0.1637812
"4573","Oxford-Maine","2007",0.1323831,0,0,1
"4574","Oxford-Maine","2008",0.3785549,0,0,0.1323831
"4575","Oxford-Maine","2009",0.6809584,0,0,0.3785549
"4576","Oxford-Maine","2010",0.8054816,1,0,0.6809584
"4585","Ozark-Missouri","2007",5.348778e-06,0,0,1
"4586","Ozark-Missouri","2008",6.246729e-05,0,0,5.348778e-06
"4587","Ozark-Missouri","2009",0.01991976,0,0,6.246729e-05
"4588","Ozark-Missouri","2010",0.02167383,0,0,0.01991976
"4589","Ozark-Missouri","2011",0.09981426,0,0,0.02167383
