"","county","year","foi","incidence","previousyear","previnf"
"1191","Cole-Missouri","2009",0.0224489381037554,0,0,8.61847678229216e-05
"1192","Cole-Missouri","2010",0.024542687441942,0,0,0.0224489381037554
"1193","Cole-Missouri","2011",0.0499892981388714,0,0,0.024542687441942
"1194","Cole-Missouri","2012",0.138087480362289,0,0,0.0499892981388714
"1195","Cole-Missouri","2013",0.384082387369928,1,0,0.138087480362289
"1201","Collingsworth-Texas","2007",1.51693001897091e-06,0,0,1
"1202","Collingsworth-Texas","2008",1.08771129910076e-05,0,0,1.51693001897091e-06
"1203","Collingsworth-Texas","2009",0.000240622507066143,0,0,1.08771129910076e-05
"1204","Collingsworth-Texas","2010",0.000351530885199048,0,0,0.000240622507066143
"1205","Collingsworth-Texas","2011",0.000948143529478305,0,0,0.000351530885199048
"1206","Collingsworth-Texas","2012",0.00192003281715772,0,0,0.000948143529478305
"1207","Collingsworth-Texas","2013",0.00528805196789417,0,0,0.00192003281715772
"1208","Collingsworth-Texas","2014",0.0127963870819518,0,0,0.00528805196789417
"1209","Collingsworth-Texas","2015",0.0206686355371406,0,0,0.0127963870819518
"1210","Collingsworth-Texas","2016",0.568961636868236,1,0,0.0206686355371406
"1213","Columbia-New York","2007",0.589348576890121,1,0,1
"1225","Columbia-Pennsylvania","2007",0.0454388029836044,0,0,1
"1226","Columbia-Pennsylvania","2008",0.282128597577451,0,0,0.0454388029836044
"1227","Columbia-Pennsylvania","2009",0.811802593611227,1,0,0.282128597577451
"1237","Columbia-Wisconsin","2007",8.57253041676888e-05,0,0,1
"1238","Columbia-Wisconsin","2008",0.000357835506078472,0,0,8.57253041676888e-05
"1239","Columbia-Wisconsin","2009",0.00198025566958651,0,0,0.000357835506078472
"1240","Columbia-Wisconsin","2010",0.00453379226437872,0,0,0.00198025566958651
"1241","Columbia-Wisconsin","2011",0.00945274018451709,0,0,0.00453379226437872
"1242","Columbia-Wisconsin","2012",0.0212971895360426,0,0,0.00945274018451709
"1243","Columbia-Wisconsin","2013",0.0586359785742201,0,0,0.0212971895360426
"1244","Columbia-Wisconsin","2014",0.323153951954306,0,0,0.0586359785742201
"1245","Columbia-Wisconsin","2015",0.516948903897238,0,0,0.323153951954306
"1246","Columbia-Wisconsin","2016",0.979711040210086,1,0,0.516948903897238
"1249","Comal-Texas","2007",5.25299023915566e-07,0,0,1
"1250","Comal-Texas","2008",4.83291209086411e-06,0,0,5.25299023915566e-07
"1251","Comal-Texas","2009",5.09723960886629e-05,0,0,4.83291209086411e-06
"1252","Comal-Texas","2010",9.42701136987541e-05,0,0,5.09723960886629e-05
"1253","Comal-Texas","2011",0.000267918067638555,0,0,9.42701136987541e-05
"1254","Comal-Texas","2012",0.000578193962826132,0,0,0.000267918067638555
"1255","Comal-Texas","2013",0.00137666239442341,0,0,0.000578193962826132
"1256","Comal-Texas","2014",0.00293572656454775,0,0,0.00137666239442341
"1257","Comal-Texas","2015",0.00388263848016249,0,0,0.00293572656454775
"1258","Comal-Texas","2016",0.0100366467688841,0,0,0.00388263848016249
"1259","Comal-Texas","2017",0.358233807488351,0,0,0.0100366467688841
"1260","Comal-Texas","2018",1,1,0,0.358233807488351
"1261","Comanche-Kansas","2007",2.4906195869297e-06,0,0,1
"1262","Comanche-Kansas","2008",1.65452285767751e-05,0,0,2.4906195869297e-06
"1263","Comanche-Kansas","2009",0.000502790655956586,0,0,1.65452285767751e-05
"1264","Comanche-Kansas","2010",0.000681507236897098,0,0,0.000502790655956586
"1265","Comanche-Kansas","2011",0.00172420558859791,0,0,0.000681507236897098
"1266","Comanche-Kansas","2012",0.00351887331352395,0,0,0.00172420558859791
"1267","Comanche-Kansas","2013",0.0111670541407567,0,0,0.00351887331352395
"1268","Comanche-Kansas","2014",0.0251032240308332,0,0,0.0111670541407567
"1269","Comanche-Kansas","2015",0.0425730809038416,0,0,0.0251032240308332
"1270","Comanche-Kansas","2016",0.0816292729937424,0,0,0.0425730809038416
"1271","Comanche-Kansas","2017",0.816207575651364,1,0,0.0816292729937424
"1273","Cooper-Missouri","2007",1.12003955763641e-05,0,0,1
"1274","Cooper-Missouri","2008",9.43474031171643e-05,0,0,1.12003955763641e-05
"1275","Cooper-Missouri","2009",0.020463159348343,0,0,9.43474031171643e-05
"1276","Cooper-Missouri","2010",0.0224282693504866,0,0,0.020463159348343
"1277","Cooper-Missouri","2011",0.0443391789513602,0,0,0.0224282693504866
"1278","Cooper-Missouri","2012",0.102014164287308,0,0,0.0443391789513602
"1279","Cooper-Missouri","2013",0.436433997332439,0,0,0.102014164287308
"1280","Cooper-Missouri","2014",0.852141049106035,1,0,0.436433997332439
"1285","Coos-New Hampshire","2007",0.139883231623132,0,0,0.999999999999999
"1286","Coos-New Hampshire","2008",0.389404812903748,0,0,0.139883231623132
"1287","Coos-New Hampshire","2009",0.526456408843895,1,0,0.389404812903748
"1297","Cottle-Texas","2007",9.95483179884662e-07,0,0,1
"1298","Cottle-Texas","2008",7.41323577558715e-06,0,0,9.95483179884662e-07
"1299","Cottle-Texas","2009",0.000147267638141978,0,0,7.41323577558715e-06
"1300","Cottle-Texas","2010",0.000221755418719688,0,0,0.000147267638141978
"1301","Cottle-Texas","2011",0.000608687318090897,0,0,0.000221755418719688
"1302","Cottle-Texas","2012",0.00123576622112231,0,0,0.000608687318090897
"1303","Cottle-Texas","2013",0.00327230931901576,0,0,0.00123576622112231
"1304","Cottle-Texas","2014",0.00805694104441231,0,0,0.00327230931901576
"1305","Cottle-Texas","2015",0.0126423438325386,0,0,0.00805694104441231
"1306","Cottle-Texas","2016",0.705792480259211,1,0,0.0126423438325386
"1309","Craig-Virginia","2007",0.000588038437033289,0,0,1
"1310","Craig-Virginia","2008",0.145030292689745,0,0,0.000588038437033289
"1311","Craig-Virginia","2009",0.391811441845356,1,0,0.145030292689745
"1321","Crawford-Arkansas","2007",3.45272525727212e-06,0,0,1
"1322","Crawford-Arkansas","2008",3.67560655011525e-05,0,0,3.45272525727212e-06
"1323","Crawford-Arkansas","2009",0.00287126520586241,0,0,3.67560655011525e-05
"1324","Crawford-Arkansas","2010",0.00358528374851192,0,0,0.00287126520586241
"1325","Crawford-Arkansas","2011",0.0147027449438814,0,0,0.00358528374851192
"1326","Crawford-Arkansas","2012",0.0231826821252621,0,0,0.0147027449438814
"1327","Crawford-Arkansas","2013",0.0753191352522859,0,0,0.0231826821252621
"1328","Crawford-Arkansas","2014",0.422201037388728,0,0,0.0753191352522859
"1329","Crawford-Arkansas","2015",0.704526083330345,0,0,0.422201037388728
"1330","Crawford-Arkansas","2016",0.847186441524416,1,0,0.704526083330345
"1333","Crawford-Indiana","2007",7.37738106970735e-05,0,0,1
"1334","Crawford-Indiana","2008",0.00165908169127348,0,0,7.37738106970735e-05
"1335","Crawford-Indiana","2009",0.00656593905416237,0,0,0.00165908169127348
"1336","Crawford-Indiana","2010",0.113536639675941,1,0,0.00656593905416237
"1345","Crawford-Missouri","2007",1.10795786783123e-05,0,0,1
"1346","Crawford-Missouri","2008",0.000123155901401151,0,0,1.10795786783123e-05
"1347","Crawford-Missouri","2009",0.0359135758405671,0,0,0.000123155901401151
"1348","Crawford-Missouri","2010",0.0399639376568022,0,0,0.0359135758405671
"1349","Crawford-Missouri","2011",0.0794875972714261,0,0,0.0399639376568022
"1350","Crawford-Missouri","2012",0.312556301571118,1,0,0.0794875972714261
"1357","Crawford-Wisconsin","2007",3.52514160965926e-05,0,0,1
"1358","Crawford-Wisconsin","2008",0.000153933514622737,0,0,3.52514160965926e-05
"1359","Crawford-Wisconsin","2009",0.00134977293649406,0,0,0.000153933514622737
"1360","Crawford-Wisconsin","2010",0.00255143287171499,0,0,0.00134977293649406
"1361","Crawford-Wisconsin","2011",0.00536524898562001,0,0,0.00255143287171499
"1362","Crawford-Wisconsin","2012",0.0124619141364707,0,0,0.00536524898562001
"1363","Crawford-Wisconsin","2013",0.112192063643383,0,0,0.0124619141364707
"1364","Crawford-Wisconsin","2014",0.296658671968593,1,0,0.112192063643383
"1369","Cumberland-Nova Scotia","2007",0.0014455787377376,0,0,1
"1370","Cumberland-Nova Scotia","2008",0.00362946409357167,0,0,0.0014455787377376
"1371","Cumberland-Nova Scotia","2009",0.00495618127395143,0,0,0.00362946409357167
"1372","Cumberland-Nova Scotia","2010",0.367275703026043,0,0,0.00495618127395143
"1373","Cumberland-Nova Scotia","2011",0.63923740876166,1,0,0.367275703026043
"1381","Cumberland-Pennsylvania","2007",0.0167625578453441,0,0,1
"1382","Cumberland-Pennsylvania","2008",0.181767445625407,0,0,0.0167625578453441
"1383","Cumberland-Pennsylvania","2009",0.529970583964934,0,0,0.181767445625407
"1384","Cumberland-Pennsylvania","2010",0.713038964967886,0,0,0.529970583964934
"1385","Cumberland-Pennsylvania","2011",0.893443004173545,0,0,0.713038964967886
"1386","Cumberland-Pennsylvania","2012",0.989556824751055,1,0,0.893443004173545
"1393","Cumberland-Tennessee","2007",3.76409178687655e-05,0,0,1
"1394","Cumberland-Tennessee","2008",0.00234925594449605,0,0,3.76409178687655e-05
"1395","Cumberland-Tennessee","2009",0.00915302651967529,0,0,0.00234925594449605
"1396","Cumberland-Tennessee","2010",0.0305293507584847,0,0,0.00915302651967529
"1397","Cumberland-Tennessee","2011",0.158738678682316,1,0,0.0305293507584847
"1405","Custer-South Dakota","2007",1.07040027333549e-05,0,0,0.999999999999999
"1406","Custer-South Dakota","2008",4.14469727590741e-05,0,0,1.07040027333549e-05
"1407","Custer-South Dakota","2009",0.000355199594538635,0,0,4.14469727590741e-05
"1408","Custer-South Dakota","2010",0.000590603665167663,0,0,0.000355199594538635
"1409","Custer-South Dakota","2011",0.00120941434792914,0,0,0.000590603665167663
"1410","Custer-South Dakota","2012",0.00238157269205761,0,0,0.00120941434792914
"1411","Custer-South Dakota","2013",0.00564967870790206,0,0,0.00238157269205761
"1412","Custer-South Dakota","2014",0.0119759030922955,0,0,0.00564967870790206
"1413","Custer-South Dakota","2015",0.024633152136161,0,0,0.0119759030922955
"1414","Custer-South Dakota","2016",0.0458233496467512,0,0,0.024633152136161
"1415","Custer-South Dakota","2017",0.480880919332711,1,0,0.0458233496467512
"1417","Cuyahoga-Ohio","2007",0.00244769018795046,0,0,1
"1418","Cuyahoga-Ohio","2008",0.0155834324145475,0,0,0.00244769018795046
"1419","Cuyahoga-Ohio","2009",0.0817392314608422,0,0,0.0155834324145475
"1420","Cuyahoga-Ohio","2010",0.132095313630199,0,0,0.0817392314608422
"1421","Cuyahoga-Ohio","2011",0.627059878100552,1,0,0.132095313630199
"1429","Dade-Georgia","2007",2.13261547969387e-05,0,0,1
"1430","Dade-Georgia","2008",0.00105318747054797,0,0,2.13261547969387e-05
"1431","Dade-Georgia","2009",0.00404143505349471,0,0,0.00105318747054797
"1432","Dade-Georgia","2010",0.0152920446335392,0,0,0.00404143505349471
"1433","Dade-Georgia","2011",0.173209377170548,0,0,0.0152920446335392
"1434","Dade-Georgia","2012",0.519802048443946,1,0,0.173209377170548
"1441","Dade-Missouri","2007",4.99949786737839e-06,0,0,0.999999999999999
"1442","Dade-Missouri","2008",4.64826444406847e-05,0,0,4.99949786737839e-06
"1443","Dade-Missouri","2009",0.00710043609802829,0,0,4.64826444406847e-05
"1444","Dade-Missouri","2010",0.00806149055488066,0,0,0.00710043609802829
"1445","Dade-Missouri","2011",0.0205817294091168,0,0,0.00806149055488066
"1446","Dade-Missouri","2012",0.0402159933130372,0,0,0.0205817294091168
"1447","Dade-Missouri","2013",0.259528320964065,0,0,0.0402159933130372
"1448","Dade-Missouri","2014",0.495405904209932,0,0,0.259528320964065
"1449","Dade-Missouri","2015",0.843150940967941,1,0,0.495405904209932
"1453","Dakota-Minnesota","2007",1.93982950122897e-05,0,0,1
"1454","Dakota-Minnesota","2008",7.19788918281851e-05,0,0,1.93982950122897e-05
"1455","Dakota-Minnesota","2009",0.00050036856939137,0,0,7.19788918281851e-05
"1456","Dakota-Minnesota","2010",0.000990344998712225,0,0,0.00050036856939137
"1457","Dakota-Minnesota","2011",0.00189924427735668,0,0,0.000990344998712225
"1458","Dakota-Minnesota","2012",0.00365050685743486,0,0,0.00189924427735668
"1459","Dakota-Minnesota","2013",0.0124120261074664,0,0,0.00365050685743486
"1460","Dakota-Minnesota","2014",0.0380382354817304,0,0,0.0124120261074664
"1461","Dakota-Minnesota","2015",0.287641627174415,0,0,0.0380382354817304
"1462","Dakota-Minnesota","2016",0.877031132425301,1,0,0.287641627174415
"1465","Dallas-Missouri","2007",5.74939631964354e-06,0,0,1
"1466","Dallas-Missouri","2008",5.59376930334812e-05,0,0,5.74939631964354e-06
"1467","Dallas-Missouri","2009",0.0129218810141255,0,0,5.59376930334812e-05
"1468","Dallas-Missouri","2010",0.0142409691448622,0,0,0.0129218810141255
"1469","Dallas-Missouri","2011",0.0303068268927353,0,0,0.0142409691448622
"1470","Dallas-Missouri","2012",0.0669794381701947,0,0,0.0303068268927353
"1471","Dallas-Missouri","2013",0.381059893246149,1,0,0.0669794381701947
"1477","Dane-Wisconsin","2007",7.64005937376131e-05,0,0,1
"1478","Dane-Wisconsin","2008",0.000341174640097485,0,0,7.64005937376131e-05
"1479","Dane-Wisconsin","2009",0.0021424129946381,0,0,0.000341174640097485
"1480","Dane-Wisconsin","2010",0.00476554121671882,0,0,0.0021424129946381
"1481","Dane-Wisconsin","2011",0.0103373074111839,0,0,0.00476554121671882
"1482","Dane-Wisconsin","2012",0.0263108983615009,0,0,0.0103373074111839
"1483","Dane-Wisconsin","2013",0.0700857827552033,0,0,0.0263108983615009
"1484","Dane-Wisconsin","2014",0.250020528350232,1,0,0.0700857827552033
"1489","Daviess-Kentucky","2007",6.5937639607253e-05,0,0,1
"1490","Daviess-Kentucky","2008",0.00152981117793076,0,0,6.5937639607253e-05
"1491","Daviess-Kentucky","2009",0.00716164484708499,0,0,0.00152981117793076
"1492","Daviess-Kentucky","2010",0.119543923609611,0,0,0.00716164484708499
"1493","Daviess-Kentucky","2011",0.35729737945617,0,0,0.119543923609611
"1494","Daviess-Kentucky","2012",0.700993807317432,0,0,0.35729737945617
"1495","Daviess-Kentucky","2013",0.854191562749261,1,0,0.700993807317432
"1501","Dawson-Georgia","2007",4.10567237507734e-05,0,0,1
"1502","Dawson-Georgia","2008",0.00260224178094657,0,0,4.10567237507734e-05
"1503","Dawson-Georgia","2009",0.00996422566878088,0,0,0.00260224178094657
"1504","Dawson-Georgia","2010",0.0368449987620341,0,0,0.00996422566878088
"1505","Dawson-Georgia","2011",0.112020623381672,0,0,0.0368449987620341
"1506","Dawson-Georgia","2012",0.364643889940262,0,0,0.112020623381672
"1507","Dawson-Georgia","2013",0.739836320574887,0,0,0.364643889940262
"1508","Dawson-Georgia","2014",0.785591962616767,0,0,0.739836320574887
"1509","Dawson-Georgia","2015",0.823376581697854,1,0,0.785591962616767
"1513","DeKalb-Alabama","2007",2.17087162446437e-05,0,0,1
"1514","DeKalb-Alabama","2008",0.000951331073311415,0,0,2.17087162446437e-05
"1515","DeKalb-Alabama","2009",0.00363402391278209,0,0,0.000951331073311415
"1516","DeKalb-Alabama","2010",0.0141660380635183,0,0,0.00363402391278209
"1517","DeKalb-Alabama","2011",0.159430360232285,0,0,0.0141660380635183
"1518","DeKalb-Alabama","2012",0.429713239311553,0,0,0.159430360232285
"1519","DeKalb-Alabama","2013",0.62948361678204,0,0,0.429713239311553
"1520","DeKalb-Alabama","2014",0.785499924179714,0,0,0.62948361678204
"1521","DeKalb-Alabama","2015",0.889011971715599,1,0,0.785499924179714
"1525","DeKalb-Tennessee","2007",2.55434194603161e-05,0,0,1
"1526","DeKalb-Tennessee","2008",0.00118596771397571,0,0,2.55434194603161e-05
"1527","DeKalb-Tennessee","2009",0.00456694502627264,0,0,0.00118596771397571
"1528","DeKalb-Tennessee","2010",0.0229653480763261,0,0,0.00456694502627264
"1529","DeKalb-Tennessee","2011",0.147147365803888,0,0,0.0229653480763261
"1530","DeKalb-Tennessee","2012",0.630449728072626,0,0,0.147147365803888
"1531","DeKalb-Tennessee","2013",0.86908913284409,1,0,0.630449728072626
"1537","Delaware-Oklahoma","2007",3.51179739536394e-06,0,0,1
"1538","Delaware-Oklahoma","2008",3.32585026360426e-05,0,0,3.51179739536394e-06
"1539","Delaware-Oklahoma","2009",0.00293604030101199,0,0,3.32585026360426e-05
"1540","Delaware-Oklahoma","2010",0.00354390721806961,0,0,0.00293604030101199
"1541","Delaware-Oklahoma","2011",0.0117596969786443,0,0,0.00354390721806961
"1542","Delaware-Oklahoma","2012",0.0202329944649593,0,0,0.0117596969786443
"1543","Delaware-Oklahoma","2013",0.0783227206382335,0,0,0.0202329944649593
"1544","Delaware-Oklahoma","2014",0.238303656582492,0,0,0.0783227206382335
"1545","Delaware-Oklahoma","2015",0.649217644866901,0,0,0.238303656582492
"1546","Delaware-Oklahoma","2016",0.811390381017231,1,0,0.649217644866901
"1549","Delta-Michigan","2007",0.000320546353443867,0,0,1
"1550","Delta-Michigan","2008",0.000941196083910896,0,0,0.000320546353443867
"1551","Delta-Michigan","2009",0.00417386428907883,0,0,0.000941196083910896
"1552","Delta-Michigan","2010",0.0157903755703662,0,0,0.00417386428907883
"1553","Delta-Michigan","2011",0.02305405084828,0,0,0.0157903755703662
"1554","Delta-Michigan","2012",0.029186044092164,0,0,0.02305405084828
"1555","Delta-Michigan","2013",0.321994057593745,0,0,0.029186044092164
"1556","Delta-Michigan","2014",0.857627661373053,1,0,0.321994057593745
"1561","Dent-Missouri","2007",9.50898851681336e-06,0,0,1
"1562","Dent-Missouri","2008",0.000109398385514874,0,0,9.50898851681336e-06
"1563","Dent-Missouri","2009",0.0647938898206167,0,0,0.000109398385514874
"1564","Dent-Missouri","2010",0.0684286445867952,0,0,0.0647938898206167
"1565","Dent-Missouri","2011",0.101177926500242,0,0,0.0684286445867952
"1566","Dent-Missouri","2012",0.292714630357257,0,0,0.101177926500242
"1567","Dent-Missouri","2013",0.514429234951801,1,0,0.292714630357257
"1573","Des Moines-Iowa","2007",6.80122222378689e-05,0,0,1
"1574","Des Moines-Iowa","2008",0.000441339291723077,0,0,6.80122222378689e-05
"1575","Des Moines-Iowa","2009",0.0292184937658078,0,0,0.000441339291723077
"1576","Des Moines-Iowa","2010",0.0358914221002798,0,0,0.0292184937658078
"1577","Des Moines-Iowa","2011",0.0699692618043102,0,0,0.0358914221002798
"1578","Des Moines-Iowa","2012",0.138683318704081,0,0,0.0699692618043102
"1579","Des Moines-Iowa","2013",0.264033451859809,0,0,0.138683318704081
"1580","Des Moines-Iowa","2014",0.708707735881068,1,0,0.264033451859809
"1585","Desjardins-Quebec","2007",0.0220077376476643,0,0,1
"1586","Desjardins-Quebec","2008",0.0572110005072729,0,0,0.0220077376476643
"1587","Desjardins-Quebec","2009",0.102079483966839,0,0,0.0572110005072729
"1588","Desjardins-Quebec","2010",0.438218723656471,0,0,0.102079483966839
"1589","Desjardins-Quebec","2011",0.915414771708111,1,0,0.438218723656471
"1597","Dickinson-Michigan","2007",0.000244416405086064,0,0,1
"1598","Dickinson-Michigan","2008",0.000731467854570709,0,0,0.000244416405086064
"1599","Dickinson-Michigan","2009",0.0031427939784008,0,0,0.000731467854570709
"1600","Dickinson-Michigan","2010",0.011474529890635,0,0,0.0031427939784008
"1601","Dickinson-Michigan","2011",0.0168233397625628,0,0,0.011474529890635
"1602","Dickinson-Michigan","2012",0.022164467628933,0,0,0.0168233397625628
"1603","Dickinson-Michigan","2013",0.180992304156118,1,0,0.022164467628933
"1609","Dickson-Tennessee","2007",2.29334864621489e-05,0,0,1
"1610","Dickson-Tennessee","2008",0.000676713447598666,0,0,2.29334864621489e-05
"1611","Dickson-Tennessee","2009",0.00330998615101152,0,0,0.000676713447598666
"1612","Dickson-Tennessee","2010",0.100062223524507,0,0,0.00330998615101152
"1613","Dickson-Tennessee","2011",0.198970647520776,0,0,0.100062223524507
"1614","Dickson-Tennessee","2012",0.576366700494279,1,0,0.198970647520776
"1621","Digby-Nova Scotia","2007",0.00932113760854421,0,0,1
"1622","Digby-Nova Scotia","2008",0.024101333489173,0,0,0.00932113760854421
"1623","Digby-Nova Scotia","2009",0.0315702626954036,0,0,0.024101333489173
"1624","Digby-Nova Scotia","2010",0.333674674441447,0,0,0.0315702626954036
"1625","Digby-Nova Scotia","2011",0.570685344719981,0,0,0.333674674441447
"1626","Digby-Nova Scotia","2012",0.891088250445785,0,0,0.570685344719981
"1627","Digby-Nova Scotia","2013",0.973435241507606,1,0,0.891088250445785
"1633","District 19/Sturgeon Bay-Manitoba","2007",0.000123333234193439,0,0,1
"1634","District 19/Sturgeon Bay-Manitoba","2008",0.000335774809851515,0,0,0.000123333234193439
"1635","District 19/Sturgeon Bay-Manitoba","2009",0.00115788773504376,0,0,0.000335774809851515
"1636","District 19/Sturgeon Bay-Manitoba","2010",0.00315400949181234,0,0,0.00115788773504376
"1637","District 19/Sturgeon Bay-Manitoba","2011",0.00445298987140355,0,0,0.00315400949181234
"1638","District 19/Sturgeon Bay-Manitoba","2012",0.00618430825531983,0,0,0.00445298987140355
"1639","District 19/Sturgeon Bay-Manitoba","2013",0.0173873427589977,0,0,0.00618430825531983
"1640","District 19/Sturgeon Bay-Manitoba","2014",0.0600760953935207,0,0,0.0173873427589977
"1641","District 19/Sturgeon Bay-Manitoba","2015",0.110235610487203,0,0,0.0600760953935207
"1642","District 19/Sturgeon Bay-Manitoba","2016",0.321516615547116,0,0,0.110235610487203
"1643","District 19/Sturgeon Bay-Manitoba","2017",0.329045814271163,1,0,0.321516615547116
"1645","Division No. 17-Manitoba","2007",8.65362953370913e-05,0,0,1
"1646","Division No. 17-Manitoba","2008",0.000242502709873025,0,0,8.65362953370913e-05
"1647","Division No. 17-Manitoba","2009",0.000860238258419406,0,0,0.000242502709873025
"1648","Division No. 17-Manitoba","2010",0.00216090238513639,0,0,0.000860238258419406
"1649","Division No. 17-Manitoba","2011",0.00320740159263122,0,0,0.00216090238513639
"1650","Division No. 17-Manitoba","2012",0.00468234256869218,0,0,0.00320740159263122
"1651","Division No. 17-Manitoba","2013",0.0121481959771271,0,0,0.00468234256869218
"1652","Division No. 17-Manitoba","2014",0.0376706908715278,0,0,0.0121481959771271
"1653","Division No. 17-Manitoba","2015",0.0806023134821443,0,0,0.0376706908715278
"1654","Division No. 17-Manitoba","2016",0.183122794154585,0,0,0.0806023134821443
"1655","Division No. 17-Manitoba","2017",0.951116258020222,0,0,0.183122794154585
"1656","Division No. 17-Manitoba","2018",1,1,0,0.951116258020222
"1657","Dixon-Nebraska","2007",5.59895817411294e-05,0,0,1
"1658","Dixon-Nebraska","2008",0.000254226509907224,0,0,5.59895817411294e-05
"1659","Dixon-Nebraska","2009",0.00463002412238693,0,0,0.000254226509907224
"1660","Dixon-Nebraska","2010",0.00662587560240674,0,0,0.00463002412238693
"1661","Dixon-Nebraska","2011",0.0137287471693107,0,0,0.00662587560240674
"1662","Dixon-Nebraska","2012",0.0280806960123129,0,0,0.0137287471693107
"1663","Dixon-Nebraska","2013",0.0751727647761796,0,0,0.0280806960123129
"1664","Dixon-Nebraska","2014",0.172643558751378,0,0,0.0751727647761796
"1665","Dixon-Nebraska","2015",0.53763688780836,0,0,0.172643558751378
"1666","Dixon-Nebraska","2016",0.914161651382694,1,0,0.53763688780836
"1669","Dodge-Wisconsin","2007",0.000137987892820873,0,0,1
"1670","Dodge-Wisconsin","2008",0.000576256173614673,0,0,0.000137987892820873
"1671","Dodge-Wisconsin","2009",0.00287189331260504,0,0,0.000576256173614673
"1672","Dodge-Wisconsin","2010",0.00687705435565432,0,0,0.00287189331260504
"1673","Dodge-Wisconsin","2011",0.0143486251097763,0,0,0.00687705435565432
"1674","Dodge-Wisconsin","2012",0.0311395849410418,0,0,0.0143486251097763
"1675","Dodge-Wisconsin","2013",0.0655460050239201,0,0,0.0311395849410418
"1676","Dodge-Wisconsin","2014",0.273579083522429,0,0,0.0655460050239201
"1677","Dodge-Wisconsin","2015",0.453546947261962,0,0,0.273579083522429
"1678","Dodge-Wisconsin","2016",0.984856634139677,1,0,0.453546947261962
"1681","Door-Wisconsin","2007",0.000470544088720474,0,0,1
"1682","Door-Wisconsin","2008",0.00138851404181745,0,0,0.000470544088720474
"1683","Door-Wisconsin","2009",0.00623447279309368,0,0,0.00138851404181745
"1684","Door-Wisconsin","2010",0.0219569691089097,0,0,0.00623447279309368
"1685","Door-Wisconsin","2011",0.0329705553880612,0,0,0.0219569691089097
"1686","Door-Wisconsin","2012",0.0416182446239843,0,0,0.0329705553880612
"1687","Door-Wisconsin","2013",0.273958477663121,0,0,0.0416182446239843
"1688","Door-Wisconsin","2014",0.853610980267952,1,0,0.273958477663121
"1693","Douglas-Missouri","2007",5.51453493453913e-06,0,0,0.999999999999999
"1694","Douglas-Missouri","2008",6.199720277835e-05,0,0,5.51453493453913e-06
"1695","Douglas-Missouri","2009",0.0227388878598224,0,0,6.199720277835e-05
"1696","Douglas-Missouri","2010",0.0244524578604912,0,0,0.0227388878598224
"1697","Douglas-Missouri","2011",0.0660981033846427,0,0,0.0244524578604912
"1698","Douglas-Missouri","2012",0.103247306888341,0,0,0.0660981033846427
"1699","Douglas-Missouri","2013",0.318327598490407,0,0,0.103247306888341
"1700","Douglas-Missouri","2014",0.731025278335516,0,0,0.318327598490407
"1701","Douglas-Missouri","2015",0.962424097551263,0,0,0.731025278335516
"1702","Douglas-Missouri","2016",0.980687352000218,1,0,0.962424097551263
"1705","Douglas-Wisconsin","2007",7.79574308652856e-05,0,0,1
"1706","Douglas-Wisconsin","2008",0.000245877344856816,0,0,7.79574308652856e-05
"1707","Douglas-Wisconsin","2009",0.00109713580684484,0,0,0.000245877344856816
"1708","Douglas-Wisconsin","2010",0.00303250160400385,0,0,0.00109713580684484
"1709","Douglas-Wisconsin","2011",0.0048563239748272,0,0,0.00303250160400385
"1710","Douglas-Wisconsin","2012",0.00757519051997427,0,0,0.0048563239748272
"1711","Douglas-Wisconsin","2013",0.0516631654018003,0,0,0.00757519051997427
"1712","Douglas-Wisconsin","2014",0.140088787076618,0,0,0.0516631654018003
"1713","Douglas-Wisconsin","2015",0.384618621750334,1,0,0.140088787076618
"1717","Dubuque-Iowa","2007",4.20567540832558e-05,0,0,1
"1718","Dubuque-Iowa","2008",0.0002074718,0,0,4.205675e-05
"1719","Dubuque-Iowa","2009",0.002798776,0,0,0.0002074718
"1720","Dubuque-Iowa","2010",0.004736214,0,0,0.002798776
"1721","Dubuque-Iowa","2011",0.01020763,0,0,0.004736214
"1722","Dubuque-Iowa","2012",0.02593217,0,0,0.01020763
"1723","Dubuque-Iowa","2013",0.147411,0,0,0.02593217
"1724","Dubuque-Iowa","2014",0.4051204,0,0,0.147411
"1725","Dubuque-Iowa","2015",0.8084679,1,0,0.4051204
"1729","Dufferin-Ontario","2007",0.009570784,0,0,1
"1730","Dufferin-Ontario","2008",0.02536523,0,0,0.009570784
"1731","Dufferin-Ontario","2009",0.2223242,0,0,0.02536523
"1732","Dufferin-Ontario","2010",0.6628455,1,0,0.2223242
"1741","Dukes-Massachusetts","2007",0.1177845,0,0,1
"1742","Dukes-Massachusetts","2008",0.3305504,0,0,0.1177845
"1743","Dukes-Massachusetts","2009",0.3602388,0,0,0.3305504
"1744","Dukes-Massachusetts","2010",0.4780986,0,0,0.3602388
"1745","Dukes-Massachusetts","2011",0.4904026,0,0,0.4780986
"1746","Dukes-Massachusetts","2012",0.7058337,0,0,0.4904026
"1747","Dukes-Massachusetts","2013",0.7096571,0,0,0.7058337
"1748","Dukes-Massachusetts","2014",0.7102732,0,0,0.7096571
"1749","Dukes-Massachusetts","2015",0.9992269,0,0,0.7102732
"1750","Dukes-Massachusetts","2016",0.9994009,1,0,0.9992269
