"","a","dist","rho","theta","loglikelhood"
"1980","0.5","55","0.5","1.2",-1328.74357791766
"1981","0.5","55","0.5","1.4",-1328.82148619203
"1982","0.5","55","0.5","1.6",-1328.86395073967
"1983","0.5","55","0.5","1.8",-1328.88672991769
"1984","0.5","55","0.5","2",-1328.89882386249
"1985","0.5","55","0.6","0.6",-1327.81750705697
"1986","0.5","55","0.6","0.8",-1328.13199373132
"1987","0.5","55","0.6","1",-1328.33160256911
"1988","0.5","55","0.6","1.2",-1328.44822754695
"1989","0.5","55","0.6","1.4",-1328.51347528951
"1990","0.5","55","0.6","1.6",-1328.54906081759
"1991","0.5","55","0.6","1.8",-1328.56816190228
"1992","0.5","55","0.6","2",-1328.57830938237
"1993","0.5","55","0.7","0.6",-1327.73210982407
"1994","0.5","55","0.7","0.8",-1327.97942343134
"1995","0.5","55","0.7","1",-1328.13649082895
"1996","0.5","55","0.7","1.2",-1328.2283186239
"1997","0.5","55","0.7","1.4",-1328.27972841269
"1998","0.5","55","0.7","1.6",-1328.30778678458
"1999","0.5","55","0.7","1.8",-1328.32285846098
"2000","0.5","55","0.7","2",-1328.33087115782
"2001","0.5","55","0.8","0.6",-1327.7580792148
"2002","0.5","55","0.8","0.8",-1327.93162293071
"2003","0.5","55","0.8","1",-1328.04191642126
"2004","0.5","55","0.8","1.2",-1328.10644629172
"2005","0.5","55","0.8","1.4",-1328.14260205794
"2006","0.5","55","0.8","1.6",-1328.16235134816
"2007","0.5","55","0.8","1.8",-1328.1729687262
"2008","0.5","55","0.8","2",-1328.17861819267
"2009","0.5","55","0.9","0.6",-1327.93269811874
"2010","0.5","55","0.9","0.8",-1328.0244571234
"2011","0.5","55","0.9","1",-1328.08282094785
"2012","0.5","55","0.9","1.2",-1328.11699788759
"2013","0.5","55","0.9","1.4",-1328.13616495493
"2014","0.5","55","0.9","1.6",-1328.1466446712
"2015","0.5","55","0.9","1.8",-1328.15228435399
"2016","0.5","55","0.9","2",-1328.15528818905
"2017","0.5","65","0.1","0.6",-1329.41174498866
"2018","0.5","65","0.1","0.8",-1329.96257367044
"2019","0.5","65","0.1","1",-1330.29846038273
"2020","0.5","65","0.1","1.2",-1330.48744052648
"2021","0.5","65","0.1","1.4",-1330.58933616659
"2022","0.5","65","0.1","1.6",-1330.6429166315
"2023","0.5","65","0.1","1.8",-1330.67065194581
"2024","0.5","65","0.1","2",-1330.68486374015
"2025","0.5","65","0.2","0.6",-1329.00662105215
"2026","0.5","65","0.2","0.8",-1329.5135573126
"2027","0.5","65","0.2","1",-1329.82275872262
"2028","0.5","65","0.2","1.2",-1329.99677239973
"2029","0.5","65","0.2","1.4",-1330.09062854893
"2030","0.5","65","0.2","1.6",-1330.1399973589
"2031","0.5","65","0.2","1.8",-1330.16556097381
"2032","0.5","65","0.2","2",-1330.17866421237
"2033","0.5","65","0.3","0.6",-1328.64528148348
"2034","0.5","65","0.3","0.8",-1329.10543981743
"2035","0.5","65","0.3","1",-1329.386198592
"2036","0.5","65","0.3","1.2",-1329.54426009872
"2037","0.5","65","0.3","1.4",-1329.6295441186
"2038","0.5","65","0.3","1.6",-1329.67442131654
"2039","0.5","65","0.3","1.8",-1329.69766835226
"2040","0.5","65","0.3","2",-1329.70958891065
"2041","0.5","65","0.4","0.6",-1328.33310158204
"2042","0.5","65","0.4","0.8",-1328.74316913965
"2043","0.5","65","0.4","1",-1328.99346090626
"2044","0.5","65","0.4","1.2",-1329.13442830507
"2045","0.5","65","0.4","1.4",-1329.21052240347
"2046","0.5","65","0.4","1.6",-1329.25058215671
"2047","0.5","65","0.4","1.8",-1329.27134318396
"2048","0.5","65","0.4","2",-1329.2819939817
"2049","0.5","65","0.5","0.6",-1328.0780441098
"2050","0.5","65","0.5","0.8",-1328.43419707192
"2051","0.5","65","0.5","1",-1328.65167820746
"2052","0.5","65","0.5","1.2",-1328.77422511777
"2053","0.5","65","0.5","1.4",-1328.84040998781
"2054","0.5","65","0.5","1.6",-1328.87527155584
"2055","0.5","65","0.5","1.8",-1328.89334835579
"2056","0.5","65","0.5","2",-1328.9026270797
"2057","0.5","65","0.6","0.6",-1327.89161530919
"2058","0.5","65","0.6","0.8",-1328.18940335839
"2059","0.5","65","0.6","1",-1328.37133892892
"2060","0.5","65","0.6","1.2",-1328.47391385468
"2061","0.5","65","0.6","1.4",-1328.52934506982
"2062","0.5","65","0.6","1.6",-1328.55856044878
"2063","0.5","65","0.6","1.8",-1328.57371901164
"2064","0.5","65","0.6","2",-1328.5815047879
"2065","0.5","65","0.7","0.6",-1327.79045713871
"2066","0.5","65","0.7","0.8",-1328.02464348786
"2067","0.5","65","0.7","1",-1328.16780739633
"2068","0.5","65","0.7","1.2",-1328.24857525289
"2069","0.5","65","0.7","1.4",-1328.29225209209
"2070","0.5","65","0.7","1.6",-1328.31528861305
"2071","0.5","65","0.7","1.8",-1328.32725006274
"2072","0.5","65","0.7","2",-1328.33339815108
"2073","0.5","65","0.8","0.6",-1327.79907779471
"2074","0.5","65","0.8","0.8",-1327.96341423077
"2075","0.5","65","0.8","1",-1328.06394732393
"2076","0.5","65","0.8","1.2",-1328.12070707918
"2077","0.5","65","0.8","1.4",-1328.15142574204
"2078","0.5","65","0.8","1.6",-1328.16764118509
"2079","0.5","65","0.8","1.8",-1328.17606803389
"2080","0.5","65","0.8","2",-1328.18040311789
"2081","0.5","65","0.9","0.6",-1327.95440980992
"2082","0.5","65","0.9","0.8",-1328.04130329791
"2083","0.5","65","0.9","1",-1328.09450401843
"2084","0.5","65","0.9","1.2",-1328.12456703705
"2085","0.5","65","0.9","1.4",-1328.14085264539
"2086","0.5","65","0.9","1.6",-1328.1494576375
"2087","0.5","65","0.9","1.8",-1328.15393416726
"2088","0.5","65","0.9","2",-1328.15623921407
"2089","0.5","75","0.1","0.6",-1329.51820658372
"2090","0.5","75","0.1","0.8",-1330.04244599535
"2091","0.5","75","0.1","1",-1330.3519745322
"2092","0.5","75","0.1","1.2",-1330.52090870473
"2093","0.5","75","0.1","1.4",-1330.60933730585
"2094","0.5","75","0.1","1.6",-1330.65449550452
"2095","0.5","75","0.1","1.8",-1330.67720231988
"2096","0.5","75","0.1","2",-1330.68850608937
"2097","0.5","75","0.2","0.6",-1329.10465234831
"2098","0.5","75","0.2","0.8",-1329.58712029474
"2099","0.5","75","0.2","1",-1329.87205327133
"2100","0.5","75","0.2","1.2",-1330.02761159043
"2101","0.5","75","0.2","1.4",-1330.10906409609
"2102","0.5","75","0.2","1.6",-1330.15067336111
"2103","0.5","75","0.2","1.8",-1330.17160239624
"2104","0.5","75","0.2","2",-1330.18202458871
"2105","0.5","75","0.3","0.6",-1328.73432297164
"2106","0.5","75","0.3","0.8",-1329.17226920984
"2107","0.5","75","0.3","1",-1329.43099570763
"2108","0.5","75","0.3","1.2",-1329.57229518379
"2109","0.5","75","0.3","1.4",-1329.6463096009
"2110","0.5","75","0.3","1.6",-1329.68413382015
"2111","0.5","75","0.3","1.8",-1329.70316670771
"2112","0.5","75","0.3","2",-1329.71264829046
"2113","0.5","75","0.4","0.6",-1328.41250785015
"2114","0.5","75","0.4","0.8",-1328.80278339917
"2115","0.5","75","0.4","1",-1329.03343573558
"2116","0.5","75","0.4","1.2",-1329.15945550178
"2117","0.5","75","0.4","1.4",-1329.22549565273
"2118","0.5","75","0.4","1.6",-1329.25926024464
"2119","0.5","75","0.4","1.8",-1329.27625819282
"2120","0.5","75","0.4","2",-1329.28473011694
"2121","0.5","75","0.5","0.6",-1328.1470674621
"2122","0.5","75","0.5","0.8",-1328.4860335803
"2123","0.5","75","0.5","1",-1328.68645202698
"2124","0.5","75","0.5","1.2",-1328.79600666434
"2125","0.5","75","0.5","1.4",-1328.8534479626
"2126","0.5","75","0.5","1.6",-1328.88283191581
"2127","0.5","75","0.5","1.8",-1328.89763253579
"2128","0.5","75","0.5","2",-1328.90501330511
"2129","0.5","75","0.6","0.6",-1327.94938227244
"2130","0.5","75","0.6","0.8",-1328.23280322214
"2131","0.5","75","0.6","1",-1328.4004674234
"2132","0.5","75","0.6","1.2",-1328.49216928694
"2133","0.5","75","0.6","1.4",-1328.54027881667
"2134","0.5","75","0.6","1.6",-1328.56490453758
"2135","0.5","75","0.6","1.8",-1328.5773163047
"2136","0.5","75","0.6","2",-1328.58350961806
"2137","0.5","75","0.7","0.6",-1327.83593560788
"2138","0.5","75","0.7","0.8",-1328.05882691302
"2139","0.5","75","0.7","1",-1328.19076315326
"2140","0.5","75","0.7","1.2",-1328.2629712682
"2141","0.5","75","0.7","1.4",-1328.30088023452
"2142","0.5","75","0.7","1.6",-1328.32029857507
"2143","0.5","75","0.7","1.8",-1328.33009279718
"2144","0.5","75","0.7","2",-1328.33498370754
"2145","0.5","75","0.8","0.6",-1327.83103172883
"2146","0.5","75","0.8","0.8",-1327.98744487962
"2147","0.5","75","0.8","1",-1328.08009571723
"2148","0.5","75","0.8","1.2",-1328.13084178772
"2149","0.5","75","0.8","1.4",-1328.15750473263
"2150","0.5","75","0.8","1.6",-1328.17117387554
"2151","0.5","75","0.8","1.8",-1328.17807424661
"2152","0.5","75","0.8","2",-1328.18152290193
"2153","0.5","75","0.9","0.6",-1327.97133036298
"2154","0.5","75","0.9","0.8",-1328.05403649605
"2155","0.5","75","0.9","1",-1328.10306724643
"2156","0.5","75","0.9","1.2",-1328.12994607097
"2157","0.5","75","0.9","1.4",-1328.14408208935
"2158","0.5","75","0.9","1.6",-1328.15133633878
"2159","0.5","75","0.9","1.8",-1328.15500178158
"2160","0.5","75","0.9","2",-1328.15683584559
"2161","0.5","85","0.1","0.6",-1329.60405144269
"2162","0.5","85","0.1","0.8",-1330.10516344962
"2163","0.5","85","0.1","1",-1330.39288705807
"2164","0.5","85","0.1","1.2",-1330.5458203177
"2165","0.5","85","0.1","1.4",-1330.62383012798
"2166","0.5","85","0.1","1.6",-1330.66266279134
"2167","0.5","85","0.1","1.8",-1330.68169980102
"2168","0.5","85","0.1","2",-1330.6909402711
"2169","0.5","85","0.2","0.6",-1329.18369693808
"2170","0.5","85","0.2","0.8",-1329.64487995276
"2171","0.5","85","0.2","1",-1329.9097408676
"2172","0.5","85","0.2","1.2",-1330.05056607034
"2173","0.5","85","0.2","1.4",-1330.1224224167
"2174","0.5","85","0.2","1.6",-1330.15820361296
"2175","0.5","85","0.2","1.8",-1330.17575041818
"2176","0.5","85","0.2","2",-1330.18427038786
"2177","0.5","85","0.3","0.6",-1328.80611616822
"2178","0.5","85","0.3","0.8",-1329.22474243649
"2179","0.5","85","0.3","1",-1329.4652442885
"2180","0.5","85","0.3","1.2",-1329.59316236647
"2181","0.5","85","0.3","1.4",-1329.65845764952
"2182","0.5","85","0.3","1.6",-1329.69098452325
"2183","0.5","85","0.3","1.8",-1329.70694173402
"2184","0.5","85","0.3","2",-1329.71469293507
"2185","0.5","85","0.4","0.6",-1328.47653025201
"2186","0.5","85","0.4","0.8",-1328.84959021099
"2187","0.5","85","0.4","1",-1329.06399697375
"2188","0.5","85","0.4","1.2",-1329.17808376739
"2189","0.5","85","0.4","1.4",-1329.23634506162
"2190","0.5","85","0.4","1.6",-1329.26538134225
"2191","0.5","85","0.4","1.8",-1329.27963277352
"2192","0.5","85","0.4","2",-1329.28655866693
"2193","0.5","85","0.5","0.6",-1328.2027161702
"2194","0.5","85","0.5","0.8",-1328.52673232106
"2195","0.5","85","0.5","1",-1328.71303650922
"2196","0.5","85","0.5","1.2",-1328.8122187174
"2197","0.5","85","0.5","1.4",-1328.86289492389
"2198","0.5","85","0.5","1.6",-1328.88816458021
"2199","0.5","85","0.5","1.8",-1328.90057403937
"2200","0.5","85","0.5","2",-1328.90660802912
"2201","0.5","85","0.6","0.6",-1327.99595358803
"2202","0.5","85","0.6","0.8",-1328.26687690086
"2203","0.5","85","0.6","1",-1328.42273560378
"2204","0.5","85","0.6","1.2",-1328.50575673237
"2205","0.5","85","0.6","1.4",-1328.54820105508
"2206","0.5","85","0.6","1.6",-1328.56937924023
"2207","0.5","85","0.6","1.8",-1328.57978608697
"2208","0.5","85","0.6","2",-1328.58484942597
"2209","0.5","85","0.7","0.6",-1327.87259839313
"2210","0.5","85","0.7","0.8",-1328.0856637073
"2211","0.5","85","0.7","1",-1328.20831175026
"2212","0.5","85","0.7","1.2",-1328.27368599759
"2213","0.5","85","0.7","1.4",-1328.30713189828
"2214","0.5","85","0.7","1.6",-1328.32383225535
"2215","0.5","85","0.7","1.8",-1328.33204455431
"2216","0.5","85","0.7","2",-1328.33604323896
"2217","0.5","85","0.8","0.6",-1327.85679017623
"2218","0.5","85","0.8","0.8",-1328.00631025491
"2219","0.5","85","0.8","1",-1328.09244014757
"2220","0.5","85","0.8","1.2",-1328.13838465401
"2221","0.5","85","0.8","1.4",-1328.16190934536
"2222","0.5","85","0.8","1.6",-1328.17366548867
"2223","0.5","85","0.8","1.8",-1328.17945160131
"2224","0.5","85","0.8","2",-1328.18227130067
"2225","0.5","85","0.9","0.6",-1327.98496950719
"2226","0.5","85","0.9","0.8",-1328.06403203565
"2227","0.5","85","0.9","1",-1328.10961311498
"2228","0.5","85","0.9","1.2",-1328.13394934212
"2229","0.5","85","0.9","1.4",-1328.14642206299
"2230","0.5","85","0.9","1.6",-1328.15266128029
"2231","0.5","85","0.9","1.8",-1328.1557353533
"2232","0.5","85","0.9","2",-1328.15723458007
"2233","0.5","95","0.1","0.6",-1329.67506661075
"2234","0.5","95","0.1","0.8",-1330.15584696382
"2235","0.5","95","0.1","1",-1330.42518129436
"2236","0.5","95","0.1","1.2",-1330.56502560547
"2237","0.5","95","0.1","1.4",-1330.63474186596
"2238","0.5","95","0.1","1.6",-1330.66866796483
"2239","0.5","95","0.1","1.8",-1330.68492910644
"2240","0.5","95","0.1","2",-1330.69264710775
"2241","0.5","95","0.2","0.6",-1329.24908496534
"2242","0.5","95","0.2","0.8",-1329.69155609644
"2243","0.5","95","0.2","1",-1329.93948917452
"2244","0.5","95","0.2","1.2",-1330.06826236185
"2245","0.5","95","0.2","1.4",-1330.13247988008
"2246","0.5","95","0.2","1.6",-1330.16374033207
"2247","0.5","95","0.2","1.8",-1330.17872874937
"2248","0.5","95","0.2","2",-1330.18584507551
"2249","0.5","95","0.3","0.6",-1328.86550425949
"2250","0.5","95","0.3","0.8",-1329.2671456715
"2251","0.5","95","0.3","1",-1329.49227760957
"2252","0.5","95","0.3","1.2",-1329.60924927898
"2253","0.5","95","0.3","1.4",-1329.66760383505
"2254","0.5","95","0.3","1.6",-1329.69602155041
"2255","0.5","95","0.3","1.8",-1329.70965235666
"2256","0.5","95","0.3","2",-1329.71612663776
"2257","0.5","95","0.4","0.6",-1328.52948827248
"2258","0.5","95","0.4","0.8",-1328.88741375565
"2259","0.5","95","0.4","1",-1329.0881194777
"2260","0.5","95","0.4","1.2",-1329.1924445629
"2261","0.5","95","0.4","1.4",-1329.24451338679
"2262","0.5","95","0.4","1.6",-1329.26988185908
"2263","0.5","95","0.4","1.8",-1329.28205591681
"2264","0.5","95","0.4","2",-1329.28784080788
"2265","0.5","95","0.5","0.6",-1328.24874637245
"2266","0.5","95","0.5","0.8",-1328.55961906909
"2267","0.5","95","0.5","1",-1328.73401977869
"2268","0.5","95","0.5","1.2",-1328.82471666009
"2269","0.5","95","0.5","1.4",-1328.87000745598
"2270","0.5","95","0.5","1.6",-1328.89208539414
"2271","0.5","95","0.5","1.8",-1328.90268608836
"2272","0.5","95","0.5","2",-1328.90772636723
"2273","0.5","95","0.6","0.6",-1328.03447402522
"2274","0.5","95","0.6","0.8",-1328.29440963721
"2275","0.5","95","0.6","1",-1328.44031154751
"2276","0.5","95","0.6","1.2",-1328.51623114321
"2277","0.5","95","0.6","1.4",-1328.55416566088
"2278","0.5","95","0.6","1.6",-1328.57266937404
"2279","0.5","95","0.6","1.8",-1328.58155936879
"2280","0.5","95","0.6","2",-1328.58578901897
"2281","0.5","95","0.7","0.6",-1327.90292188107
"2282","0.5","95","0.7","0.8",-1328.10734805286
"2283","0.5","95","0.7","1",-1328.22216256881
"2284","0.5","95","0.7","1.2",-1328.28194582578
"2285","0.5","95","0.7","1.4",-1328.31183867705
"2286","0.5","95","0.7","1.6",-1328.32643024234
"2287","0.5","95","0.7","1.8",-1328.33344595046
"2288","0.5","95","0.7","2",-1328.33678614393
"2289","0.5","95","0.8","0.6",-1327.87809389925
"2290","0.5","95","0.8","0.8",-1328.02155308237
"2291","0.5","95","0.8","1",-1328.10218313095
"2292","0.5","95","0.8","1.2",-1328.14419935058
"2293","0.5","95","0.8","1.4",-1328.16522538536
"2294","0.5","95","0.8","1.6",-1328.17549752595
"2295","0.5","95","0.8","1.8",-1328.18044061237
"2296","0.5","95","0.8","2",-1328.18279598243
"2297","0.5","95","0.9","0.6",-1327.99624919631
"2298","0.5","95","0.9","0.8",-1328.07210794972
"2299","0.5","95","0.9","1",-1328.11477932341
"2300","0.5","95","0.9","1.2",-1328.13703535407
"2301","0.5","95","0.9","1.4",-1328.14818374069
"2302","0.5","95","0.9","1.6",-1328.15363575709
"2303","0.5","95","0.9","1.8",-1328.15626169705
"2304","0.5","95","0.9","2",-1328.15751419978
"2305","0.5","105","0.1","0.6",-1329.7350090279
"2306","0.5","105","0.1","0.8",-1330.19774248275
"2307","0.5","105","0.1","1",-1330.4513183815
"2308","0.5","105","0.1","1.2",-1330.58024627186
"2309","0.5","105","0.1","1.4",-1330.64320863795
"2310","0.5","105","0.1","1.6",-1330.67322988943
"2311","0.5","105","0.1","1.8",-1330.68733085379
"2312","0.5","105","0.1","2",-1330.69388990666
"2313","0.5","105","0.2","0.6",-1329.30427647441
"2314","0.5","105","0.2","0.8",-1329.73013845127
"2315","0.5","105","0.2","1",-1329.96356757331
"2316","0.5","105","0.2","1.2",-1330.08228705352
"2317","0.5","105","0.2","1.4",-1330.14028382833
"2318","0.5","105","0.2","1.6",-1330.16794654991
"2319","0.5","105","0.2","1.8",-1330.18094392622
"2320","0.5","105","0.2","2",-1330.18699167814
"2321","0.5","105","0.3","0.6",-1328.91563025505
"2322","0.5","105","0.3","0.8",-1329.30219550826
"2323","0.5","105","0.3","1",-1329.51415864514
"2324","0.5","105","0.3","1.2",-1329.6219985147
"2325","0.5","105","0.3","1.4",-1329.67470074135
"2326","0.5","105","0.3","1.6",-1329.69984802345
"2327","0.5","105","0.3","1.8",-1329.71166837743
"2328","0.5","105","0.3","2",-1329.71717050913
"2329","0.5","105","0.4","0.6",-1328.57418617667
"2330","0.5","105","0.4","0.8",-1328.91867721965
"2331","0.5","105","0.4","1",-1329.10764408536
"2332","0.5","105","0.4","1.2",-1329.2038254598
"2333","0.5","105","0.4","1.4",-1329.25085159281
"2334","0.5","105","0.4","1.6",-1329.27330084271
"2335","0.5","105","0.4","1.8",-1329.28385798488
"2336","0.5","105","0.4","2",-1329.28877442819
"2337","0.5","105","0.5","0.6",-1328.28759575828
"2338","0.5","105","0.5","0.8",-1328.58680181994
"2339","0.5","105","0.5","1",-1328.75100332836
"2340","0.5","105","0.5","1.2",-1328.83462129278
"2341","0.5","105","0.5","1.4",-1328.87552628408
"2342","0.5","105","0.5","1.6",-1328.89506407425
"2343","0.5","105","0.5","1.8",-1328.90425704616
"2344","0.5","105","0.5","2",-1328.90854053574
"2345","0.5","105","0.6","0.6",-1328.06698420881
"2346","0.5","105","0.6","0.8",-1328.31716639497
"2347","0.5","105","0.6","1",-1328.45453696589
"2348","0.5","105","0.6","1.2",-1328.5245320021
"2349","0.5","105","0.6","1.4",-1328.55879369904
"2350","0.5","105","0.6","1.6",-1328.57516871777
"2351","0.5","105","0.6","1.8",-1328.58287829955
"2352","0.5","105","0.6","2",-1328.58647302892
"2353","0.5","105","0.7","0.6",-1327.9285132565
"2354","0.5","105","0.7","0.8",-1328.12527057642
"2355","0.5","105","0.7","1",-1328.23337278921
"2356","0.5","105","0.7","1.2",-1328.28849172487
"2357","0.5","105","0.7","1.4",-1328.31549078434
"2358","0.5","105","0.7","1.6",-1328.32840399187
"2359","0.5","105","0.7","1.8",-1328.33448823504
"2360","0.5","105","0.7","2",-1328.33732719512
"2361","0.5","105","0.8","0.6",-1327.89607236019
"2362","0.5","105","0.8","0.8",-1328.03415119169
"2363","0.5","105","0.8","1",-1328.11006857985
"2364","0.5","105","0.8","1.2",-1328.14880731753
"2365","0.5","105","0.8","1.4",-1328.16779841558
"2366","0.5","105","0.8","1.6",-1328.17688922748
"2367","0.5","105","0.8","1.8",-1328.1811761578
"2368","0.5","105","0.8","2",-1328.18317813852
"2369","0.5","105","0.9","0.6",-1328.00576787571
"2370","0.5","105","0.9","0.8",-1328.07878254391
"2371","0.5","105","0.9","1",-1328.1189604585
"2372","0.5","105","0.9","1.2",-1328.13948087907
"2373","0.5","105","0.9","1.4",-1328.14955047959
"2374","0.5","105","0.9","1.6",-1328.15437542435
"2375","0.5","105","0.9","1.8",-1328.15665326508
"2376","0.5","105","0.9","2",-1328.15771780956
"2377","0.7","5","0.1","0.6",-1326.21671430121
"2378","0.7","5","0.1","0.8",-1326.44469570343
"2379","0.7","5","0.1","1",-1326.87853413533
"2380","0.7","5","0.1","1.2",-1327.37555012974
"2381","0.7","5","0.1","1.4",-1327.86651360391
"2382","0.7","5","0.1","1.6",-1328.31996996211
"2383","0.7","5","0.1","1.8",-1328.72387754936
"2384","0.7","5","0.1","2",-1329.07603211138
"2385","0.7","5","0.2","0.6",-1326.20940715676
"2386","0.7","5","0.2","0.8",-1326.41692877032
"2387","0.7","5","0.2","1",-1326.81324138163
"2388","0.7","5","0.2","1.2",-1327.26766281091
"2389","0.7","5","0.2","1.4",-1327.71675212096
"2390","0.7","5","0.2","1.6",-1328.13166399395
"2391","0.7","5","0.2","1.8",-1328.50133666118
"2392","0.7","5","0.2","2",-1328.82372249283
"2393","0.7","5","0.3","0.6",-1326.25017715782
"2394","0.7","5","0.3","0.8",-1326.43622663048
"2395","0.7","5","0.3","1",-1326.79298800371
"2396","0.7","5","0.3","1.2",-1327.20247096039
"2397","0.7","5","0.3","1.4",-1327.60736067691
"2398","0.7","5","0.3","1.6",-1327.9815760018
"2399","0.7","5","0.3","1.8",-1328.31509434004
"2400","0.7","5","0.3","2",-1328.60603584965
"2401","0.7","5","0.4","0.6",-1326.34431507895
"2402","0.7","5","0.4","0.8",-1326.50781236321
"2403","0.7","5","0.4","1",-1326.8227921523
"2404","0.7","5","0.4","1.2",-1327.18473410032
"2405","0.7","5","0.4","1.4",-1327.54283195172
"2406","0.7","5","0.4","1.6",-1327.87394303003
"2407","0.7","5","0.4","1.8",-1328.16915287248
"2408","0.7","5","0.4","2",-1328.42676424894
"2409","0.7","5","0.5","0.6",-1326.49871091587
"2410","0.7","5","0.5","0.8",-1326.63849668482
"2411","0.7","5","0.5","1",-1326.90922367134
"2412","0.7","5","0.5","1.2",-1327.22072003995
"2413","0.7","5","0.5","1.4",-1327.5291201188
"2414","0.7","5","0.5","1.6",-1327.81441958661
"2415","0.7","5","0.5","1.8",-1328.06889227889
"2416","0.7","5","0.5","2",-1328.29104218264
"2417","0.7","5","0.6","0.6",-1326.7223397393
"2418","0.7","5","0.6","0.8",-1326.8371615612
"2419","0.7","5","0.6","1",-1327.06087920437
"2420","0.7","5","0.6","1.2",-1327.31866630762
"2421","0.7","5","0.6","1.4",-1327.5740903828
"2422","0.7","5","0.6","1.6",-1327.81051544964
"2423","0.7","5","0.6","1.8",-1328.021496016
"2424","0.7","5","0.6","2",-1328.20576102694
"2425","0.7","5","0.7","0.6",-1327.02698950969
"2426","0.7","5","0.7","0.8",-1327.11548683446
"2427","0.7","5","0.7","1",-1327.28909628473
"2428","0.7","5","0.7","1.2",-1327.48947832447
"2429","0.7","5","0.7","1.4",-1327.68819948017
"2430","0.7","5","0.7","1.6",-1327.8722573671
"2431","0.7","5","0.7","1.8",-1328.03659675917
"2432","0.7","5","0.7","2",-1328.18019978413
"2433","0.7","5","0.8","0.6",-1327.42838198051
"2434","0.7","5","0.8","0.8",-1327.48906911597
"2435","0.7","5","0.8","1",-1327.60905548012
"2436","0.7","5","0.8","1.2",-1327.74780777163
"2437","0.7","5","0.8","1.4",-1327.88554872615
"2438","0.7","5","0.8","1.6",-1328.01321916344
"2439","0.7","5","0.8","1.8",-1328.12728317307
"2440","0.7","5","0.8","2",-1328.22701269342
"2441","0.7","5","0.9","0.6",-1327.94756573347
"2442","0.7","5","0.9","0.8",-1327.9788104828
"2443","0.7","5","0.9","1",-1328.04114412222
"2444","0.7","5","0.9","1.2",-1328.11338285875
"2445","0.7","5","0.9","1.4",-1328.18517769088
"2446","0.7","5","0.9","1.6",-1328.2517788524
"2447","0.7","5","0.9","1.8",-1328.31132460287
"2448","0.7","5","0.9","2",-1328.36342177632
"2449","0.7","15","0.1","0.6",-1328.57359270517
"2450","0.7","15","0.1","0.8",-1329.1496837943
"2451","0.7","15","0.1","1",-1329.66164621867
"2452","0.7","15","0.1","1.2",-1330.06271282175
"2453","0.7","15","0.1","1.4",-1330.35878425162
"2454","0.7","15","0.1","1.6",-1330.57027480965
"2455","0.7","15","0.1","1.8",-1330.71837017219
"2456","0.7","15","0.1","2",-1330.82076699654
"2457","0.7","15","0.2","0.6",-1328.36776029493
"2458","0.7","15","0.2","0.8",-1328.89451458489
"2459","0.7","15","0.2","1",-1329.36277336325
"2460","0.7","15","0.2","1.2",-1329.7296863213
"2461","0.7","15","0.2","1.4",-1330.00060618368
"2462","0.7","15","0.2","1.6",-1330.19417655342
"2463","0.7","15","0.2","1.8",-1330.32975761077
"2464","0.7","15","0.2","2",-1330.4235262931
"2465","0.7","15","0.3","0.6",-1328.19869807291
"2466","0.7","15","0.3","0.8",-1328.67342842369
"2467","0.7","15","0.3","1",-1329.09559172135
"2468","0.7","15","0.3","1.2",-1329.42647595373
"2469","0.7","15","0.3","1.4",-1329.67085903054
"2470","0.7","15","0.3","1.6",-1329.84551851591
"2471","0.7","15","0.3","1.8",-1329.96789042119
"2472","0.7","15","0.3","2",-1330.05254983154
"2473","0.7","15","0.4","0.6",-1328.07027186012
"2474","0.7","15","0.4","0.8",-1328.48997933264
"2475","0.7","15","0.4","1",-1328.86336769066
"2476","0.7","15","0.4","1.2",-1329.15611683624
"2477","0.7","15","0.4","1.4",-1329.37240242146
"2478","0.7","15","0.4","1.6",-1329.52703174035
"2479","0.7","15","0.4","1.8",-1329.63540742621
"2480","0.7","15","0.4","2",-1329.71041081141
"2481","0.7","15","0.5","0.6",-1327.987701113
"2482","0.7","15","0.5","0.8",-1328.34902200754
"2483","0.7","15","0.5","1",-1328.67062086054
"2484","0.7","15","0.5","1.2",-1328.92285826908
"2485","0.7","15","0.5","1.4",-1329.10928145349
"2486","0.7","15","0.5","1.6",-1329.24261175018
"2487","0.7","15","0.5","1.8",-1329.33609647262
"2488","0.7","15","0.5","2",-1329.40082090053
"2489","0.7","15","0.6","0.6",-1327.95796876992
"2490","0.7","15","0.6","0.8",-1328.2571072173
"2491","0.7","15","0.6","1",-1328.52350425882
"2492","0.7","15","0.6","1.2",-1328.73253397031
"2493","0.7","15","0.6","1.4",-1328.88708740101
"2494","0.7","15","0.6","1.6",-1328.99767222424
"2495","0.7","15","0.6","1.8",-1329.07524398247
"2496","0.7","15","0.6","2",-1329.12897615894
"2497","0.7","15","0.7","0.6",-1327.99044770158
"2498","0.7","15","0.7","0.8",-1328.22308680891
"2499","0.7","15","0.7","1",-1328.43039078745
"2500","0.7","15","0.7","1.2",-1328.59313099866
"2501","0.7","15","0.7","1.4",-1328.71351562321
"2502","0.7","15","0.7","1.6",-1328.79969472051
"2503","0.7","15","0.7","1.8",-1328.86017773134
"2504","0.7","15","0.7","2",-1328.9020949903
"2505","0.7","15","0.8","0.6",-1328.09787594332
"2506","0.7","15","0.8","0.8",-1328.25906118558
