"","a","dist","rho","theta","loglikelhood"
"3514","0.9","45","0.8","0.8",-1329.10434124699
"3515","0.9","45","0.8","1",-1329.17644841037
"3516","0.9","45","0.8","1.2",-1329.22053979032
"3517","0.9","45","0.8","1.4",-1329.24632537758
"3518","0.9","45","0.8","1.6",-1329.2610207847
"3519","0.9","45","0.8","1.8",-1329.26925957697
"3520","0.9","45","0.8","2",-1329.27383041427
"3521","0.9","45","0.9","0.6",-1328.96939566946
"3522","0.9","45","0.9","0.8",-1329.02529325789
"3523","0.9","45","0.9","1",-1329.0625746183
"3524","0.9","45","0.9","1.2",-1329.08538612165
"3525","0.9","45","0.9","1.4",-1329.09873551575
"3526","0.9","45","0.9","1.6",-1329.10634687264
"3527","0.9","45","0.9","1.8",-1329.11061683453
"3528","0.9","45","0.9","2",-1329.11298715344
"3529","0.9","55","0.1","0.6",-1330.35422055114
"3530","0.9","55","0.1","0.8",-1330.73227918893
"3531","0.9","55","0.1","1",-1330.97232053021
"3532","0.9","55","0.1","1.2",-1331.1126042548
"3533","0.9","55","0.1","1.4",-1331.19110353287
"3534","0.9","55","0.1","1.6",-1331.23392286932
"3535","0.9","55","0.1","1.8",-1331.25690964923
"3536","0.9","55","0.1","2",-1331.2691228145
"3537","0.9","55","0.2","0.6",-1330.08496668456
"3538","0.9","55","0.2","0.8",-1330.42918699826
"3539","0.9","55","0.2","1",-1330.64778519801
"3540","0.9","55","0.2","1.2",-1330.77556476545
"3541","0.9","55","0.2","1.4",-1330.84708393917
"3542","0.9","55","0.2","1.6",-1330.88610566433
"3543","0.9","55","0.2","1.8",-1330.90705922088
"3544","0.9","55","0.2","2",-1330.91819493708
"3545","0.9","55","0.3","0.6",-1329.83792168708
"3546","0.9","55","0.3","0.8",-1330.14674028101
"3547","0.9","55","0.3","1",-1330.34290036142
"3548","0.9","55","0.3","1.2",-1330.45759220962
"3549","0.9","55","0.3","1.4",-1330.52180377625
"3550","0.9","55","0.3","1.6",-1330.55684813735
"3551","0.9","55","0.3","1.8",-1330.57567155978
"3552","0.9","55","0.3","2",-1330.5856781724
"3553","0.9","55","0.4","0.6",-1329.61499624694
"3554","0.9","55","0.4","0.8",-1329.88668943566
"3555","0.9","55","0.4","1",-1330.05931155434
"3556","0.9","55","0.4","1.2",-1330.16027022405
"3557","0.9","55","0.4","1.4",-1330.21681004038
"3558","0.9","55","0.4","1.6",-1330.24767741332
"3559","0.9","55","0.4","1.8",-1330.26426267653
"3560","0.9","55","0.4","2",-1330.27308237017
"3561","0.9","55","0.5","0.6",-1329.41875250791
"3562","0.9","55","0.5","0.8",-1329.65141339475
"3563","0.9","55","0.5","1",-1329.79927880031
"3564","0.9","55","0.5","1.2",-1329.88578525266
"3565","0.9","55","0.5","1.4",-1329.9342481203
"3566","0.9","55","0.5","1.6",-1329.96071550847
"3567","0.9","55","0.5","1.8",-1329.97494197607
"3568","0.9","55","0.5","2",-1329.98251029097
"3569","0.9","55","0.6","0.6",-1329.25257234025
"3570","0.9","55","0.6","0.8",-1329.44408242004
"3571","0.9","55","0.6","1",-1329.56583422431
"3572","0.9","55","0.6","1.2",-1329.63708858921
"3573","0.9","55","0.6","1.4",-1329.67702230388
"3574","0.9","55","0.6","1.6",-1329.69884021392
"3575","0.9","55","0.6","1.8",-1329.71057241062
"3576","0.9","55","0.6","2",-1329.71681626962
"3577","0.9","55","0.7","0.6",-1329.12090148358
"3578","0.9","55","0.7","0.8",-1329.26889504179
"3579","0.9","55","0.7","1",-1329.36301539808
"3580","0.9","55","0.7","1.2",-1329.41812039012
"3581","0.9","55","0.7","1.4",-1329.44901645832
"3582","0.9","55","0.7","1.6",-1329.46590442925
"3583","0.9","55","0.7","1.8",-1329.47498954085
"3584","0.9","55","0.7","2",-1329.47982693032
"3585","0.9","55","0.8","0.6",-1329.02860728038
"3586","0.9","55","0.8","0.8",-1329.1304243611
"3587","0.9","55","0.8","1",-1329.19520038791
"3588","0.9","55","0.8","1.2",-1329.23314346601
"3589","0.9","55","0.8","1.4",-1329.25442717103
"3590","0.9","55","0.8","1.6",-1329.26606670034
"3591","0.9","55","0.8","1.8",-1329.27233066548
"3592","0.9","55","0.8","2",-1329.27566904264
"3593","0.9","55","0.9","0.6",-1328.98615393617
"3594","0.9","55","0.9","0.8",-1329.03878439798
"3595","0.9","55","0.9","1",-1329.07228478293
"3596","0.9","55","0.9","1.2",-1329.09191660743
"3597","0.9","55","0.9","1.4",-1329.10293476526
"3598","0.9","55","0.9","1.6",-1329.10896369542
"3599","0.9","55","0.9","1.8",-1329.11221064612
"3600","0.9","55","0.9","2",-1329.11394135523
"3601","0.9","65","0.1","0.6",-1330.44330914212
"3602","0.9","65","0.1","0.8",-1330.80132038233
"3603","0.9","65","0.1","1",-1331.02012130096
"3604","0.9","65","0.1","1.2",-1331.14351018641
"3605","0.9","65","0.1","1.4",-1331.21020131039
"3606","0.9","65","0.1","1.6",-1331.24535617465
"3607","0.9","65","0.1","1.8",-1331.26359879184
"3608","0.9","65","0.1","2",-1331.27296957055
"3609","0.9","65","0.2","0.6",-1330.16611789999
"3610","0.9","65","0.2","0.8",-1330.492084776
"3611","0.9","65","0.2","1",-1330.6913402877
"3612","0.9","65","0.2","1.2",-1330.80373166976
"3613","0.9","65","0.2","1.4",-1330.86449330954
"3614","0.9","65","0.2","1.6",-1330.89653073482
"3615","0.9","65","0.2","1.8",-1330.91315992687
"3616","0.9","65","0.2","2",-1330.92170429121
"3617","0.9","65","0.3","0.6",-1329.91076335215
"3618","0.9","65","0.3","0.8",-1330.20320617226
"3619","0.9","65","0.3","1",-1330.3820096077
"3620","0.9","65","0.3","1.2",-1330.48289030357
"3621","0.9","65","0.3","1.4",-1330.53744401869
"3622","0.9","65","0.3","1.6",-1330.56621648599
"3623","0.9","65","0.3","1.8",-1330.58115549101
"3624","0.9","65","0.3","2",-1330.58883350471
"3625","0.9","65","0.4","0.6",-1329.67911655889
"3626","0.9","65","0.4","0.8",-1329.9364034055
"3627","0.9","65","0.4","1",-1330.09375260961
"3628","0.9","65","0.4","1.2",-1330.18255426825
"3629","0.9","65","0.4","1.4",-1330.23059144583
"3630","0.9","65","0.4","1.6",-1330.25593489578
"3631","0.9","65","0.4","1.8",-1330.26909795382
"3632","0.9","65","0.4","2",-1330.27586545502
"3633","0.9","65","0.5","0.6",-1329.47369487858
"3634","0.9","65","0.5","0.8",-1329.69402026966
"3635","0.9","65","0.5","1",-1329.82880393063
"3636","0.9","65","0.5","1.2",-1329.904895162
"3637","0.9","65","0.5","1.4",-1329.94607031417
"3638","0.9","65","0.5","1.6",-1329.96780173533
"3639","0.9","65","0.5","1.8",-1329.97909285272
"3640","0.9","65","0.5","2",-1329.98490021763
"3641","0.9","65","0.6","0.6",-1329.29782761462
"3642","0.9","65","0.6","0.8",-1329.4791853534
"3643","0.9","65","0.6","1",-1329.59016682304
"3644","0.9","65","0.6","1.2",-1329.6528431004
"3645","0.9","65","0.6","1.4",-1329.68677230508
"3646","0.9","65","0.6","1.6",-1329.70468666429
"3647","0.9","65","0.6","1.8",-1329.71399846126
"3648","0.9","65","0.6","2",-1329.71878969817
"3649","0.9","65","0.7","0.6",-1329.15589963287
"3650","0.9","65","0.7","0.8",-1329.29604903039
"3651","0.9","65","0.7","1",-1329.38184436652
"3652","0.9","65","0.7","1.2",-1329.43031628648
"3653","0.9","65","0.7","1.4",-1329.45656751175
"3654","0.9","65","0.7","1.6",-1329.47043413361
"3655","0.9","65","0.7","1.8",-1329.47764525189
"3656","0.9","65","0.7","2",-1329.48135737731
"3657","0.9","65","0.8","0.6",-1329.05272091736
"3658","0.9","65","0.8","0.8",-1329.14912417211
"3659","0.9","65","0.8","1",-1329.20817413726
"3660","0.9","65","0.8","1.2",-1329.24155018887
"3661","0.9","65","0.8","1.4",-1329.25963451523
"3662","0.9","65","0.8","1.6",-1329.26919161225
"3663","0.9","65","0.8","1.8",-1329.2741648636
"3664","0.9","65","0.8","2",-1329.27672610188
"3665","0.9","65","0.9","0.6",-1328.99862190741
"3666","0.9","65","0.9","0.8",-1329.04846405774
"3667","0.9","65","0.9","1",-1329.07900220107
"3668","0.9","65","0.9","1.2",-1329.09627169571
"3669","0.9","65","0.9","1.4",-1329.10563383528
"3670","0.9","65","0.9","1.6",-1329.11058459953
"3671","0.9","65","0.9","1.8",-1329.11316192414
"3672","0.9","65","0.9","2",-1329.11449003861
"3673","0.9","75","0.1","0.6",-1330.51275757715
"3674","0.9","75","0.1","0.8",-1330.85351603982
"3675","0.9","75","0.1","1",-1331.05516262864
"3676","0.9","75","0.1","1.2",-1331.16547567886
"3677","0.9","75","0.1","1.4",-1331.22335911339
"3678","0.9","75","0.1","1.6",-1331.25299169712
"3679","0.9","75","0.1","1.8",-1331.2679287629
"3680","0.9","75","0.1","2",-1331.27538302906
"3681","0.9","75","0.2","0.6",-1330.22937677767
"3682","0.9","75","0.2","0.8",-1330.53963487596
"3683","0.9","75","0.2","1",-1330.72326864461
"3684","0.9","75","0.2","1.2",-1330.82375016735
"3685","0.9","75","0.2","1.4",-1330.87648769324
"3686","0.9","75","0.2","1.6",-1330.90349284656
"3687","0.9","75","0.2","1.8",-1330.91710901018
"3688","0.9","75","0.2","2",-1330.92390589609
"3689","0.9","75","0.3","0.6",-1329.96754287314
"3690","0.9","75","0.3","0.8",-1330.24589260364
"3691","0.9","75","0.3","1",-1330.4106782997
"3692","0.9","75","0.3","1.2",-1330.5008696173
"3693","0.9","75","0.3","1.4",-1330.54821954001
"3694","0.9","75","0.3","1.6",-1330.57247293427
"3695","0.9","75","0.3","1.8",-1330.58470529314
"3696","0.9","75","0.3","2",-1330.59081321607
"3697","0.9","75","0.4","0.6",-1329.72909625253
"3698","0.9","75","0.4","0.8",-1329.97398479469
"3699","0.9","75","0.4","1",-1330.11899884069
"3700","0.9","75","0.4","1.2",-1330.19839246036
"3701","0.9","75","0.4","1.4",-1330.2400862359
"3702","0.9","75","0.4","1.6",-1330.26144959891
"3703","0.9","75","0.4","1.8",-1330.27222784636
"3704","0.9","75","0.4","2",-1330.27761156198
"3705","0.9","75","0.5","0.6",-1329.51651897805
"3706","0.9","75","0.5","0.8",-1329.72622791325
"3707","0.9","75","0.5","1",-1329.85044633164
"3708","0.9","75","0.5","1.2",-1329.91847614057
"3709","0.9","75","0.5","1.4",-1329.95421524569
"3710","0.9","75","0.5","1.6",-1329.97253410877
"3711","0.9","75","0.5","1.8",-1329.98177975724
"3712","0.9","75","0.5","2",-1329.98639973869
"3713","0.9","75","0.6","0.6",-1329.33309992693
"3714","0.9","75","0.6","0.8",-1329.50571971624
"3715","0.9","75","0.6","1",-1329.60800255507
"3716","0.9","75","0.6","1.2",-1329.66403944009
"3717","0.9","75","0.6","1.4",-1329.69348960606
"3718","0.9","75","0.6","1.6",-1329.70859111008
"3719","0.9","75","0.6","1.8",-1329.71621618933
"3720","0.9","75","0.6","2",-1329.72002784188
"3721","0.9","75","0.7","0.6",-1329.18317615682
"3722","0.9","75","0.7","0.8",-1329.31657407102
"3723","0.9","75","0.7","1",-1329.39564565996
"3724","0.9","75","0.7","1.2",-1329.43898345794
"3725","0.9","75","0.7","1.4",-1329.46176963103
"3726","0.9","75","0.7","1.6",-1329.47345922766
"3727","0.9","75","0.7","1.8",-1329.47936432787
"3728","0.9","75","0.7","2",-1329.48231752654
"3729","0.9","75","0.8","0.6",-1329.07148595269
"3730","0.9","75","0.8","0.8",-1329.16326074031
"3731","0.9","75","0.8","1",-1329.21768352765
"3732","0.9","75","0.8","1.2",-1329.24752346932
"3733","0.9","75","0.8","1.4",-1329.26322216842
"3734","0.9","75","0.8","1.6",-1329.27127921521
"3735","0.9","75","0.8","1.8",-1329.27535168409
"3736","0.9","75","0.8","2",-1329.27738259986
"3737","0.9","75","0.9","0.6",-1329.00833821835
"3738","0.9","75","0.9","0.8",-1329.05578012884
"3739","0.9","75","0.9","1",-1329.08392562602
"3740","0.9","75","0.9","1.2",-1329.09936641006
"3741","0.9","75","0.9","1.4",-1329.10749342955
"3742","0.9","75","0.9","1.6",-1329.11166709622
"3743","0.9","75","0.9","1.8",-1329.11377757915
"3744","0.9","75","0.9","2",-1329.11483434553
"3745","0.9","85","0.1","0.6",-1330.56874961481
"3746","0.9","85","0.1","0.8",-1330.89449709932
"3747","0.9","85","0.1","1",-1331.08195166863
"3748","0.9","85","0.1","1.2",-1331.18182468412
"3749","0.9","85","0.1","1.4",-1331.23289300111
"3750","0.9","85","0.1","1.6",-1331.25837736933
"3751","0.9","85","0.1","1.8",-1331.27090164766
"3752","0.9","85","0.1","2",-1331.27699597836
"3753","0.9","85","0.2","0.6",-1330.28037730618
"3754","0.9","85","0.2","0.8",-1330.57696773313
"3755","0.9","85","0.2","1",-1330.74767764435
"3756","0.9","85","0.2","1.2",-1330.83864990684
"3757","0.9","85","0.2","1.4",-1330.88517855853
"3758","0.9","85","0.2","1.6",-1330.90840352756
"3759","0.9","85","0.2","1.8",-1330.91982040114
"3760","0.9","85","0.2","2",-1330.92537738269
"3761","0.9","85","0.3","0.6",-1330.01331840226
"3762","0.9","85","0.3","0.8",-1330.27940622483
"3763","0.9","85","0.3","1",-1330.432594937
"3764","0.9","85","0.3","1.2",-1330.51425148977
"3765","0.9","85","0.3","1.4",-1330.55602728081
"3766","0.9","85","0.3","1.6",-1330.57688582735
"3767","0.9","85","0.3","1.8",-1330.58714253725
"3768","0.9","85","0.3","2",-1330.5921362388
"3769","0.9","85","0.4","0.6",-1329.76938856876
"3770","0.9","85","0.4","0.8",-1330.0034896955
"3771","0.9","85","0.4","1",-1330.1382987945
"3772","0.9","85","0.4","1.2",-1330.21017932315
"3773","0.9","85","0.4","1.4",-1330.24696589475
"3774","0.9","85","0.4","1.6",-1330.26533922344
"3775","0.9","85","0.4","1.8",-1330.27437683487
"3776","0.9","85","0.4","2",-1330.27877844534
"3777","0.9","85","0.5","0.6",-1329.55104186183
"3778","0.9","85","0.5","0.8",-1329.7515134857
"3779","0.9","85","0.5","1",-1329.8669910219
"3780","0.9","85","0.5","1.2",-1329.92858431178
"3781","0.9","85","0.5","1.4",-1329.96011666774
"3782","0.9","85","0.5","1.6",-1329.97587183983
"3783","0.9","85","0.5","1.8",-1329.9836244763
"3784","0.9","85","0.5","2",-1329.98740174334
"3785","0.9","85","0.6","0.6",-1329.36153376352
"3786","0.9","85","0.6","0.8",-1329.52655073553
"3787","0.9","85","0.6","1",-1329.62163695031
"3788","0.9","85","0.6","1.2",-1329.67237252811
"3789","0.9","85","0.6","1.4",-1329.69835669558
"3790","0.9","85","0.6","1.6",-1329.71134500221
"3791","0.9","85","0.6","1.8",-1329.71773884941
"3792","0.9","85","0.6","2",-1329.72085526708
"3793","0.9","85","0.7","0.6",-1329.20516393858
"3794","0.9","85","0.7","0.8",-1329.33268708208
"3795","0.9","85","0.7","1",-1329.40619563876
"3796","0.9","85","0.7","1.2",-1329.44543405827
"3797","0.9","85","0.7","1.4",-1329.46553887081
"3798","0.9","85","0.7","1.6",-1329.47559298458
"3799","0.9","85","0.7","1.8",-1329.48054451268
"3800","0.9","85","0.7","2",-1329.48295921137
"3801","0.9","85","0.8","0.6",-1329.08662368857
"3802","0.9","85","0.8","0.8",-1329.17435830723
"3803","0.9","85","0.8","1",-1329.2249517995
"3804","0.9","85","0.8","1.2",-1329.25197114325
"3805","0.9","85","0.8","1.4",-1329.26582038511
"3806","0.9","85","0.8","1.6",-1329.27275067151
"3807","0.9","85","0.8","1.8",-1329.27616667248
"3808","0.9","85","0.8","2",-1329.27783295734
"3809","0.9","85","0.9","0.6",-1329.01616997206
"3810","0.9","85","0.9","0.8",-1329.06152319917
"3811","0.9","85","0.9","1",-1329.08768910424
"3812","0.9","85","0.9","1.2",-1329.10166985535
"3813","0.9","85","0.9","1.4",-1329.10884071998
"3814","0.9","85","0.9","1.6",-1329.11243052464
"3815","0.9","85","0.9","1.8",-1329.1142003223
"3816","0.9","85","0.9","2",-1329.1150645994
"3817","0.9","95","0.1","0.6",-1330.61506398953
"3818","0.9","95","0.1","0.8",-1330.92761216258
"3819","0.9","95","0.1","1",-1331.10309647205
"3820","0.9","95","0.1","1.2",-1331.19442824597
"3821","0.9","95","0.1","1.4",-1331.24007095687
"3822","0.9","95","0.1","1.6",-1331.26233724101
"3823","0.9","95","0.1","1.8",-1331.27303623995
"3824","0.9","95","0.1","2",-1331.27812697077
"3825","0.9","95","0.2","0.6",-1330.32256213651
"3826","0.9","95","0.2","0.8",-1330.60713443118
"3827","0.9","95","0.2","1",-1330.76694351518
"3828","0.9","95","0.2","1.2",-1330.85013627237
"3829","0.9","95","0.2","1.4",-1330.89172179895
"3830","0.9","95","0.2","1.6",-1330.91201414229
"3831","0.9","95","0.2","1.8",-1330.9217673793
"3832","0.9","95","0.2","2",-1330.92640915922
"3833","0.9","95","0.3","0.6",-1330.0511805802
"3834","0.9","95","0.3","0.8",-1330.30648649338
"3835","0.9","95","0.3","1",-1330.44989369582
"3836","0.9","95","0.3","1.2",-1330.52456756994
"3837","0.9","95","0.3","1.4",-1330.56190553248
"3838","0.9","95","0.3","1.6",-1330.580130439
"3839","0.9","95","0.3","1.8",-1330.58889253942
"3840","0.9","95","0.3","2",-1330.59306389128
"3841","0.9","95","0.4","0.6",-1329.80271483989
"3842","0.9","95","0.4","0.8",-1330.02733028232
"3843","0.9","95","0.4","1",-1330.15353243821
"3844","0.9","95","0.4","1.2",-1330.21926693804
"3845","0.9","95","0.4","1.4",-1330.25214541814
"3846","0.9","95","0.4","1.6",-1330.26819905411
"3847","0.9","95","0.4","1.8",-1330.27591922395
"3848","0.9","95","0.4","2",-1330.27959669314
"3849","0.9","95","0.5","0.6",-1329.57959507885
"3850","0.9","95","0.5","0.8",-1329.77194435364
"3851","0.9","95","0.5","1",-1329.88004934891
"3852","0.9","95","0.5","1.2",-1329.93637641385
"3853","0.9","95","0.5","1.4",-1329.96455983072
"3854","0.9","95","0.5","1.6",-1329.97832602421
"3855","0.9","95","0.5","1.8",-1329.98494907817
"3856","0.9","95","0.5","2",-1329.9881044063
"3857","0.9","95","0.6","0.6",-1329.38505054191
"3858","0.9","95","0.6","0.8",-1329.54338216418
"3859","0.9","95","0.6","1",-1329.63239811068
"3860","0.9","95","0.6","1.2",-1329.67879637717
"3861","0.9","95","0.6","1.4",-1329.70202104798
"3862","0.9","95","0.6","1.6",-1329.71336987028
"3863","0.9","95","0.6","1.8",-1329.71883211864
"3864","0.9","95","0.6","2",-1329.72143554794
"3865","0.9","95","0.7","0.6",-1329.22334872417
"3866","0.9","95","0.7","0.8",-1329.34570589008
"3867","0.9","95","0.7","1",-1329.41452244161
"3868","0.9","95","0.7","1.2",-1329.45040674172
"3869","0.9","95","0.7","1.4",-1329.46837665645
"3870","0.9","95","0.7","1.6",-1329.47716172548
"3871","0.9","95","0.7","1.8",-1329.48139199712
"3872","0.9","95","0.7","2",-1329.48340914867
"3873","0.9","95","0.8","0.6",-1329.09914285012
"3874","0.9","95","0.8","0.8",-1329.18332373997
"3875","0.9","95","0.8","1",-1329.2306886074
"3876","0.9","95","0.8","1.2",-1329.25539859662
"3877","0.9","95","0.8","1.4",-1329.26777781199
"3878","0.9","95","0.8","1.6",-1329.27383402603
"3879","0.9","95","0.8","1.8",-1329.27675174371
"3880","0.9","95","0.8","2",-1329.2781433921
"3881","0.9","95","0.9","0.6",-1329.02264668856
"3882","0.9","95","0.9","0.8",-1329.06616324471
"3883","0.9","95","0.9","1",-1329.0906595054
"3884","0.9","95","0.9","1.2",-1329.10344548547
"3885","0.9","95","0.9","1.4",-1329.10985499081
"3886","0.9","95","0.9","1.6",-1329.11299187006
"3887","0.9","95","0.9","1.8",-1329.11450394306
"3888","0.9","95","0.9","2",-1329.11522572679
"3889","0.9","105","0.1","0.6",-1330.65415364897
"3890","0.9","105","0.1","0.8",-1330.95498371073
"3891","0.9","105","0.1","1",-1331.12021085074
"3892","0.9","105","0.1","1.2",-1331.20441664598
"3893","0.9","105","0.1","1.4",-1331.24564049845
"3894","0.9","105","0.1","1.6",-1331.26534538446
"3895","0.9","105","0.1","1.8",-1331.27462384077
"3896","0.9","105","0.1","2",-1331.27895040181
"3897","0.9","105","0.2","0.6",-1330.35816560769
"3898","0.9","105","0.2","0.8",-1330.63206849858
"3899","0.9","105","0.2","1",-1330.78253695026
"3900","0.9","105","0.2","1.2",-1330.8592390793
"3901","0.9","105","0.2","1.4",-1330.89679889114
"3902","0.9","105","0.2","1.6",-1330.91475703965
"3903","0.9","105","0.2","1.8",-1330.92321525727
"3904","0.9","105","0.2","2",-1330.92716031622
"3905","0.9","105","0.3","0.6",-1330.08313536809
"3906","0.9","105","0.3","0.8",-1330.32886913853
"3907","0.9","105","0.3","1",-1330.4638946883
"3908","0.9","105","0.3","1.2",-1330.53274300323
"3909","0.9","105","0.3","1.4",-1330.56646653943
"3910","0.9","105","0.3","1.6",-1330.5825953196
"3911","0.9","105","0.3","1.8",-1330.59019412765
"3912","0.9","105","0.3","2",-1330.59373937653
"3913","0.9","105","0.4","0.6",-1329.83084064585
"3914","0.9","105","0.4","0.8",-1330.04703511043
"3915","0.9","105","0.4","1",-1330.16586167158
"3916","0.9","105","0.4","1.2",-1330.22646834542
"3917","0.9","105","0.4","1.4",-1330.25616442549
"3918","0.9","105","0.4","1.6",-1330.27037155507
"3919","0.9","105","0.4","1.8",-1330.27706682912
"3920","0.9","105","0.4","2",-1330.28019244451
"3921","0.9","105","0.5","0.6",-1329.60369239399
"3922","0.9","105","0.5","0.8",-1329.7888307106
"3923","0.9","105","0.5","1",-1329.89061810423
"3924","0.9","105","0.5","1.2",-1329.94255159696
"3925","0.9","105","0.5","1.4",-1329.96800729705
"3926","0.9","105","0.5","1.6",-1329.98019028397
"3927","0.9","105","0.5","1.8",-1329.98593415987
"3928","0.9","105","0.5","2",-1329.98861599065
"3929","0.9","105","0.6","0.6",-1329.40489690465
"3930","0.9","105","0.6","0.8",-1329.557293198
"3931","0.9","105","0.6","1",-1329.64110761065
"3932","0.9","105","0.6","1.2",-1329.68388711696
"3933","0.9","105","0.6","1.4",-1329.70486420625
"3934","0.9","105","0.6","1.6",-1329.71490793752
"3935","0.9","105","0.6","1.8",-1329.71964523688
