"","county","year","shareduserfoi","incidence","previousyear","previnf"
"4110","Miller-Missouri","2012",0.0124166579074939,0,0,0.0491625575569879
"4111","Miller-Missouri","2013",0.0187408167779222,0,0,0.0124166579074939
"4112","Miller-Missouri","2014",0.0261769348407686,1,0,0.0187408167779222
"4117","Mineral-West Virginia","2007",0,0,0,0.033356504618765
"4118","Mineral-West Virginia","2008",0,0,0,0
"4119","Mineral-West Virginia","2009",0.0722717900687476,0,0,0
"4120","Mineral-West Virginia","2010",0.0297433118185572,0,0,0.0722717900687476
"4121","Mineral-West Virginia","2011",0.130310606976162,1,0,0.0297433118185572
"4129","Moniteau-Missouri","2007",0,0,0,0.138752679615212
"4130","Moniteau-Missouri","2008",0,0,0,0
"4131","Moniteau-Missouri","2009",0.000764706535451968,0,0,0
"4132","Moniteau-Missouri","2010",0.00106490929114534,0,0,0.000764706535451968
"4133","Moniteau-Missouri","2011",0.0265415173191698,0,0,0.00106490929114534
"4134","Moniteau-Missouri","2012",0.0123143878000634,0,0,0.0265415173191698
"4135","Moniteau-Missouri","2013",0.0184318588027551,0,0,0.0123143878000634
"4136","Moniteau-Missouri","2014",0.026384788049084,1,0,0.0184318588027551
"4141","Monongalia-West Virginia","2007",0,0,0,0.0302779950535411
"4142","Monongalia-West Virginia","2008",0,0,0,0
"4143","Monongalia-West Virginia","2009",0.0764167802136286,0,0,0
"4144","Monongalia-West Virginia","2010",0.0387559604025088,0,0,0.0764167802136286
"4145","Monongalia-West Virginia","2011",0.180736991012909,1,0,0.0387559604025088
"4153","Monroe-Illinois","2007",0,0,0,0.184744351351137
"4154","Monroe-Illinois","2008",0,0,0,0
"4155","Monroe-Illinois","2009",0.0027450006531635,0,0,0
"4156","Monroe-Illinois","2010",0.00905188028636073,0,0,0.0027450006531635
"4157","Monroe-Illinois","2011",0.0275916150709221,0,0,0.00905188028636073
"4158","Monroe-Illinois","2012",0.0768318043217131,1,0,0.0275916150709221
"4165","Monroe-Indiana","2007",0,0,0,0.173977184366069
"4166","Monroe-Indiana","2008",0,0,0,0
"4167","Monroe-Indiana","2009",0.00690052106033285,0,0,0
"4168","Monroe-Indiana","2010",0.0066037346828962,1,0,0.00690052106033285
"4177","Monroe-Pennsylvania","2007",0,0,0,1.39745051069778
"4178","Monroe-Pennsylvania","2008",0,0,0,0
"4179","Monroe-Pennsylvania","2009",0.057886443446338,1,0,0
"4189","Monroe-West Virginia","2007",0,0,0,0.0490751416153069
"4190","Monroe-West Virginia","2008",0,0,0,0
"4191","Monroe-West Virginia","2009",0.0118439373916407,1,0,0
"4201","Monroe-Wisconsin","2007",0,0,0,0.231540071639072
"4202","Monroe-Wisconsin","2008",0,0,0,0
"4203","Monroe-Wisconsin","2009",0.000467105270999208,0,0,0
"4204","Monroe-Wisconsin","2010",0.000457661576883543,0,0,0.000467105270999208
"4205","Monroe-Wisconsin","2011",0.00260274258219728,0,0,0.000457661576883543
"4206","Monroe-Wisconsin","2012",0.0410477804189149,0,0,0.00260274258219728
"4207","Monroe-Wisconsin","2013",0.0350486202739194,0,0,0.0410477804189149
"4208","Monroe-Wisconsin","2014",0.0756675718685547,0,0,0.0350486202739194
"4209","Monroe-Wisconsin","2015",0.305914877290237,0,0,0.0756675718685547
"4210","Monroe-Wisconsin","2016",0.0859590924061982,1,0,0.305914877290237
"4213","Montgomery-New York","2007",0,1,0,0.0435946221855071
"4225","Montgomery-North Carolina","2007",0,0,0,0.0233581834444425
"4226","Montgomery-North Carolina","2008",0,0,0,0
"4227","Montgomery-North Carolina","2009",0.0779092917934585,0,0,0
"4228","Montgomery-North Carolina","2010",0.0191813123630244,0,0,0.0779092917934585
"4229","Montgomery-North Carolina","2011",0.454255641546383,0,0,0.0191813123630244
"4230","Montgomery-North Carolina","2012",0.590977430531633,0,0,0.454255641546383
"4231","Montgomery-North Carolina","2013",0.608281292528053,0,0,0.590977430531633
"4232","Montgomery-North Carolina","2014",0.793556902136781,0,0,0.608281292528053
"4233","Montgomery-North Carolina","2015",0.566169736316814,0,0,0.793556902136781
"4234","Montgomery-North Carolina","2016",0.545880950035149,0,0,0.566169736316814
"4235","Montgomery-North Carolina","2017",0.349036220343008,0,0,0.545880950035149
"4236","Montgomery-North Carolina","2018",0.659956908296149,1,0,0.349036220343008
"4237","Montgomery-Tennessee","2007",0,0,0,0.659956908296149
"4238","Montgomery-Tennessee","2008",0,0,0,0
"4239","Montgomery-Tennessee","2009",0.0266265612938977,0,0,0
"4240","Montgomery-Tennessee","2010",0.00994832895333931,1,0,0.0266265612938977
"4249","Montgomery-Virginia","2007",0,0,0,0.436227288860379
"4250","Montgomery-Virginia","2008",0,0,0,0
"4251","Montgomery-Virginia","2009",0.611623175290958,0,0,0
"4252","Montgomery-Virginia","2010",0.152952937139143,1,0,0.611623175290958
"4261","Morgan-Alabama","2007",0,0,0,1.04631481320191
"4262","Morgan-Alabama","2008",0,0,0,0
"4263","Morgan-Alabama","2009",0.0653636375258041,0,0,0
"4264","Morgan-Alabama","2010",0.00136674820010094,0,0,0.0653636375258041
"4265","Morgan-Alabama","2011",0.0620916716444968,0,0,0.00136674820010094
"4266","Morgan-Alabama","2012",0.0921431958279873,0,0,0.0620916716444968
"4267","Morgan-Alabama","2013",0.394236018152751,1,0,0.0921431958279873
"4273","Morris-New Jersey","2007",0,0,0,0.481694482760264
"4274","Morris-New Jersey","2008",0,1,0,0
"4285","Neshoba-Mississippi","2007",0,0,0,0.0381582378897507
"4286","Neshoba-Mississippi","2008",0,0,0,0
"4287","Neshoba-Mississippi","2009",0.033560843060212,0,0,0
"4288","Neshoba-Mississippi","2010",0.00138079568258674,0,0,0.033560843060212
"4289","Neshoba-Mississippi","2011",0.0213739968075982,0,0,0.00138079568258674
"4290","Neshoba-Mississippi","2012",0.0461584354081989,0,0,0.0213739968075982
"4291","Neshoba-Mississippi","2013",0.162445333243598,1,0,0.0461584354081989
"4297","New Castle-Delaware","2007",0,0,0,0.247060778923628
"4298","New Castle-Delaware","2008",0,0,0,0
"4299","New Castle-Delaware","2009",0.132354544897285,0,0,0
"4300","New Castle-Delaware","2010",0.0540216806706542,0,0,0.132354544897285
"4301","New Castle-Delaware","2011",0.126842229038843,1,0,0.0540216806706542
"4309","New London-Connecticut","2007",0,0,0,0.149492314787015
"4310","New London-Connecticut","2008",0,0,0,0
"4311","New London-Connecticut","2009",0.0139538041231813,0,0,0
"4312","New London-Connecticut","2010",0.010168839779686,1,0,0.0139538041231813
"4321","Newport-Rhode Island","2007",0,0,0,0.0154110112780279
"4322","Newport-Rhode Island","2008",0,0,0,0
"4323","Newport-Rhode Island","2009",0.0068100844245516,0,0,0
"4324","Newport-Rhode Island","2010",0.00526703290299218,0,0,0.0068100844245516
"4325","Newport-Rhode Island","2011",0.0202696799147124,0,0,0.00526703290299218
"4326","Newport-Rhode Island","2012",0.0162887835756066,0,0,0.0202696799147124
"4327","Newport-Rhode Island","2013",0.0122901037498517,0,0,0.0162887835756066
"4328","Newport-Rhode Island","2014",0.019420781975898,0,0,0.0122901037498517
"4329","Newport-Rhode Island","2015",0.0193370632829555,1,0,0.019420781975898
"4333","Newton-Arkansas","2007",0,0,0,0.0125875609969848
"4334","Newton-Arkansas","2008",0,0,0,0
"4335","Newton-Arkansas","2009",0.00128937478534306,0,0,0
"4336","Newton-Arkansas","2010",0.000632246119375737,0,0,0.00128937478534306
"4337","Newton-Arkansas","2011",0.00872874144613475,0,0,0.000632246119375737
"4338","Newton-Arkansas","2012",0.00731793017643888,0,0,0.00872874144613475
"4339","Newton-Arkansas","2013",0.0147730727403206,0,0,0.00731793017643888
"4340","Newton-Arkansas","2014",0.0226443198834927,1,0,0.0147730727403206
"4345","Newton-Missouri","2007",0,0,0,0.149996013796268
"4346","Newton-Missouri","2008",0,0,0,0
"4347","Newton-Missouri","2009",0.000528554501512045,0,0,0
"4348","Newton-Missouri","2010",0.000359422120271111,0,0,0.000528554501512045
"4349","Newton-Missouri","2011",0.0099152376807704,0,0,0.000359422120271111
"4350","Newton-Missouri","2012",0.00449434986972643,0,0,0.0099152376807704
"4351","Newton-Missouri","2013",0.00847458774729547,0,0,0.00449434986972643
"4352","Newton-Missouri","2014",0.0126072596769581,0,0,0.00847458774729547
"4353","Newton-Missouri","2015",0.0197631174847961,0,0,0.0126072596769581
"4354","Newton-Missouri","2016",0.0162125563650667,0,0,0.0197631174847961
"4355","Newton-Missouri","2017",0.0231419754958043,1,0,0.0162125563650667
"4357","Niagara Regional Municipality-Ontario","2007",0,0,0,0.0440614392886427
"4358","Niagara Regional Municipality-Ontario","2008",0,0,0,0
"4359","Niagara Regional Municipality-Ontario","2009",1.79637938531349,0,0,0
"4360","Niagara Regional Municipality-Ontario","2010",2.16017975634657,0,0,1.79637938531349
"4361","Niagara Regional Municipality-Ontario","2011",1.31375194508082,1,0,2.16017975634657
"4369","Niobrara-Wyoming","2007",0,0,0,0.52854165894572
"4370","Niobrara-Wyoming","2008",0,0,0,0
"4371","Niobrara-Wyoming","2009",8.0139170739571e-05,0,0,0
"4372","Niobrara-Wyoming","2010",6.14094812851926e-05,0,0,8.0139170739571e-05
"4373","Niobrara-Wyoming","2011",0.000428579605697276,0,0,6.14094812851926e-05
"4374","Niobrara-Wyoming","2012",0.00214302383523647,0,0,0.000428579605697276
"4375","Niobrara-Wyoming","2013",0.00533440197411657,0,0,0.00214302383523647
"4376","Niobrara-Wyoming","2014",0.00935042494915867,0,0,0.00533440197411657
"4377","Niobrara-Wyoming","2015",0.00805686172140784,0,0,0.00935042494915867
"4378","Niobrara-Wyoming","2016",0.0196394670533236,0,0,0.00805686172140784
"4379","Niobrara-Wyoming","2017",0.890500571965671,0,0,0.0196394670533236
"4380","Niobrara-Wyoming","2018",3.95858493279332,1,0,0.890500571965671
"4381","Nipissing District (Part 1 Of)-Ontario","2007",0,0,0,3.95858493279332
"4382","Nipissing District (Part 1 Of)-Ontario","2008",0,0,0,0
"4383","Nipissing District (Part 1 Of)-Ontario","2009",0.101458237816297,0,0,0
"4384","Nipissing District (Part 1 Of)-Ontario","2010",0.111975036970118,1,0,0.101458237816297
"4393","Nord-Du-Quebec (Part 1 Of)-Quebec","2007",0,0,0,0.165020816455535
"4394","Nord-Du-Quebec (Part 1 Of)-Quebec","2008",0,0,0,0
"4395","Nord-Du-Quebec (Part 1 Of)-Quebec","2009",0.0335835433379001,0,0,0
"4396","Nord-Du-Quebec (Part 1 Of)-Quebec","2010",0.0419731898617892,1,0,0.0335835433379001
"4405","Nord-Du-Quebec (Part 2 Of)-Quebec","2007",0,0,0,0.0930235744007012
"4406","Nord-Du-Quebec (Part 2 Of)-Quebec","2008",0,0,0,0
"4407","Nord-Du-Quebec (Part 2 Of)-Quebec","2009",0.0289557421210458,0,0,0
"4408","Nord-Du-Quebec (Part 2 Of)-Quebec","2010",0.0623779018717481,0,0,0.0289557421210458
"4409","Nord-Du-Quebec (Part 2 Of)-Quebec","2011",0.2166869770909,0,0,0.0623779018717481
"4410","Nord-Du-Quebec (Part 2 Of)-Quebec","2012",0.261576786499529,1,0,0.2166869770909
"4417","Norfolk-Massachusetts","2007",0,0,0,0.145240512230386
"4418","Norfolk-Massachusetts","2008",0,1,0,0
"4429","Northumberland-New Brunswick","2007",0,0,0,0.0140323707396318
"4430","Northumberland-New Brunswick","2008",0,0,0,0
"4431","Northumberland-New Brunswick","2009",0.122531629455514,0,0,0
"4432","Northumberland-New Brunswick","2010",0.13504223219459,0,0,0.122531629455514
"4433","Northumberland-New Brunswick","2011",0.168940484985076,0,0,0.13504223219459
"4434","Northumberland-New Brunswick","2012",0.999102165598945,1,0,0.168940484985076
"4441","Northumberland-Pennsylvania","2007",0,0,0,0.819474198178532
"4442","Northumberland-Pennsylvania","2008",0,0,0,0
"4443","Northumberland-Pennsylvania","2009",0.214589659475266,1,0,0
"4453","Oconee-South Carolina","2007",0,0,0,0.170098681909963
"4454","Oconee-South Carolina","2008",0,0,0,0
"4455","Oconee-South Carolina","2009",0.0146278077573017,0,0,0
"4456","Oconee-South Carolina","2010",0.0026416849275806,0,0,0.0146278077573017
"4457","Oconee-South Carolina","2011",0.179456843851487,0,0,0.0026416849275806
"4458","Oconee-South Carolina","2012",0.518557400983252,0,0,0.179456843851487
"4459","Oconee-South Carolina","2013",0.612883032441394,1,0,0.518557400983252
"4465","Olmsted-Minnesota","2007",0,0,0,0.449629425149892
"4466","Olmsted-Minnesota","2008",0,0,0,0
"4467","Olmsted-Minnesota","2009",0.000272943255038777,0,0,0
"4468","Olmsted-Minnesota","2010",0.000265948247854648,0,0,0.000272943255038777
"4469","Olmsted-Minnesota","2011",0.00164412433402784,0,0,0.000265948247854648
"4470","Olmsted-Minnesota","2012",0.0268220490048916,0,0,0.00164412433402784
"4471","Olmsted-Minnesota","2013",0.0150651563610241,0,0,0.0268220490048916
"4472","Olmsted-Minnesota","2014",0.0421256482476795,0,0,0.0150651563610241
"4473","Olmsted-Minnesota","2015",0.11173612905568,0,0,0.0421256482476795
"4474","Olmsted-Minnesota","2016",0.0581771718331698,1,0,0.11173612905568
"4477","Onondaga-New York","2007",0,0,0,0.0293170944679433
"4478","Onondaga-New York","2008",0,1,0,0
"4489","Ontonagon-Michigan","2007",0,0,0,0.119954451396616
"4490","Ontonagon-Michigan","2008",0,0,0,0
"4491","Ontonagon-Michigan","2009",0.000822854946596865,0,0,0
"4492","Ontonagon-Michigan","2010",0.000847450232320462,0,0,0.000822854946596865
"4493","Ontonagon-Michigan","2011",0.002000045640598,0,0,0.000847450232320462
"4494","Ontonagon-Michigan","2012",2.3911039963274,0,0,0.002000045640598
"4495","Ontonagon-Michigan","2013",0.251065143335255,1,0,2.3911039963274
"4501","Orange-Indiana","2007",0,0,0,2.54327597496993
"4502","Orange-Indiana","2008",0,0,0,0
"4503","Orange-Indiana","2009",0.00588356116855611,0,0,0
"4504","Orange-Indiana","2010",0.00589570051840852,0,0,0.00588356116855611
"4505","Orange-Indiana","2011",0.501322152840809,1,0,0.00589570051840852
"4513","Orange-New York","2007",0,0,0,0.539782132118269
"4514","Orange-New York","2008",0,0,0,0
"4515","Orange-New York","2009",0.032124525405681,1,0,0
"4525","Orange-Vermont","2007",0,1,0,0.026970582521408
"4537","Oregon-Missouri","2007",0,0,0,0.0146005348798997
"4538","Oregon-Missouri","2008",0,0,0,0
"4539","Oregon-Missouri","2009",0.00386528115654173,0,0,0
"4540","Oregon-Missouri","2010",0.00342943818382835,0,0,0.00386528115654173
"4541","Oregon-Missouri","2011",0.0206508277223075,0,0,0.00342943818382835
"4542","Oregon-Missouri","2012",0.0289202445105918,0,0,0.0206508277223075
"4543","Oregon-Missouri","2013",0.0587945338870852,0,0,0.0289202445105918
"4544","Oregon-Missouri","2014",0.0794712027826888,1,0,0.0587945338870852
"4549","Ottawa-Oklahoma","2007",0,0,0,0.109871811981699
"4550","Ottawa-Oklahoma","2008",0,0,0,0
"4551","Ottawa-Oklahoma","2009",0.000504539283744173,0,0,0
"4552","Ottawa-Oklahoma","2010",0.000324858943339353,0,0,0.000504539283744173
"4553","Ottawa-Oklahoma","2011",0.0076611769481295,0,0,0.000324858943339353
"4554","Ottawa-Oklahoma","2012",0.00437414831171304,0,0,0.0076611769481295
"4555","Ottawa-Oklahoma","2013",0.0084683093892908,0,0,0.00437414831171304
"4556","Ottawa-Oklahoma","2014",0.0126538847445298,0,0,0.0084683093892908
"4557","Ottawa-Oklahoma","2015",0.0183957093676012,0,0,0.0126538847445298
"4558","Ottawa-Oklahoma","2016",0.0170862214441095,1,0,0.0183957093676012
"4561","Overton-Tennessee","2007",0,0,0,0.0467118782621361
"4562","Overton-Tennessee","2008",0,0,0,0
"4563","Overton-Tennessee","2009",0.0153708537132926,0,0,0
"4564","Overton-Tennessee","2010",0.00206528176778129,0,0,0.0153708537132926
"4565","Overton-Tennessee","2011",0.115688374738367,0,0,0.00206528176778129
"4566","Overton-Tennessee","2012",0.454841644132907,1,0,0.115688374738367
"4573","Oxford-Maine","2007",0,0,0,0.367909339657373
"4574","Oxford-Maine","2008",0,0,0,0
"4575","Oxford-Maine","2009",0.0163267834744063,0,0,0
"4576","Oxford-Maine","2010",0.0130753026947085,1,0,0.0163267834744063
"4585","Ozark-Missouri","2007",0,0,0,0.0630558932862804
"4586","Ozark-Missouri","2008",0,0,0,0
"4587","Ozark-Missouri","2009",0.00141957042055918,0,0,0
"4588","Ozark-Missouri","2010",0.00105012922607434,0,0,0.00141957042055918
"4589","Ozark-Missouri","2011",0.0199418388457095,0,0,0.00105012922607434
"4590","Ozark-Missouri","2012",0.0102593278737575,0,0,0.0199418388457095
"4591","Ozark-Missouri","2013",0.0196688919273246,0,0,0.0102593278737575
"4592","Ozark-Missouri","2014",0.0282401400900828,1,0,0.0196688919273246
"4597","Paulding-Georgia","2007",0,0,0,0.0507840287983714
"4598","Paulding-Georgia","2008",0,0,0,0
"4599","Paulding-Georgia","2009",0.0223700658810001,0,0,0
"4600","Paulding-Georgia","2010",0.00115382336361427,0,0,0.0223700658810001
"4601","Paulding-Georgia","2011",0.126928677212834,0,0,0.00115382336361427
"4602","Paulding-Georgia","2012",0.181631210827262,0,0,0.126928677212834
"4603","Paulding-Georgia","2013",0.32277906790992,1,0,0.181631210827262
"4609","Peel Regional Municipality-Ontario","2007",0,0,0,0.260538141489443
"4610","Peel Regional Municipality-Ontario","2008",0,0,0,0
"4611","Peel Regional Municipality-Ontario","2009",0.343645758048091,0,0,0
"4612","Peel Regional Municipality-Ontario","2010",0.408754024403191,1,0,0.343645758048091
"4621","Pendleton-West Virginia","2007",0,0,0,0.137429816716226
"4622","Pendleton-West Virginia","2008",0,1,0,0
"4633","Pepin-Wisconsin","2007",0,0,0,0.233646891709056
"4634","Pepin-Wisconsin","2008",0,0,0,0
"4635","Pepin-Wisconsin","2009",0.000267898638938757,0,0,0
"4636","Pepin-Wisconsin","2010",0.000260884778018614,0,0,0.000267898638938757
"4637","Pepin-Wisconsin","2011",0.00135360774259492,0,0,0.000260884778018614
"4638","Pepin-Wisconsin","2012",0.0463230257507102,0,0,0.00135360774259492
"4639","Pepin-Wisconsin","2013",0.0142304430540842,0,0,0.0463230257507102
"4640","Pepin-Wisconsin","2014",0.0428293680592474,0,0,0.0142304430540842
"4641","Pepin-Wisconsin","2015",0.0983120987509438,0,0,0.0428293680592474
"4642","Pepin-Wisconsin","2016",0.0814346683642619,0,0,0.0983120987509438
"4643","Pepin-Wisconsin","2017",0.390133926313391,1,0,0.0814346683642619
"4645","Perry-Missouri","2007",0,0,0,0.0489432149907669
"4646","Perry-Missouri","2008",0,0,0,0
"4647","Perry-Missouri","2009",0.00501661244460568,0,0,0
"4648","Perry-Missouri","2010",0.0207743596944473,0,0,0.00501661244460568
"4649","Perry-Missouri","2011",0.0304801342217871,1,0,0.0207743596944473
"4657","Perry-Tennessee","2007",0,0,0,0.440498648705773
"4658","Perry-Tennessee","2008",0,0,0,0
"4659","Perry-Tennessee","2009",0.149605594857484,0,0,0
"4660","Perry-Tennessee","2010",0.00520210936346211,0,0,0.149605594857484
"4661","Perry-Tennessee","2011",0.0355548503097884,0,0,0.00520210936346211
"4662","Perry-Tennessee","2012",0.158331005821672,1,0,0.0355548503097884
"4669","Peterborough-Ontario","2007",0,0,0,1.3890247333896
"4670","Peterborough-Ontario","2008",0,0,0,0
"4671","Peterborough-Ontario","2009",0.293525256492805,1,0,0
"4681","Phelps-Missouri","2007",0,0,0,0.116665544494589
"4682","Phelps-Missouri","2008",0,0,0,0
"4683","Phelps-Missouri","2009",0.00132997985588402,0,0,0
"4684","Phelps-Missouri","2010",0.00201565889160822,0,0,0.00132997985588402
"4685","Phelps-Missouri","2011",0.0402995673123362,0,0,0.00201565889160822
"4686","Phelps-Missouri","2012",0.0188802857677579,0,0,0.0402995673123362
"4687","Phelps-Missouri","2013",0.0287888484834774,0,0,0.0188802857677579
"4688","Phelps-Missouri","2014",0.0385358900180389,1,0,0.0287888484834774
"4693","Pickens-Georgia","2007",0,0,0,0.0528279476921259
"4694","Pickens-Georgia","2008",0,0,0,0
"4695","Pickens-Georgia","2009",0.0249843191786506,0,0,0
"4696","Pickens-Georgia","2010",0.00125213809218605,0,0,0.0249843191786506
"4697","Pickens-Georgia","2011",0.181685610118293,0,0,0.00125213809218605
