"","county","year","shareduserfoi","incidence","previousyear","previnf"
"3353","Lake-Michigan","2011",0.0269057893993943,0,0,0.0116783483639494
"3354","Lake-Michigan","2012",0.108733054506032,0,0,0.0269057893993943
"3355","Lake-Michigan","2013",0.0526190069923005,0,0,0.108733054506032
"3356","Lake-Michigan","2014",1.00586506477179,0,0,0.0526190069923005
"3357","Lake-Michigan","2015",0.747280583830272,0,0,1.00586506477179
"3358","Lake-Michigan","2016",0.122828143164966,1,0,0.747280583830272
"3361","Lake-Minnesota","2007",0,0,0,0.125806806014448
"3362","Lake-Minnesota","2008",0,0,0,0
"3363","Lake-Minnesota","2009",0.000694302042131078,0,0,0
"3364","Lake-Minnesota","2010",0.000702135641880797,0,0,0.000694302042131078
"3365","Lake-Minnesota","2011",0.00180606184729905,0,0,0.000702135641880797
"3366","Lake-Minnesota","2012",0.744132836721265,0,0,0.00180606184729905
"3367","Lake-Minnesota","2013",0.172884143076837,0,0,0.744132836721265
"3368","Lake-Minnesota","2014",0.762703645806381,0,0,0.172884143076837
"3369","Lake-Minnesota","2015",0.940179083778563,0,0,0.762703645806381
"3370","Lake-Minnesota","2016",1.17362019537782,0,0,0.940179083778563
"3371","Lake-Minnesota","2017",0.734938895419493,0,0,1.17362019537782
"3372","Lake-Minnesota","2018",0.53329691393128,1,0,0.734938895419493
"3373","Lamoille-Vermont","2007",0,0,0,0.53329691393128
"3374","Lamoille-Vermont","2008",0,0,0,0
"3375","Lamoille-Vermont","2009",0.0390300726747383,1,0,0
"3385","Lancaster-Nebraska","2007",0,0,0,0.0202676930141067
"3386","Lancaster-Nebraska","2008",0,0,0,0
"3387","Lancaster-Nebraska","2009",0.000409604091433645,0,0,0
"3388","Lancaster-Nebraska","2010",0.000371518175682182,0,0,0.000409604091433645
"3389","Lancaster-Nebraska","2011",0.00418591299952189,0,0,0.000371518175682182
"3390","Lancaster-Nebraska","2012",0.00806567731069135,0,0,0.00418591299952189
"3391","Lancaster-Nebraska","2013",1.16175661020409,0,0,0.00806567731069135
"3392","Lancaster-Nebraska","2014",1.93680864287318,0,0,1.16175661020409
"3393","Lancaster-Nebraska","2015",1.18006735627722,0,0,1.93680864287318
"3394","Lancaster-Nebraska","2016",4.6302188738434,1,0,1.18006735627722
"3397","Lancaster-South Carolina","2007",0,0,0,0.788444173056212
"3398","Lancaster-South Carolina","2008",0,0,0,0
"3399","Lancaster-South Carolina","2009",0.0349629558680939,0,0,0
"3400","Lancaster-South Carolina","2010",0.00899583454427077,0,0,0.0349629558680939
"3401","Lancaster-South Carolina","2011",0.0907971579514705,0,0,0.00899583454427077
"3402","Lancaster-South Carolina","2012",0.402067022415152,0,0,0.0907971579514705
"3403","Lancaster-South Carolina","2013",0.379757849604093,0,0,0.402067022415152
"3404","Lancaster-South Carolina","2014",0.379485816824369,0,0,0.379757849604093
"3405","Lancaster-South Carolina","2015",0.35490559531601,0,0,0.379485816824369
"3406","Lancaster-South Carolina","2016",0.445005519025596,1,0,0.35490559531601
"3409","LaSalle-Illinois","2007",0,0,0,0.280959867096886
"3410","LaSalle-Illinois","2008",0,0,0,0
"3411","LaSalle-Illinois","2009",0.00524765677628009,0,0,0
"3412","LaSalle-Illinois","2010",0.00568196108885058,0,0,0.00524765677628009
"3413","LaSalle-Illinois","2011",0.0904403532824926,0,0,0.00568196108885058
"3414","LaSalle-Illinois","2012",0.185532079774626,1,0,0.0904403532824926
"3421","Lauderdale-Alabama","2007",0,0,0,0.171883369702766
"3422","Lauderdale-Alabama","2008",0,0,0,0
"3423","Lauderdale-Alabama","2009",0.208277681842641,0,0,0
"3424","Lauderdale-Alabama","2010",0.00221677889434479,0,0,0.208277681842641
"3425","Lauderdale-Alabama","2011",0.0360435585956979,1,0,0.00221677889434479
"3433","Laurens-South Carolina","2007",0,0,0,1.4741893756048
"3434","Laurens-South Carolina","2008",0,0,0,0
"3435","Laurens-South Carolina","2009",0.017731883206927,0,0,0
"3436","Laurens-South Carolina","2010",0.00429445000688784,0,0,0.017731883206927
"3437","Laurens-South Carolina","2011",0.267336554392073,0,0,0.00429445000688784
"3438","Laurens-South Carolina","2012",0.506062329081745,0,0,0.267336554392073
"3439","Laurens-South Carolina","2013",0.444322460768692,0,0,0.506062329081745
"3440","Laurens-South Carolina","2014",0.507314448866177,0,0,0.444322460768692
"3441","Laurens-South Carolina","2015",0.328178581596525,0,0,0.507314448866177
"3442","Laurens-South Carolina","2016",0.599717207354352,1,0,0.328178581596525
"3445","Lawrence-Alabama","2007",0,0,0,0.352568632075414
"3446","Lawrence-Alabama","2008",0,0,0,0
"3447","Lawrence-Alabama","2009",0.126866629335262,0,0,0
"3448","Lawrence-Alabama","2010",0.00164638263038678,0,0,0.126866629335262
"3449","Lawrence-Alabama","2011",0.0460760810440925,0,0,0.00164638263038678
"3450","Lawrence-Alabama","2012",0.082962476768522,0,0,0.0460760810440925
"3451","Lawrence-Alabama","2013",0.567732782752883,1,0,0.082962476768522
"3457","Lawrence-Indiana","2007",0,0,0,0.850743462072852
"3458","Lawrence-Indiana","2008",0,0,0,0
"3459","Lawrence-Indiana","2009",0.00584296993071564,0,0,0
"3460","Lawrence-Indiana","2010",0.00569007938137159,0,0,0.00584296993071564
"3461","Lawrence-Indiana","2011",0.555093061059846,1,0,0.00569007938137159
"3469","Lawrence-Ohio","2007",0,0,0,0.979748968914997
"3470","Lawrence-Ohio","2008",0,0,0,0
"3471","Lawrence-Ohio","2009",0.0830201473662224,0,0,0
"3472","Lawrence-Ohio","2010",0.0417318229837724,1,0,0.0830201473662224
"3481","Lawrence-Pennsylvania","2007",0,0,0,0.423386434226514
"3482","Lawrence-Pennsylvania","2008",0,0,0,0
"3483","Lawrence-Pennsylvania","2009",0.096680651208664,1,0,0
"3493","Lawrence-Tennessee","2007",0,0,0,0.359491831982808
"3494","Lawrence-Tennessee","2008",0,0,0,0
"3495","Lawrence-Tennessee","2009",0.16545734048908,0,0,0
"3496","Lawrence-Tennessee","2010",0.00240507491299444,0,0,0.16545734048908
"3497","Lawrence-Tennessee","2011",0.0403525465181831,0,0,0.00240507491299444
"3498","Lawrence-Tennessee","2012",0.10695633898618,1,0,0.0403525465181831
"3505","Le Flore-Oklahoma","2007",0,0,0,1.23399565311836
"3506","Le Flore-Oklahoma","2008",0,0,0,0
"3507","Le Flore-Oklahoma","2009",0.00125804130236961,0,0,0
"3508","Le Flore-Oklahoma","2010",0.000445649434120947,0,0,0.00125804130236961
"3509","Le Flore-Oklahoma","2011",0.00505455184608304,0,0,0.000445649434120947
"3510","Le Flore-Oklahoma","2012",0.00896834961978157,0,0,0.00505455184608304
"3511","Le Flore-Oklahoma","2013",0.0149486152277023,0,0,0.00896834961978157
"3512","Le Flore-Oklahoma","2014",0.0216653204666054,0,0,0.0149486152277023
"3513","Le Flore-Oklahoma","2015",0.0270326584229181,0,0,0.0216653204666054
"3514","Le Flore-Oklahoma","2016",0.0234068956852041,0,0,0.0270326584229181
"3515","Le Flore-Oklahoma","2017",0.0320721731533086,1,0,0.0234068956852041
"3517","Le Granit-Quebec","2007",0,0,0,0.224513964608422
"3518","Le Granit-Quebec","2008",0,0,0,0
"3519","Le Granit-Quebec","2009",0.0163897994596383,0,0,0
"3520","Le Granit-Quebec","2010",0.0233967425280369,1,0,0.0163897994596383
"3529","Le Haut-Saint-François-Quebec","2007",0,0,0,0.107865162339798
"3530","Le Haut-Saint-François-Quebec","2008",0,0,0,0
"3531","Le Haut-Saint-François-Quebec","2009",0.0200825669873433,0,0,0
"3532","Le Haut-Saint-François-Quebec","2010",0.0182829166661328,0,0,0.0200825669873433
"3533","Le Haut-Saint-François-Quebec","2011",0.0720242265108019,1,0,0.0182829166661328
"3541","Le Haut-Saint-Laurent-QuÃ©bec","2007",0,0,0,0.0634156223392742
"3542","Le Haut-Saint-Laurent-QuÃ©bec","2008",0,0,0,0
"3543","Le Haut-Saint-Laurent-QuÃ©bec","2009",0.0211148101477885,0,0,0
"3544","Le Haut-Saint-Laurent-QuÃ©bec","2010",0.0265597091117349,0,0,0.0211148101477885
"3545","Le Haut-Saint-Laurent-QuÃ©bec","2011",0.0514502483874176,0,0,0.0265597091117349
"3546","Le Haut-Saint-Laurent-QuÃ©bec","2012",0.0529345200723334,0,0,0.0514502483874176
"3547","Le Haut-Saint-Laurent-QuÃ©bec","2013",0.0457147185780621,1,0,0.0529345200723334
"3553","Lee-Kentucky","2007",0,0,0,0.0242997998703833
"3554","Lee-Kentucky","2008",0,0,0,0
"3555","Lee-Kentucky","2009",0.0241183789004474,0,0,0
"3556","Lee-Kentucky","2010",0.00936950041254915,0,0,0.0241183789004474
"3557","Lee-Kentucky","2011",0.290502788338864,0,0,0.00936950041254915
"3558","Lee-Kentucky","2012",1.40224218832032,0,0,0.290502788338864
"3559","Lee-Kentucky","2013",0.775031786325394,1,0,1.40224218832032
"3565","Lee-Virginia","2007",0,0,0,1.38789968868215
"3566","Lee-Virginia","2008",0,0,0,0
"3567","Lee-Virginia","2009",0.0239079710737344,0,0,0
"3568","Lee-Virginia","2010",0.00774661333150276,0,0,0.0239079710737344
"3569","Lee-Virginia","2011",1.07988538886025,0,0,0.00774661333150276
"3570","Lee-Virginia","2012",3.64733225276404,1,0,1.07988538886025
"3577","Les Collines-De-L'Outaouais-Quebec","2007",0,0,0,1.23449522443068
"3578","Les Collines-De-L'Outaouais-Quebec","2008",0,0,0,0
"3579","Les Collines-De-L'Outaouais-Quebec","2009",0.12294890488644,1,0,0
"3589","Les Laurentides-Quebec","2007",0,0,0,0.0489631701685218
"3590","Les Laurentides-Quebec","2008",0,0,0,0
"3591","Les Laurentides-Quebec","2009",0.114102393643894,0,0,0
"3592","Les Laurentides-Quebec","2010",0.0432853071172399,1,0,0.114102393643894
"3601","Letcher-Kentucky","2007",0,0,0,0.043662024836129
"3602","Letcher-Kentucky","2008",0,0,0,0
"3603","Letcher-Kentucky","2009",0.0445515175990345,0,0,0
"3604","Letcher-Kentucky","2010",0.0160990923644919,0,0,0.0445515175990345
"3605","Letcher-Kentucky","2011",0.467353744408304,0,0,0.0160990923644919
"3606","Letcher-Kentucky","2012",1.58205220425296,1,0,0.467353744408304
"3613","Lewis-New York","2007",0,0,0,0.788932063353258
"3614","Lewis-New York","2008",0,1,0,0
"3625","Lewis-Tennessee","2007",0,0,0,0.045342988189003
"3626","Lewis-Tennessee","2008",0,0,0,0
"3627","Lewis-Tennessee","2009",0.133603893127885,0,0,0
"3628","Lewis-Tennessee","2010",0.00332396196844564,0,0,0.133603893127885
"3629","Lewis-Tennessee","2011",0.0377809047690971,0,0,0.00332396196844564
"3630","Lewis-Tennessee","2012",0.157205127878863,1,0,0.0377809047690971
"3637","Liberty-Texas","2007",0,0,0,1.30388007044371
"3638","Liberty-Texas","2008",0,0,0,0
"3639","Liberty-Texas","2009",0.00586673232319555,0,0,0
"3640","Liberty-Texas","2010",0.000942732116426416,0,0,0.00586673232319555
"3641","Liberty-Texas","2011",0.00980665108736344,0,0,0.000942732116426416
"3642","Liberty-Texas","2012",0.726536545271987,0,0,0.00980665108736344
"3643","Liberty-Texas","2013",0.573609134128179,0,0,0.726536545271987
"3644","Liberty-Texas","2014",0.257562160248784,0,0,0.573609134128179
"3645","Liberty-Texas","2015",0.0742486272743196,0,0,0.257562160248784
"3646","Liberty-Texas","2016",0.0871843381557367,0,0,0.0742486272743196
"3647","Liberty-Texas","2017",0.0945120226375029,0,0,0.0871843381557367
"3648","Liberty-Texas","2018",0.376373915751514,1,0,0.0945120226375029
"3649","Limestone-Alabama","2007",0,0,0,0.376373915751514
"3650","Limestone-Alabama","2008",0,0,0,0
"3651","Limestone-Alabama","2009",0.0781464441376746,0,0,0
"3652","Limestone-Alabama","2010",0.00160269968889476,0,0,0.0781464441376746
"3653","Limestone-Alabama","2011",0.0568440431101281,0,0,0.00160269968889476
"3654","Limestone-Alabama","2012",0.095365006442568,0,0,0.0568440431101281
"3655","Limestone-Alabama","2013",0.558804744284176,0,0,0.095365006442568
"3656","Limestone-Alabama","2014",0.999125742102411,1,0,0.558804744284176
"3661","Lincoln-Missouri","2007",0,0,0,0.611207848973499
"3662","Lincoln-Missouri","2008",0,0,0,0
"3663","Lincoln-Missouri","2009",0.00144678874337363,0,0,0
"3664","Lincoln-Missouri","2010",0.00308930075356258,0,0,0.00144678874337363
"3665","Lincoln-Missouri","2011",0.0210484600451372,1,0,0.00308930075356258
"3673","Litchfield-Connecticut","2007",0,1,0,0.0691172797565905
"3685","Livingston-New York","2007",0,0,0,0.0138239010991063
"3686","Livingston-New York","2008",0,0,0,0
"3687","Livingston-New York","2009",1.42299111819021,1,0,0
"3697","LotbiniÃ¨re-Quebec","2007",0,0,0,0.467227238181326
"3698","LotbiniÃ¨re-Quebec","2008",0,0,0,0
"3699","LotbiniÃ¨re-Quebec","2009",0.0122282469810568,0,0,0
"3700","LotbiniÃ¨re-Quebec","2010",0.0511084545634927,0,0,0.0122282469810568
"3701","LotbiniÃ¨re-Quebec","2011",0.210642869627141,1,0,0.0511084545634927
"3709","Luzerne-Pennsylvania","2007",0,0,0,0.0829120168636217
"3710","Luzerne-Pennsylvania","2008",0,1,0,0
"3721","Lycoming-Pennsylvania","2007",0,0,0,0.0752762063910293
"3722","Lycoming-Pennsylvania","2008",0,0,0,0
"3723","Lycoming-Pennsylvania","2009",0.24077711577457,1,0,0
"3733","Mackinac-Michigan","2007",0,0,0,0.205317628977496
"3734","Mackinac-Michigan","2008",0,0,0,0
"3735","Mackinac-Michigan","2009",0.0091781442501889,0,0,0
"3736","Mackinac-Michigan","2010",0.0100431856305086,0,0,0.0091781442501889
"3737","Mackinac-Michigan","2011",0.0143016592765693,0,0,0.0100431856305086
"3738","Mackinac-Michigan","2012",0.102648220793488,0,0,0.0143016592765693
"3739","Mackinac-Michigan","2013",0.032532862019061,1,0,0.102648220793488
"3745","Macon-Tennessee","2007",0,0,0,1.19456710720451
"3746","Macon-Tennessee","2008",0,0,0,0
"3747","Macon-Tennessee","2009",0.0151621483610631,0,0,0
"3748","Macon-Tennessee","2010",0.00299493800569873,0,0,0.0151621483610631
"3749","Macon-Tennessee","2011",0.0802394901545367,0,0,0.00299493800569873
"3750","Macon-Tennessee","2012",0.263222246133129,0,0,0.0802394901545367
"3751","Macon-Tennessee","2013",0.298668350639326,1,0,0.263222246133129
"3757","Madawaska-New Brunswick","2007",0,0,0,0.279113744904804
"3758","Madawaska-New Brunswick","2008",0,0,0,0
"3759","Madawaska-New Brunswick","2009",0.030699004234149,0,0,0
"3760","Madawaska-New Brunswick","2010",0.0543899121437251,0,0,0.030699004234149
"3761","Madawaska-New Brunswick","2011",0.360735036651087,0,0,0.0543899121437251
"3762","Madawaska-New Brunswick","2012",0.417326951177265,1,0,0.360735036651087
"3769","Madison-Alabama","2007",0,0,0,0.497900899742778
"3770","Madison-Alabama","2008",0,0,0,0
"3771","Madison-Alabama","2009",0.048726638293874,0,0,0
"3772","Madison-Alabama","2010",0.00137219671518203,0,0,0.048726638293874
"3773","Madison-Alabama","2011",0.0841364353177084,0,0,0.00137219671518203
"3774","Madison-Alabama","2012",0.110454971882116,0,0,0.0841364353177084
"3775","Madison-Alabama","2013",0.382718214055267,0,0,0.110454971882116
"3776","Madison-Alabama","2014",0.608898813180527,0,0,0.382718214055267
"3777","Madison-Alabama","2015",0.456886445353642,0,0,0.608898813180527
"3778","Madison-Alabama","2016",0.616342133834984,1,0,0.456886445353642
"3781","Madison-Arkansas","2007",0,0,0,0.393406661178109
"3782","Madison-Arkansas","2008",0,0,0,0
"3783","Madison-Arkansas","2009",0.000880575981698184,0,0,0
"3784","Madison-Arkansas","2010",0.000448196423000212,0,0,0.000880575981698184
"3785","Madison-Arkansas","2011",0.00734430230242298,0,0,0.000448196423000212
"3786","Madison-Arkansas","2012",0.00551668548104895,0,0,0.00734430230242298
"3787","Madison-Arkansas","2013",0.010658657024345,0,0,0.00551668548104895
"3788","Madison-Arkansas","2014",0.0161792530453418,1,0,0.010658657024345
"3793","Madison-Illinois","2007",0,0,0,0.197006324498808
"3794","Madison-Illinois","2008",0,0,0,0
"3795","Madison-Illinois","2009",0.00339608713830013,0,0,0
"3796","Madison-Illinois","2010",0.0104863378306557,0,0,0.00339608713830013
"3797","Madison-Illinois","2011",0.0530041438273903,0,0,0.0104863378306557
"3798","Madison-Illinois","2012",0.116676998635964,0,0,0.0530041438273903
"3799","Madison-Illinois","2013",0.125154096003043,0,0,0.116676998635964
"3800","Madison-Illinois","2014",0.177078211056124,0,0,0.125154096003043
"3801","Madison-Illinois","2015",0.354041098812052,1,0,0.177078211056124
"3805","Madison-North Carolina","2007",0,0,0,0.20613079349729
"3806","Madison-North Carolina","2008",0,0,0,0
"3807","Madison-North Carolina","2009",0.0205241068803657,0,0,0
"3808","Madison-North Carolina","2010",0.00566397631642335,0,0,0.0205241068803657
"3809","Madison-North Carolina","2011",0.471314303181287,0,0,0.00566397631642335
"3810","Madison-North Carolina","2012",1.57925462643221,0,0,0.471314303181287
"3811","Madison-North Carolina","2013",1.00207522473894,0,0,1.57925462643221
"3812","Madison-North Carolina","2014",1.03924693152128,0,0,1.00207522473894
"3813","Madison-North Carolina","2015",0.687216411706738,0,0,1.03924693152128
"3814","Madison-North Carolina","2016",1.17861189055636,0,0,0.687216411706738
"3815","Madison-North Carolina","2017",0.997395328829077,0,0,1.17861189055636
"3816","Madison-North Carolina","2018",0.64806370581931,1,0,0.997395328829077
"3817","Madison-Ohio","2007",0,0,0,0.64806370581931
"3818","Madison-Ohio","2008",0,0,0,0
"3819","Madison-Ohio","2009",0.0312313343351964,0,0,0
"3820","Madison-Ohio","2010",0.0193501095278126,0,0,0.0312313343351964
"3821","Madison-Ohio","2011",0.145727287643854,0,0,0.0193501095278126
"3822","Madison-Ohio","2012",0.755950526683776,1,0,0.145727287643854
"3829","Manistee-Michigan","2007",0,0,0,0.20174077193095
"3830","Manistee-Michigan","2008",0,0,0,0
"3831","Manistee-Michigan","2009",0.00815763038608273,0,0,0
"3832","Manistee-Michigan","2010",0.00855484117598825,0,0,0.00815763038608273
"3833","Manistee-Michigan","2011",0.0189634528078827,0,0,0.00855484117598825
"3834","Manistee-Michigan","2012",0.0942265195930357,0,0,0.0189634528078827
"3835","Manistee-Michigan","2013",0.0400589302843404,0,0,0.0942265195930357
"3836","Manistee-Michigan","2014",0.147594015313071,1,0,0.0400589302843404
"3841","Manitowoc-Wisconsin","2007",0,0,0,0.134807632070959
"3842","Manitowoc-Wisconsin","2008",0,0,0,0
"3843","Manitowoc-Wisconsin","2009",0.00328482260977509,0,0,0
"3844","Manitowoc-Wisconsin","2010",0.00329827324948097,0,0,0.00328482260977509
"3845","Manitowoc-Wisconsin","2011",0.0116484896713391,0,0,0.00329827324948097
"3846","Manitowoc-Wisconsin","2012",0.101831525540179,0,0,0.0116484896713391
"3847","Manitowoc-Wisconsin","2013",0.0413669961841531,0,0,0.101831525540179
"3848","Manitowoc-Wisconsin","2014",0.212332825248244,0,0,0.0413669961841531
"3849","Manitowoc-Wisconsin","2015",0.287757442526697,1,0,0.212332825248244
"3853","Marion-Arkansas","2007",0,0,0,0.113082186094958
"3854","Marion-Arkansas","2008",0,0,0,0
"3855","Marion-Arkansas","2009",0.001378575806906,0,0,0
"3856","Marion-Arkansas","2010",0.000814061097766491,0,0,0.001378575806906
"3857","Marion-Arkansas","2011",0.0119013386242294,0,0,0.000814061097766491
"3858","Marion-Arkansas","2012",0.0084360633068016,0,0,0.0119013386242294
"3859","Marion-Arkansas","2013",0.0169612972491897,1,0,0.0084360633068016
"3865","Marion-Missouri","2007",0,0,0,0.0624137241414945
"3866","Marion-Missouri","2008",0,0,0,0
"3867","Marion-Missouri","2009",0.00108473330791583,0,0,0
"3868","Marion-Missouri","2010",0.00175630703201238,0,0,0.00108473330791583
"3869","Marion-Missouri","2011",0.0166443245673379,0,0,0.00175630703201238
"3870","Marion-Missouri","2012",0.0271238263154184,0,0,0.0166443245673379
"3871","Marion-Missouri","2013",0.0334039136466389,1,0,0.0271238263154184
"3877","Marion-Tennessee","2007",0,0,0,0.0454314770329617
"3878","Marion-Tennessee","2008",0,0,0,0
"3879","Marion-Tennessee","2009",0.0549754157607126,0,0,0
"3880","Marion-Tennessee","2010",0.00115430218328664,0,0,0.0549754157607126
"3881","Marion-Tennessee","2011",0.298888846770272,0,0,0.00115430218328664
"3882","Marion-Tennessee","2012",0.193437636020694,1,0,0.298888846770272
"3889","Marquette-Michigan","2007",0,0,0,0.337502347067929
"3890","Marquette-Michigan","2008",0,0,0,0
"3891","Marquette-Michigan","2009",0.00165674273663794,0,0,0
"3892","Marquette-Michigan","2010",0.00174552006892013,0,0,0.00165674273663794
"3893","Marquette-Michigan","2011",0.00341048030696974,0,0,0.00174552006892013
"3894","Marquette-Michigan","2012",0.323117884103909,0,0,0.00341048030696974
"3895","Marquette-Michigan","2013",0.0473763103578854,0,0,0.323117884103909
"3896","Marquette-Michigan","2014",0.284335566372146,1,0,0.0473763103578854
"3901","Marshall-Alabama","2007",0,0,0,0.381251875762174
"3902","Marshall-Alabama","2008",0,0,0,0
"3903","Marshall-Alabama","2009",0.0398350730064626,0,0,0
"3904","Marshall-Alabama","2010",0.00116782772473162,0,0,0.0398350730064626
"3905","Marshall-Alabama","2011",0.0928656491567746,0,0,0.00116782772473162
"3906","Marshall-Alabama","2012",0.111151227711936,0,0,0.0928656491567746
"3907","Marshall-Alabama","2013",0.306822033636059,0,0,0.111151227711936
"3908","Marshall-Alabama","2014",0.482420034038864,1,0,0.306822033636059
"3913","Marshall-Tennessee","2007",0,0,0,0.313814302437141
"3914","Marshall-Tennessee","2008",0,0,0,0
"3915","Marshall-Tennessee","2009",0.0494691936741957,0,0,0
"3916","Marshall-Tennessee","2010",0.0021950269660309,0,0,0.0494691936741957
"3917","Marshall-Tennessee","2011",0.0666465362115678,0,0,0.0021950269660309
"3918","Marshall-Tennessee","2012",0.13510791283189,0,0,0.0666465362115678
"3919","Marshall-Tennessee","2013",0.503090831643304,0,0,0.13510791283189
"3920","Marshall-Tennessee","2014",0.68893848249572,1,0,0.503090831643304
"3925","Martin-Indiana","2007",0,0,0,0.501234226771672
"3926","Martin-Indiana","2008",0,0,0,0
"3927","Martin-Indiana","2009",0.00597103913569652,0,0,0
"3928","Martin-Indiana","2010",0.00738637083044874,0,0,0.00597103913569652
"3929","Martin-Indiana","2011",0.94699558293273,1,0,0.00738637083044874
"3937","Matane-Quebec","2007",0,0,0,1.22474299486308
"3938","Matane-Quebec","2008",0,0,0,0
"3939","Matane-Quebec","2009",0.0595984205002256,0,0,0
"3940","Matane-Quebec","2010",0.0782254177421118,0,0,0.0595984205002256
"3941","Matane-Quebec","2011",0.610152011647076,0,0,0.0782254177421118
"3942","Matane-Quebec","2012",1.50553595450123,0,0,0.610152011647076
"3943","Matane-Quebec","2013",1.62586302795274,1,0,1.50553595450123
"3949","Maury-Tennessee","2007",0,0,0,1.38908361616226
"3950","Maury-Tennessee","2008",0,0,0,0
"3951","Maury-Tennessee","2009",0.0645952419080995,0,0,0
"3952","Maury-Tennessee","2010",0.00295901112511513,0,0,0.0645952419080995
"3953","Maury-Tennessee","2011",0.0515022591194359,0,0,0.00295901112511513
"3954","Maury-Tennessee","2012",0.154332643937265,0,0,0.0515022591194359
"3955","Maury-Tennessee","2013",0.705857552635565,1,0,0.154332643937265
"3961","McDonald-Missouri","2007",0,0,0,0.737864359475812
"3962","McDonald-Missouri","2008",0,0,0,0
"3963","McDonald-Missouri","2009",0.000509136098793191,0,0,0
"3964","McDonald-Missouri","2010",0.000316379880412291,0,0,0.000509136098793191
"3965","McDonald-Missouri","2011",0.00750761727065308,0,0,0.000316379880412291
"3966","McDonald-Missouri","2012",0.00402910221825309,0,0,0.00750761727065308
"3967","McDonald-Missouri","2013",0.00754305637426409,0,0,0.00402910221825309
"3968","McDonald-Missouri","2014",0.0112387165844495,0,0,0.00754305637426409
"3969","McDonald-Missouri","2015",0.01748144962907,1,0,0.0112387165844495
"3973","McDowell-North Carolina","2007",0,0,0,0.0560979570982049
"3974","McDowell-North Carolina","2008",0,0,0,0
"3975","McDowell-North Carolina","2009",0.0282317595081563,0,0,0
"3976","McDowell-North Carolina","2010",0.00794718214953554,1,0,0.0282317595081563
"3985","Meade-Kentucky","2007",0,0,0,0.411360647651903
"3986","Meade-Kentucky","2008",0,0,0,0
"3987","Meade-Kentucky","2009",0.00763230788301034,0,0,0
"3988","Meade-Kentucky","2010",0.00575291706949394,0,0,0.00763230788301034
"3989","Meade-Kentucky","2011",0.163901016019373,0,0,0.00575291706949394
"3990","Meade-Kentucky","2012",0.350526982704819,1,0,0.163901016019373
"3997","Medina-Ohio","2007",0,0,0,0.342287471797673
"3998","Medina-Ohio","2008",0,0,0,0
"3999","Medina-Ohio","2009",0.0449474523718205,0,0,0
"4000","Medina-Ohio","2010",0.0412331746670772,0,0,0.0449474523718205
"4001","Medina-Ohio","2011",0.143870584036123,0,0,0.0412331746670772
"4002","Medina-Ohio","2012",0.924311424460287,1,0,0.143870584036123
"4009","Meigs-Tennessee","2007",0,0,0,0.24699584101216
"4010","Meigs-Tennessee","2008",0,0,0,0
"4011","Meigs-Tennessee","2009",0.0502858277548063,0,0,0
"4012","Meigs-Tennessee","2010",0.00173747508666402,0,0,0.0502858277548063
"4013","Meigs-Tennessee","2011",0.350833723541359,0,0,0.00173747508666402
"4014","Meigs-Tennessee","2012",0.691169091621662,1,0,0.350833723541359
"4021","Mekinac (Part 1 Of)-Quebec","2007",0,0,0,0.74439987448951
"4022","Mekinac (Part 1 Of)-Quebec","2008",0,0,0,0
"4023","Mekinac (Part 1 Of)-Quebec","2009",0.0260907484323275,0,0,0
"4024","Mekinac (Part 1 Of)-Quebec","2010",0.0856870747585565,1,0,0.0260907484323275
"4033","MemphrÃ©magog-Quebec","2007",0,0,0,0.0858313381089965
"4034","MemphrÃ©magog-Quebec","2008",0,0,0,0
"4035","MemphrÃ©magog-Quebec","2009",0.0396189307538958,1,0,0
"4045","Mercer-North Dakota","2007",0,0,0,0.0391408151754319
"4046","Mercer-North Dakota","2008",0,0,0,0
"4047","Mercer-North Dakota","2009",0.00103726618069429,0,0,0
"4048","Mercer-North Dakota","2010",0.000922260600216495,0,0,0.00103726618069429
"4049","Mercer-North Dakota","2011",0.00414793230418132,0,0,0.000922260600216495
"4050","Mercer-North Dakota","2012",0.0693719791489611,0,0,0.00414793230418132
"4051","Mercer-North Dakota","2013",0.0399331235699562,0,0,0.0693719791489611
"4052","Mercer-North Dakota","2014",0.103364645835757,0,0,0.0399331235699562
"4053","Mercer-North Dakota","2015",0.121438858224389,0,0,0.103364645835757
"4054","Mercer-North Dakota","2016",0.181186653626272,0,0,0.121438858224389
"4055","Mercer-North Dakota","2017",0.251240146516331,0,0,0.181186653626272
"4056","Mercer-North Dakota","2018",0.4133676613612,1,0,0.251240146516331
"4057","Mercer-West Virginia","2007",0,0,0,0.4133676613612
"4058","Mercer-West Virginia","2008",0,0,0,0
"4059","Mercer-West Virginia","2009",0.534247781347741,1,0,0
"4069","Merrimack-New Hampshire","2007",0,0,0,0.93143637813845
"4070","Merrimack-New Hampshire","2008",0,1,0,0
"4081","Middlesex-Massachusetts","2007",0,0,0,0.017175563988282
"4082","Middlesex-Massachusetts","2008",0,1,0,0
"4093","Mifflin-Pennsylvania","2007",0,0,0,0.0142249684348091
"4094","Mifflin-Pennsylvania","2008",0,1,0,0
"4105","Miller-Missouri","2007",0,0,0,0.168980879630806
"4106","Miller-Missouri","2008",0,0,0,0
"4107","Miller-Missouri","2009",0.000860451744206708,0,0,0
"4108","Miller-Missouri","2010",0.00117196314794065,0,0,0.000860451744206708
"4109","Miller-Missouri","2011",0.0491625575569879,0,0,0.00117196314794065
